date,USDMXN,USDTRY,USDILS,USDCNH,USDCNY,USDSGD,USDHKD,USDBRL,USDTWD,USDZAR,USDPLN,USDHUF,USDCZK,USDRUB,USDEUR,USDGBP,USDTRL,USDMAD,USDSOS,USDCHF,USDCAD,USDCOP,USDPEN,USDARS,USDNOK,USDDKK,USDNZD,USDAUD,USDKRW,USDCLP,ARSUSD,ARSCNY,ARSBRL,ARSRUB,ARSEUR,ARSGBP,ARSCHF,ARSCAD,ARSAUD,AUDUSD,AUDTRY,AUDILS,AUDCNY,AUDSGD,AUDHKD,AUDKRW,AUDBRL,AUDTWD,AUDZAR,AUDPLN,AUDHUF,AUDCZK,AUDRUB,AUDEUR,AUDGBP,AUDCHF,AUDCAD,AUDARS,AUDNOK,AUDDKK,AUDNZD,BRLUSD,BRLCNY,BRLKRW,BRLRUB,BRLGBP,BRLCHF,BRLCAD,BRLCLP,BRLEUR,BRLARS,CADMXN,CADUSD,CADTRY,CADILS,CADCNY,CADSGD,CADHKD,CADKRW,CADBRL,CADTWD,CADZAR,CADPLN,CADHUF,CADCZK,CADRUB,CADEUR,CADGBP,CADMAD,CADCHF,CADCOP,CADARS,CADNOK,CADDKK,CADNZD,CADAUD,CHFMXN,CHFUSD,CHFTRY,CHFILS,CHFCNY,CHFSGD,CHFHKD,CHFKRW,CHFBRL,CHFZAR,CHFPLN,CHFHUF,CHFCZK,CHFRUB,CHFEUR,CHFGBP,CHFCAD,CHFNOK,CHFDKK,CHFNZD,CHFAUD,CLPUSD,CNHUSD,CNHHKD,CNYUSD,CNYCNH,CNYSGD,CNYHKD,CNYKRW,CNYTWD,CNYRUB,CNYEUR,CNYGBP,CNYCHF,CNYCAD,CNYNZD,CNYAUD,COPUSD,COPILS,COPEUR,COPPEN,COPARS,CZKUSD,CZKPLN,CZKHUF,CZKRUB,CZKEUR,CZKGBP,CZKCHF,DKKUSD,DKKCNY,DKKRUB,DKKEUR,DKKGBP,DKKCHF,DKKNOK,EURMXN,EURUSD,EURTRY,EURILS,EURCNH,EURCNY,EURSGD,EURHKD,EURKRW,EURBRL,EURTWD,EURZAR,EURPLN,EURHUF,EURCZK,EURRUB,EURGBP,EURTRL,EURMAD,EURSOS,EURCHF,EURCAD,EURCOP,EURPEN,EURARS,EURNOK,EURDKK,EURNZD,EURAUD,EURCLP,GBPMXN,GBPUSD,GBPTRY,GBPILS,GBPCNY,GBPSGD,GBPHKD,GBPKRW,GBPBRL,GBPTWD,GBPZAR,GBPPLN,GBPHUF,GBPCZK,GBPRUB,GBPEUR,GBPMAD,GBPCHF,GBPCAD,GBPCOP,GBPCLP,GBPARS,GBPNOK,GBPDKK,GBPNZD,GBPAUD,HKDUSD,HKDCNH,HKDCNY,HKDSGD,HKDKRW,HKDTWD,HKDZAR,HKDEUR,HKDGBP,HKDCZK,HKDRUB,HKDCHF,HKDCAD,HKDNZD,HKDAUD,HUFUSD,HUFEUR,HUFGBP,HUFCHF,ILSUSD,ILSRUB,ILSEUR,KRWUSD,KRWCNY,KRWHKD,KRWBRL,KRWTWD,KRWRUB,KRWEUR,KRWGBP,KRWCAD,KRWAUD,MADUSD,MADILS,MADZAR,MADRUB
2013-06-02,3,8,57,12,8,31,23,22,15,10,19,0,37,1,18,10,0,28,0,9,13,29,37,0,12,37,24,47,20,21,0,0,0,0,0,0,0,0,0,88,27,0,50,100,51,46,0,17,39,0,0,0,0,55,14,39,27,0,0,48,25,0,0,0,0,0,0,24,0,41,0,0,15,0,0,0,30,41,0,45,0,87,0,0,0,0,23,30,0,35,0,38,0,0,0,0,100,6,0,0,0,37,0,0,0,64,12,0,0,0,4,33,0,25,0,0,0,43,31,0,0,0,57,21,0,0,0,0,0,0,0,0,0,0,31,44,17,37,0,0,0,0,20,0,0,0,0,0,0,0,0,0,16,30,18,30,0,17,22,36,0,28,0,22,29,51,8,4,12,0,0,0,5,35,33,55,52,28,18,27,65,0,33,6,28,0,31,6,14,33,0,0,16,19,31,0,0,6,0,19,22,69,0,0,14,32,18,30,16,33,15,0,37,27,0,43,0,0,0,96,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,43,26,24,0
2013-06-09,2,8,56,4,11,33,19,19,19,12,15,30,27,0,34,7,0,0,0,16,16,17,49,44,12,30,36,50,40,18,0,0,0,0,0,0,50,0,0,84,15,49,39,99,50,0,0,0,34,0,0,0,0,42,21,52,30,0,0,0,22,27,0,0,0,0,0,41,0,41,0,0,19,0,0,30,30,0,0,80,0,0,0,0,0,0,0,0,0,39,0,24,64,0,0,0,0,11,0,0,0,0,0,0,0,96,14,25,0,0,8,28,0,0,0,0,0,0,0,60,12,0,57,15,0,0,0,0,0,0,0,0,65,0,0,78,19,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21,30,0,19,32,34,38,51,29,40,22,55,13,2,7,0,0,0,4,10,25,48,0,32,27,23,94,0,33,6,18,31,17,8,7,33,34,38,19,8,23,0,0,5,0,15,9,0,0,45,32,24,25,36,0,0,15,23,0,25,0,0,0,0,0,73,0,0,62,46,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,25,34,0
2013-06-16,4,8,50,4,9,31,17,22,17,7,36,33,19,2,25,6,75,0,0,15,20,23,19,0,23,33,21,24,60,19,0,0,0,0,0,0,59,0,0,76,14,0,66,63,63,61,0,0,0,0,0,0,0,69,10,53,100,0,0,0,44,30,0,0,0,0,0,61,0,0,85,0,12,61,0,0,30,35,0,0,41,0,0,0,0,0,35,0,0,27,0,52,0,0,0,0,0,8,0,0,0,0,0,0,39,56,7,25,0,0,7,25,31,0,0,0,29,0,0,0,0,0,0,16,0,0,0,42,38,0,0,0,50,0,31,0,21,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,27,36,21,31,0,18,19,14,50,40,29,18,16,48,8,3,7,0,60,45,5,29,0,24,0,41,18,21,77,0,67,6,19,0,17,11,4,0,68,38,8,26,35,0,13,4,0,16,12,0,0,0,21,100,28,24,17,0,31,0,75,0,0,43,34,0,0,0,0,0,63,47,0,0,0,0,0,0,25,0,100,0,0,0,53,0,0,0,0,21,24,0
2013-06-23,4,8,79,4,13,49,12,13,11,12,36,66,19,1,27,5,0,0,0,12,27,19,19,35,38,0,29,30,71,19,50,0,0,0,73,0,0,0,0,82,0,100,34,43,63,0,38,0,35,0,0,0,0,60,22,46,24,45,43,0,30,47,0,0,0,0,0,24,0,0,0,0,18,0,0,30,30,23,0,0,0,0,0,0,0,0,14,23,0,27,0,73,0,33,0,0,0,7,43,0,43,50,0,0,0,0,21,0,0,0,5,38,0,25,75,0,0,0,0,0,0,0,67,19,0,0,0,0,0,0,0,0,0,42,31,26,19,38,0,0,0,0,0,0,0,0,0,0,0,68,100,0,16,32,26,56,0,18,26,28,78,43,0,32,33,41,8,4,7,43,0,0,5,27,0,42,0,33,0,32,83,0,0,6,22,0,17,10,0,0,31,0,12,12,26,33,11,6,0,7,8,0,0,0,21,25,17,32,16,0,0,23,38,34,0,43,91,0,0,0,36,0,31,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,19,0
2013-06-30,3,4,52,16,9,36,24,21,11,11,11,25,19,1,16,8,0,29,0,9,23,20,26,0,27,18,44,46,56,57,0,0,0,0,0,0,62,0,0,82,14,0,60,87,43,64,0,70,47,0,0,0,0,36,16,68,19,0,44,50,36,28,78,0,0,0,0,45,0,47,0,0,22,0,0,36,31,24,51,0,0,45,0,0,0,0,0,24,0,27,0,55,0,0,0,0,0,8,0,0,0,0,0,0,40,0,10,26,0,0,3,25,86,36,0,0,30,0,0,0,13,0,0,0,0,32,0,0,39,0,0,0,0,0,0,37,14,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,37,15,0,0,31,43,14,39,48,30,17,31,34,0,2,5,45,0,0,6,23,0,64,0,40,19,28,71,35,0,9,17,33,28,10,7,35,31,0,8,15,18,45,0,5,0,8,8,0,0,0,22,37,15,24,0,0,16,32,0,26,0,0,36,0,0,76,0,0,0,0,48,0,0,0,0,0,32,0,51,0,0,0,55,0,0,0,0,20,29,44
2013-07-07,3,8,35,4,9,43,9,23,8,7,9,29,0,1,28,7,0,29,0,10,22,20,0,0,20,47,29,31,59,32,45,0,0,0,75,0,0,0,0,91,19,0,27,43,41,47,39,17,46,0,0,0,0,22,15,32,17,0,50,0,32,47,0,0,0,0,0,42,0,0,0,0,27,0,26,31,31,34,68,0,0,0,0,42,0,0,21,0,0,0,0,25,0,0,0,0,0,13,0,37,0,44,0,0,0,0,0,13,0,0,5,25,32,26,0,0,0,0,0,0,22,0,0,25,0,32,0,0,0,0,0,0,0,0,55,0,6,77,0,0,69,0,0,0,0,39,0,0,54,0,0,0,16,40,18,36,0,20,22,37,0,39,30,26,31,30,8,2,13,0,47,0,4,28,26,85,0,47,19,41,87,35,0,7,17,0,35,8,6,35,0,44,11,13,0,0,0,6,0,11,6,0,0,0,38,25,13,20,17,0,0,0,39,0,0,44,46,0,0,0,45,0,0,48,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,18,0
2013-07-14,2,4,74,7,9,39,17,13,14,6,20,29,29,1,15,7,0,0,0,10,22,18,39,0,12,23,22,30,28,22,45,0,0,0,75,0,0,0,0,77,16,0,36,57,32,48,0,23,0,33,38,0,0,53,7,75,19,0,0,0,26,32,0,0,0,0,0,63,0,44,0,0,17,0,26,31,0,24,52,0,0,0,0,0,0,0,12,48,0,27,0,37,0,34,76,0,0,9,38,0,0,0,50,0,0,0,12,0,0,0,5,26,0,26,0,88,30,0,0,0,25,0,0,21,0,33,0,0,0,0,0,0,0,0,37,27,14,39,0,0,94,0,0,0,0,0,0,0,0,0,0,48,16,27,45,32,0,55,29,0,0,25,0,14,20,34,9,3,7,0,47,46,4,36,0,25,0,26,19,24,57,0,0,7,17,33,44,18,6,0,31,0,10,15,21,0,0,7,0,7,8,0,0,0,80,25,21,17,23,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,60,20,32,0
2013-07-21,3,5,29,0,5,30,6,9,8,7,18,38,51,1,17,5,0,0,0,12,18,26,19,36,13,17,22,21,48,19,0,0,0,0,0,0,45,0,96,60,0,0,35,48,21,64,0,34,0,0,0,0,0,44,7,37,21,46,44,50,45,28,0,0,0,0,0,36,0,49,0,0,15,0,0,0,0,0,0,0,0,0,45,0,0,0,14,23,0,0,0,28,0,0,0,56,0,13,38,0,0,0,0,0,0,0,0,17,0,0,6,25,0,26,0,0,30,0,0,23,23,0,0,0,0,43,0,0,39,0,0,0,51,0,37,0,14,0,0,0,0,0,0,0,0,0,0,0,40,0,0,48,0,26,20,31,0,36,0,19,52,35,0,26,33,30,8,3,7,0,47,0,5,26,0,49,0,67,54,33,57,35,0,6,0,55,46,9,3,34,31,0,6,13,36,0,0,6,0,15,9,0,0,0,30,34,30,20,17,0,0,0,0,0,47,44,35,0,0,0,45,0,43,48,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,20,26,0
2013-07-28,1,5,23,0,7,36,12,26,16,7,17,38,0,1,22,4,76,28,0,9,15,52,0,53,12,17,44,39,27,32,0,0,0,0,0,0,0,0,0,76,28,0,47,51,35,62,0,19,35,0,49,0,0,57,27,28,14,0,0,57,54,27,0,0,0,0,0,49,0,49,0,0,12,0,25,31,0,23,0,0,0,0,44,0,0,0,11,71,0,27,0,33,0,0,74,0,0,6,0,0,0,33,0,0,0,0,8,0,0,0,3,25,0,26,0,0,0,0,0,0,25,0,59,15,0,0,0,0,0,0,0,0,0,32,42,31,12,38,0,48,69,0,0,0,0,0,0,0,41,0,0,0,18,32,32,31,0,18,66,37,0,47,34,28,15,47,15,4,9,0,0,46,4,19,0,62,41,20,18,21,59,0,0,7,0,32,29,8,6,45,61,0,6,9,24,43,0,4,0,21,13,0,0,0,44,0,29,24,22,0,31,24,50,34,0,58,0,0,0,0,0,0,32,0,0,0,0,44,0,0,0,0,68,0,0,0,0,0,0,0,0,0,35,0
2013-08-04,2,8,35,7,6,26,14,17,14,5,30,17,26,2,25,7,0,0,0,11,16,20,19,0,17,16,25,18,11,22,0,0,0,0,0,0,46,0,0,95,28,0,24,35,30,64,39,35,0,0,0,0,0,26,10,37,28,47,44,0,55,28,79,63,0,0,0,24,0,44,0,0,14,0,0,0,0,32,0,0,0,0,0,43,0,0,11,0,0,73,0,25,0,0,0,0,0,11,0,50,0,0,0,0,0,0,0,0,0,0,4,25,0,0,0,0,40,0,0,0,25,0,0,30,0,0,0,57,0,0,0,0,0,0,32,0,14,0,0,0,0,0,21,0,0,0,0,0,42,0,69,0,22,31,17,32,0,0,24,15,0,22,0,26,20,58,21,4,7,0,0,0,3,43,0,64,0,13,25,19,60,0,35,7,0,0,26,5,5,0,53,39,6,10,18,0,23,6,0,14,23,0,72,0,16,37,37,29,25,0,16,32,44,0,0,0,47,0,0,76,0,0,0,0,0,0,0,51,0,0,24,0,52,0,0,0,0,0,0,0,0,0,32,0
2013-08-11,5,7,37,6,9,39,9,25,16,5,27,34,22,1,30,7,0,0,0,11,19,18,0,27,30,31,25,37,28,19,0,0,0,0,0,0,0,0,0,71,16,51,0,43,37,95,38,0,0,0,0,0,0,39,12,21,19,0,45,0,29,0,0,0,0,48,0,25,59,43,0,0,17,0,0,42,31,47,0,41,0,60,45,0,0,0,0,0,50,27,0,62,0,0,0,0,0,7,38,37,0,0,0,0,0,66,7,13,0,0,3,25,0,0,0,0,0,0,0,0,23,0,59,30,0,0,0,0,39,0,0,81,0,0,0,31,17,38,0,0,0,0,0,0,0,40,0,0,0,0,0,0,17,28,18,48,0,18,38,29,51,33,30,13,15,27,19,3,10,0,0,0,4,21,0,50,0,21,19,24,44,0,0,7,17,0,18,14,8,35,78,0,6,10,18,0,23,5,0,20,6,0,0,0,17,33,19,21,51,35,31,0,0,68,0,0,35,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,52,0,0,0,0,65,0,0,0,20,36,50
2013-08-18,5,12,21,4,8,38,15,52,14,9,45,44,18,1,22,5,0,28,0,12,20,31,19,26,17,33,49,33,41,32,0,0,0,0,0,0,0,0,0,64,0,0,23,38,42,46,0,22,34,31,0,0,0,34,7,27,14,0,0,0,44,0,75,0,0,0,0,55,0,48,0,0,7,0,33,30,60,0,0,0,0,44,44,41,83,30,24,23,0,27,0,41,0,0,0,0,0,8,50,0,0,47,0,0,0,0,0,0,0,0,4,37,31,25,0,0,29,0,0,0,21,0,0,29,0,0,0,0,0,0,0,0,0,0,0,35,17,37,0,0,0,0,0,0,0,44,0,0,0,89,0,0,17,30,23,31,34,46,32,15,0,32,0,0,16,26,16,2,9,0,46,0,4,35,0,0,0,17,36,52,40,0,0,8,38,0,17,10,4,0,0,0,24,9,30,0,11,5,0,21,16,0,0,0,17,0,40,25,0,0,15,23,50,50,0,49,0,0,0,0,0,0,42,0,0,0,0,0,0,74,31,0,0,0,0,0,0,0,0,0,0,21,24,0
2013-08-25,4,17,56,4,8,26,11,35,8,10,22,24,24,1,21,8,0,0,0,8,23,18,19,25,16,29,42,26,56,33,0,0,0,0,0,0,43,0,0,65,0,0,26,41,23,45,37,16,0,31,0,0,0,38,12,41,27,44,42,0,22,26,0,69,0,0,0,63,0,0,0,0,26,0,33,0,44,0,0,0,0,0,0,0,0,0,10,0,0,30,0,44,0,31,0,0,0,8,41,0,0,32,0,0,0,0,8,0,0,0,3,0,30,0,0,0,0,0,0,0,22,0,0,14,0,61,0,55,0,0,0,0,0,0,0,25,14,0,0,0,0,0,20,0,0,100,0,0,52,0,0,0,15,25,40,54,0,17,36,20,37,45,28,12,15,62,8,3,9,0,0,0,5,28,25,67,0,19,17,45,54,0,0,6,18,0,25,17,5,0,32,0,21,17,50,0,0,5,0,17,14,52,0,0,28,41,22,28,22,0,15,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,48,0,0,45,0,48,0,0,0,0,0,0,0,0,28,30,0
2013-09-01,3,11,49,0,5,34,8,11,16,8,16,22,0,1,22,5,0,0,0,10,16,36,18,0,25,17,21,20,20,24,0,0,0,0,95,0,43,0,0,64,0,0,26,65,57,0,0,16,0,31,0,0,0,42,26,18,23,0,42,47,49,71,0,0,0,45,0,23,0,41,0,0,18,0,0,58,29,22,0,0,0,0,0,0,0,0,0,60,47,26,0,34,0,0,0,0,0,10,36,0,42,32,35,0,38,0,7,0,0,0,9,24,40,49,0,0,0,0,0,0,20,0,0,14,0,30,0,0,0,0,82,0,0,0,0,0,17,49,0,0,0,0,20,57,0,0,0,0,0,0,0,0,0,33,25,43,0,17,31,25,0,33,38,25,21,22,9,4,11,0,0,0,4,20,0,43,0,25,35,31,54,33,0,5,0,0,16,8,4,0,39,0,5,9,19,0,11,4,54,15,6,0,0,0,21,24,21,28,28,0,0,23,0,28,0,42,0,0,0,0,0,0,0,0,0,0,75,0,0,0,23,0,49,0,0,0,0,0,0,0,0,19,31,0
2013-09-08,4,13,41,4,7,43,16,17,11,5,20,32,17,1,21,5,0,53,0,8,21,28,0,0,32,16,30,34,48,35,42,0,0,0,0,0,42,0,0,66,13,0,22,24,49,0,0,0,43,0,0,0,0,37,11,30,24,0,41,47,24,44,0,0,0,0,0,23,0,40,0,0,17,0,0,0,29,25,0,0,0,0,0,0,0,0,11,22,0,42,0,31,0,0,0,39,0,8,0,0,0,31,0,0,0,46,7,12,0,0,0,23,0,28,0,61,32,0,0,0,30,0,0,20,0,0,0,40,0,0,0,0,0,40,30,50,18,0,38,0,0,0,20,0,0,62,0,0,51,0,0,0,17,29,28,33,0,28,42,13,36,53,27,24,18,42,15,3,11,0,0,56,4,20,0,33,0,31,29,30,40,0,0,7,21,0,18,13,7,42,0,0,9,8,0,0,14,4,0,13,11,0,0,0,27,27,21,24,16,0,14,0,0,0,0,40,33,0,0,0,0,0,0,0,44,0,0,0,0,0,22,0,0,0,0,0,50,0,0,0,0,18,26,54
2013-09-15,4,15,88,0,7,35,13,14,10,11,15,47,20,2,29,6,0,31,0,10,14,16,18,25,24,31,100,40,51,25,0,0,0,0,0,0,0,0,0,58,19,0,43,31,39,44,47,16,49,0,0,0,0,24,14,19,27,57,0,0,18,0,0,0,0,45,0,39,0,0,0,0,11,0,23,0,28,29,0,0,0,42,0,0,0,0,10,32,0,25,0,69,0,31,0,0,0,13,35,0,0,31,34,0,0,62,13,16,0,0,4,51,0,0,0,0,36,0,0,0,12,0,0,27,0,0,0,0,0,0,0,100,0,0,30,0,17,0,38,0,0,84,20,0,0,0,0,0,0,0,0,0,26,35,31,0,0,28,13,17,0,25,28,26,21,34,17,3,10,0,0,0,5,19,24,23,0,47,17,17,40,0,0,8,16,30,24,12,9,0,29,0,8,14,33,0,0,6,53,10,17,0,0,0,14,27,9,24,0,0,29,0,0,27,0,0,33,0,0,0,31,0,34,0,0,0,0,41,0,0,59,0,0,0,0,0,0,0,0,0,0,0,26,0
2013-09-22,2,7,75,5,9,32,12,20,15,6,19,46,18,1,16,8,73,0,0,13,14,57,0,0,16,22,0,23,52,17,41,0,0,0,0,0,0,0,0,49,15,0,45,32,33,0,48,16,0,0,0,0,0,41,18,20,22,0,0,0,21,0,0,0,0,0,0,42,0,0,0,0,18,0,24,0,29,0,0,0,0,0,0,0,0,0,13,22,46,25,0,46,0,0,0,39,0,9,0,0,41,42,0,0,0,0,10,12,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,39,0,85,0,15,31,21,29,0,24,42,13,0,15,37,21,18,29,23,1,11,0,0,0,5,18,0,31,0,35,29,18,35,33,32,6,16,40,16,7,6,0,33,0,8,9,0,0,0,5,53,9,27,0,0,0,14,27,21,12,0,0,0,22,36,48,0,0,38,0,0,0,0,0,0,0,44,0,0,0,0,0,44,0,47,0,0,0,0,0,0,0,0,19,33,0
2013-09-29,3,6,40,3,3,41,14,22,12,7,21,35,0,2,35,7,71,0,0,18,13,21,0,24,32,14,29,20,26,35,0,0,0,0,0,0,42,0,0,47,13,0,22,24,42,0,0,27,43,0,0,0,0,28,9,68,16,42,0,0,41,0,0,0,0,0,0,39,0,39,0,29,11,0,0,0,0,0,0,0,0,41,0,0,0,0,10,0,0,29,0,80,0,0,0,0,0,9,47,0,46,0,34,0,48,0,0,0,0,0,6,23,0,24,0,0,0,0,0,22,15,0,0,23,0,30,0,45,0,0,0,0,0,0,0,66,13,0,0,0,0,0,19,56,0,48,0,0,50,0,0,0,15,32,31,42,0,25,35,14,36,42,27,20,20,49,14,2,9,0,43,0,5,18,0,65,0,31,17,45,27,32,0,8,21,30,16,12,3,0,38,0,9,15,22,0,0,6,39,13,21,0,0,0,0,42,14,26,47,0,0,0,35,31,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,53,22,0,0,0,0,0,0,60,0,0,0,0,29,0
2013-10-06,3,4,61,5,5,27,14,9,17,4,31,34,40,2,25,7,0,35,0,11,16,18,0,33,16,43,35,28,35,30,42,0,0,0,0,0,0,0,0,54,13,0,22,16,32,0,0,21,0,0,0,0,0,33,11,35,10,0,0,0,28,28,0,0,0,45,0,46,0,0,0,39,18,0,0,31,33,0,47,0,0,0,0,0,0,0,10,32,0,43,0,42,0,0,0,39,0,4,0,0,0,35,46,0,0,47,7,0,0,0,4,0,0,25,0,0,0,0,0,0,27,0,0,30,0,0,39,0,0,0,0,0,0,0,0,57,19,0,0,0,0,0,0,0,0,48,0,0,0,64,0,0,15,28,30,29,0,38,22,0,36,23,72,16,16,32,13,1,8,0,0,55,3,23,32,26,0,27,20,20,50,0,32,7,21,30,26,12,9,0,57,0,5,11,19,31,0,4,0,17,17,0,51,0,18,0,11,20,23,0,15,22,0,31,0,0,33,0,0,0,0,0,30,0,44,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,19,33,0
2013-10-13,3,6,41,5,12,35,9,9,22,6,31,68,24,0,25,5,0,0,0,17,13,0,18,0,20,14,29,15,25,17,0,0,0,0,0,0,41,0,0,56,0,0,44,28,32,0,0,0,32,0,35,0,0,37,21,49,18,0,0,46,27,26,0,0,0,0,0,26,0,39,0,0,16,0,0,28,31,0,47,0,0,0,0,38,0,0,0,22,0,25,0,43,0,0,0,39,72,10,0,0,41,0,0,0,0,0,7,0,0,0,3,27,0,0,0,81,27,41,0,0,17,0,0,15,26,40,0,0,0,0,60,0,0,0,30,38,12,36,38,0,0,0,0,0,0,0,0,0,0,0,0,59,28,30,22,49,0,17,13,20,37,28,0,12,20,53,8,2,9,0,0,56,3,23,0,26,38,43,19,17,38,0,32,7,23,51,49,6,7,0,29,48,13,18,0,0,0,4,0,13,10,0,0,0,25,40,55,23,32,0,15,25,0,0,0,0,33,0,0,0,0,0,0,0,44,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,19,36,0
2013-10-20,3,3,47,5,8,37,14,13,13,6,18,28,20,1,16,6,0,0,0,17,13,18,23,32,37,32,78,28,38,39,0,0,0,0,0,0,0,0,0,49,0,0,37,18,53,0,0,27,0,0,0,0,0,44,12,39,19,0,0,0,23,66,70,0,0,0,0,29,0,0,0,58,10,0,0,28,32,0,0,0,43,0,0,0,0,0,17,21,0,49,0,45,0,30,0,0,0,11,34,0,0,30,0,0,36,0,13,12,0,0,4,30,29,0,0,0,0,0,0,0,23,0,0,27,0,0,0,0,0,0,0,0,0,0,33,28,16,46,0,0,0,0,19,0,0,0,0,0,0,0,0,0,15,37,25,28,0,18,24,26,0,15,27,18,28,38,17,1,8,0,0,41,4,21,24,38,0,31,50,59,49,32,31,7,0,29,36,4,6,31,0,35,5,14,21,30,10,4,0,25,15,0,0,0,19,23,32,22,38,0,14,37,0,0,0,0,32,0,0,0,0,0,29,43,0,0,0,0,0,0,21,0,0,0,0,0,0,0,33,0,0,0,24,0
2013-10-27,2,5,27,4,7,32,8,12,11,4,15,90,30,1,33,6,0,26,0,15,15,48,0,25,22,26,20,20,47,23,41,0,0,0,68,0,76,0,0,44,0,62,25,43,43,0,0,21,0,30,0,0,0,48,6,29,20,0,40,0,38,25,0,0,0,0,0,52,0,40,0,0,12,0,0,57,0,21,47,0,39,0,0,0,0,0,28,22,0,33,0,34,0,0,0,0,0,11,35,0,0,35,0,0,0,0,9,0,0,0,7,46,0,0,0,0,0,0,0,0,17,0,0,31,0,0,0,0,0,0,0,0,0,0,0,25,15,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,15,33,27,29,0,36,13,29,36,16,27,13,11,42,11,2,8,0,0,42,4,31,0,33,0,23,0,15,40,0,31,5,18,0,23,6,0,0,28,0,8,8,25,0,0,4,39,9,16,0,0,0,25,23,14,14,15,0,14,24,35,0,0,0,0,0,0,0,0,0,29,0,0,0,0,40,0,0,0,0,47,0,0,0,0,0,0,0,0,18,29,0
2013-11-03,5,7,31,5,10,26,23,15,25,8,29,50,17,1,42,6,0,30,0,12,22,32,0,26,27,19,39,17,22,25,0,0,0,0,68,0,55,0,0,47,0,0,0,24,27,0,0,0,0,0,0,0,0,32,6,25,29,48,0,0,32,25,0,0,0,0,0,51,0,39,0,0,19,56,0,32,0,0,0,0,0,0,41,0,0,0,10,21,0,27,0,66,0,30,0,65,0,6,0,0,0,30,0,0,36,0,6,0,0,0,7,23,38,0,0,0,0,0,0,0,0,0,0,19,0,0,0,39,0,78,0,0,0,0,29,33,18,35,0,0,63,0,19,0,0,36,0,0,0,0,0,0,15,36,40,43,0,35,81,26,35,15,31,35,17,34,15,6,11,0,0,0,5,31,24,41,0,11,0,22,51,32,0,7,27,44,16,7,5,0,0,0,14,8,28,0,10,6,39,14,17,0,0,0,15,50,26,28,17,0,14,21,0,26,0,0,32,0,0,0,30,0,39,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,36,48,0
2013-11-10,4,5,47,5,9,36,10,17,7,7,9,50,26,0,26,5,0,0,0,11,11,40,18,0,16,14,20,25,37,0,41,0,0,0,0,0,0,0,0,40,13,0,29,35,19,0,0,15,0,0,0,0,0,49,18,37,25,42,0,0,37,0,0,0,0,0,0,24,0,0,0,0,17,56,23,0,37,28,0,0,50,0,0,0,0,0,0,22,0,25,0,45,0,30,0,0,70,7,0,0,40,0,45,0,0,0,0,12,0,0,5,23,0,0,0,0,0,0,0,0,0,0,71,30,0,0,0,0,35,0,0,0,0,0,39,32,21,0,0,86,0,0,25,0,0,0,0,0,37,0,0,0,15,32,34,0,0,29,30,13,0,20,46,34,16,31,22,3,9,0,0,41,3,29,0,22,0,50,17,17,29,0,0,5,15,0,21,8,3,0,32,0,11,15,0,0,0,5,0,19,9,0,0,42,27,26,21,28,43,0,0,0,0,0,0,79,0,0,0,0,0,0,0,58,0,0,0,40,0,0,21,0,0,0,0,0,65,0,0,0,0,18,22,0
2013-11-17,3,6,45,6,11,31,13,12,14,8,21,26,17,1,17,5,0,0,0,14,13,21,23,0,11,24,26,27,46,19,0,0,0,0,0,0,0,0,0,44,0,45,32,66,43,0,34,0,0,0,0,0,0,49,18,38,28,0,39,0,49,0,0,0,0,0,0,56,0,0,0,0,13,0,26,0,28,31,0,0,0,0,54,0,0,0,19,46,0,24,0,22,0,0,0,50,0,6,0,0,0,0,0,0,0,0,6,0,0,0,4,41,0,27,0,0,0,0,0,0,29,0,0,28,0,0,0,0,0,0,0,0,0,0,29,48,15,34,0,0,61,0,0,0,0,0,0,0,49,0,0,0,0,32,25,37,0,18,20,22,0,15,80,30,10,11,21,1,7,0,0,0,2,19,23,64,36,49,28,15,46,0,31,5,15,31,16,12,8,41,32,0,7,21,24,0,10,6,0,11,21,49,0,0,15,39,48,27,15,0,14,28,35,23,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,35,25,0
