model,description,metric,metric_code,value,link
OAG-AD-15593694,370Z - 2011 Nissan 370Z Z34 Auto,age,age,7,https://www.carsales.com.au/dealer/details/Nissan-370Z-2011/OAG-AD-15593694/?Cr=29
OAG-AD-15351497,370Z - 2016 Nissan 370Z Z34 Auto,price,price,48750,https://www.carsales.com.au/dealer/details/Nissan-370Z-2016/OAG-AD-15351497/?Cr=215
OAG-AD-15351497,370Z - 2016 Nissan 370Z Z34 Auto,milage,milage,6722,https://www.carsales.com.au/dealer/details/Nissan-370Z-2016/OAG-AD-15351497/?Cr=215
OAG-AD-15351497,370Z - 2016 Nissan 370Z Z34 Auto,age,age,2,https://www.carsales.com.au/dealer/details/Nissan-370Z-2016/OAG-AD-15351497/?Cr=215
SSE-AD-5167792,370Z - 2009 Nissan 370Z Z34 Manual,price,price,21900,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-5167792/?Cr=78
SSE-AD-5167792,370Z - 2009 Nissan 370Z Z34 Manual,milage,milage,99000,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-5167792/?Cr=78
SSE-AD-5167792,370Z - 2009 Nissan 370Z Z34 Manual,age,age,9,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-5167792/?Cr=78
SSE-AD-4998822,370Z - 2009 Nissan 370Z Z34 Auto,price,price,24800,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-4998822/?Cr=272
SSE-AD-4998822,370Z - 2009 Nissan 370Z Z34 Auto,milage,milage,85000,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-4998822/?Cr=272
SSE-AD-4998822,370Z - 2009 Nissan 370Z Z34 Auto,age,age,9,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-4998822/?Cr=272
SSE-AD-4563088,370Z - 2010 Nissan 370Z Z34 Manual,price,price,27000,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4563088/?Cr=256
SSE-AD-4563088,370Z - 2010 Nissan 370Z Z34 Manual,milage,milage,80000,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4563088/?Cr=256
SSE-AD-4563088,370Z - 2010 Nissan 370Z Z34 Manual,age,age,8,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4563088/?Cr=256
OAG-AD-15603132,370Z - 2013 Nissan 370Z Z34 Auto,price,price,35990,https://www.carsales.com.au/dealer/details/Nissan-370Z-2013/OAG-AD-15603132/?Cr=37
OAG-AD-15603132,370Z - 2013 Nissan 370Z Z34 Auto,milage,milage,53420,https://www.carsales.com.au/dealer/details/Nissan-370Z-2013/OAG-AD-15603132/?Cr=37
OAG-AD-15603132,370Z - 2013 Nissan 370Z Z34 Auto,age,age,5,https://www.carsales.com.au/dealer/details/Nissan-370Z-2013/OAG-AD-15603132/?Cr=37
OAG-AD-15324082,370Z - 2009 Nissan 370Z Z34 Auto,price,price,23990,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-15324082/?Cr=220
OAG-AD-15324082,370Z - 2009 Nissan 370Z Z34 Auto,milage,milage,89960,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-15324082/?Cr=220
OAG-AD-15324082,370Z - 2009 Nissan 370Z Z34 Auto,age,age,9,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-15324082/?Cr=220
SSE-AD-4963572,370Z - 2009 Nissan 370Z Z34 Manual,price,price,21990,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-4963572/?Cr=284
SSE-AD-4963572,370Z - 2009 Nissan 370Z Z34 Manual,milage,milage,99900,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-4963572/?Cr=284
SSE-AD-4963572,370Z - 2009 Nissan 370Z Z34 Manual,age,age,9,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-4963572/?Cr=284
SSE-AD-5011761,350Z - 2003 Nissan 350Z Touring Z33 Manual,price,price,20000,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-5011761/?Cr=246
SSE-AD-5011761,350Z - 2003 Nissan 350Z Touring Z33 Manual,milage,milage,75000,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-5011761/?Cr=246
SSE-AD-5011761,350Z - 2003 Nissan 350Z Touring Z33 Manual,age,age,15,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-5011761/?Cr=246
SSE-AD-5175225,370Z - 2010 Nissan 370Z Z34 Manual,price,price,33000,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5175225/?Cr=371
SSE-AD-5175225,370Z - 2010 Nissan 370Z Z34 Manual,milage,milage,51867,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5175225/?Cr=371
SSE-AD-5175225,370Z - 2010 Nissan 370Z Z34 Manual,age,age,8,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5175225/?Cr=371
SSE-AD-5164900,350Z - 2007 Nissan 350Z Touring Z33 Manual,price,price,18990,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-5164900/?Cr=290
SSE-AD-5164900,350Z - 2007 Nissan 350Z Touring Z33 Manual,milage,milage,104300,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-5164900/?Cr=290
SSE-AD-5164900,350Z - 2007 Nissan 350Z Touring Z33 Manual,age,age,11,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-5164900/?Cr=290
SSE-AD-5190167,350Z - 2004 Nissan 350Z Z33 Manual,price,price,19000,https://www.carsales.com.au/private/details/Nissan-350Z-2004/SSE-AD-5190167/?Cr=313
SSE-AD-5190167,350Z - 2004 Nissan 350Z Z33 Manual,milage,milage,87000,https://www.carsales.com.au/private/details/Nissan-350Z-2004/SSE-AD-5190167/?Cr=313
SSE-AD-5190167,350Z - 2004 Nissan 350Z Z33 Manual,age,age,14,https://www.carsales.com.au/private/details/Nissan-350Z-2004/SSE-AD-5190167/?Cr=313
SSE-AD-5132670,370Z - 2011 Nissan 370Z Z34 Manual,price,price,27500,https://www.carsales.com.au/private/details/Nissan-370Z-2011/SSE-AD-5132670/?Cr=348
SSE-AD-5132670,370Z - 2011 Nissan 370Z Z34 Manual,milage,milage,85796,https://www.carsales.com.au/private/details/Nissan-370Z-2011/SSE-AD-5132670/?Cr=348
SSE-AD-5132670,370Z - 2011 Nissan 370Z Z34 Manual,age,age,7,https://www.carsales.com.au/private/details/Nissan-370Z-2011/SSE-AD-5132670/?Cr=348
SSE-AD-5208800,370Z - 2012 Nissan 370Z Z34 Manual,price,price,33500,https://www.carsales.com.au/private/details/Nissan-370Z-2012/SSE-AD-5208800/?Cr=429
SSE-AD-5208800,370Z - 2012 Nissan 370Z Z34 Manual,milage,milage,62000,https://www.carsales.com.au/private/details/Nissan-370Z-2012/SSE-AD-5208800/?Cr=429
SSE-AD-5208800,370Z - 2012 Nissan 370Z Z34 Manual,age,age,6,https://www.carsales.com.au/private/details/Nissan-370Z-2012/SSE-AD-5208800/?Cr=429
OAG-AD-15218207,370Z - 2017 Nissan 370Z Z34 Auto,price,price,51980,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15218207/?Cr=233
OAG-AD-15218207,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,19,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15218207/?Cr=233
OAG-AD-15218207,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15218207/?Cr=233
OAG-AD-15401033,370Z - 2017 Nissan 370Z Z34 Manual,price,price,51990,https://www.carsales.com.au/bncis/details/Nissan-370Z-2017/OAG-AD-15401033/?Cr=424
OAG-AD-15401033,370Z - 2017 Nissan 370Z Z34 Manual,milage,milage,0,https://www.carsales.com.au/bncis/details/Nissan-370Z-2017/OAG-AD-15401033/?Cr=424
OAG-AD-15401033,370Z - 2017 Nissan 370Z Z34 Manual,age,age,1,https://www.carsales.com.au/bncis/details/Nissan-370Z-2017/OAG-AD-15401033/?Cr=424
OAG-AD-15291873,370Z - 2017 Nissan 370Z Z34 Manual,price,price,51955,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15291873/?Cr=113
OAG-AD-15291873,370Z - 2017 Nissan 370Z Z34 Manual,milage,milage,174,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15291873/?Cr=113
OAG-AD-15291873,370Z - 2017 Nissan 370Z Z34 Manual,age,age,1,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15291873/?Cr=113
OAG-AD-15563186,370Z - 2017 Nissan 370Z Z34 Auto,price,price,51990,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15563186/?Cr=146
OAG-AD-15563186,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,16,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15563186/?Cr=146
OAG-AD-15563186,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15563186/?Cr=146
SSE-AD-4338171,350Z - 2003 Nissan 350Z Track Z33 Manual,price,price,15500,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-4338171/?Cr=354
SSE-AD-4338171,350Z - 2003 Nissan 350Z Track Z33 Manual,milage,milage,99000,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-4338171/?Cr=354
SSE-AD-4338171,350Z - 2003 Nissan 350Z Track Z33 Manual,age,age,15,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-4338171/?Cr=354
SSE-AD-4338171,350Z - 2003 Nissan 350Z Track Z33 Manual,price,price,15500,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-4338171/?Cr=354
SSE-AD-4338171,350Z - 2003 Nissan 350Z Track Z33 Manual,milage,milage,99000,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-4338171/?Cr=354
SSE-AD-4338171,350Z - 2003 Nissan 350Z Track Z33 Manual,age,age,15,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-4338171/?Cr=354
SSE-AD-5160355,370Z - 2010 Nissan 370Z Z34 Manual,price,price,32000,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5160355/?Cr=93
SSE-AD-5160355,370Z - 2010 Nissan 370Z Z34 Manual,milage,milage,58299,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5160355/?Cr=93
SSE-AD-5160355,370Z - 2010 Nissan 370Z Z34 Manual,age,age,8,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5160355/?Cr=93
SSE-AD-5236712,370Z - 2012 Nissan 370Z Z34 Auto,price,price,29990,https://www.carsales.com.au/private/details/Nissan-370Z-2012/SSE-AD-5236712/?Cr=76
SSE-AD-5236712,370Z - 2012 Nissan 370Z Z34 Auto,milage,milage,79952,https://www.carsales.com.au/private/details/Nissan-370Z-2012/SSE-AD-5236712/?Cr=76
SSE-AD-5236712,370Z - 2012 Nissan 370Z Z34 Auto,age,age,6,https://www.carsales.com.au/private/details/Nissan-370Z-2012/SSE-AD-5236712/?Cr=76
SSE-AD-4150636,350Z - 2008 Nissan 350Z Touring Z33 Auto,price,price,18400,https://www.carsales.com.au/private/details/Nissan-350Z-2008/SSE-AD-4150636/?Cr=394
SSE-AD-4150636,350Z - 2008 Nissan 350Z Touring Z33 Auto,milage,milage,115000,https://www.carsales.com.au/private/details/Nissan-350Z-2008/SSE-AD-4150636/?Cr=394
SSE-AD-4150636,350Z - 2008 Nissan 350Z Touring Z33 Auto,age,age,10,https://www.carsales.com.au/private/details/Nissan-350Z-2008/SSE-AD-4150636/?Cr=394
OAG-AD-15425567,370Z - 2009 Nissan 370Z Z34 Manual,price,price,25000,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-15425567/?Cr=388
OAG-AD-15425567,370Z - 2009 Nissan 370Z Z34 Manual,milage,milage,88270,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-15425567/?Cr=388
OAG-AD-15425567,370Z - 2009 Nissan 370Z Z34 Manual,age,age,9,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-15425567/?Cr=388
SSE-AD-5176714,350Z - 2007 Nissan 350Z Touring Z33 Auto,price,price,15900,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-5176714/?Cr=365
SSE-AD-5176714,350Z - 2007 Nissan 350Z Touring Z33 Auto,milage,milage,122000,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-5176714/?Cr=365
SSE-AD-5176714,350Z - 2007 Nissan 350Z Touring Z33 Auto,age,age,11,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-5176714/?Cr=365
SSE-AD-5178729,370Z - 2010 Nissan 370Z Z34 Manual,price,price,32000,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5178729/?Cr=363
SSE-AD-5178729,370Z - 2010 Nissan 370Z Z34 Manual,milage,milage,60000,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5178729/?Cr=363
SSE-AD-5178729,370Z - 2010 Nissan 370Z Z34 Manual,age,age,8,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5178729/?Cr=363
SSE-AD-4738429,350Z - 2004 Nissan 350Z Z33 Auto,price,price,13000,https://www.carsales.com.au/private/details/Nissan-350Z-2004/SSE-AD-4738429/?Cr=417
SSE-AD-4738429,350Z - 2004 Nissan 350Z Z33 Auto,milage,milage,119000,https://www.carsales.com.au/private/details/Nissan-350Z-2004/SSE-AD-4738429/?Cr=417
SSE-AD-4738429,350Z - 2004 Nissan 350Z Z33 Auto,age,age,14,https://www.carsales.com.au/private/details/Nissan-350Z-2004/SSE-AD-4738429/?Cr=417
OAG-AD-15581063,370Z - 2013 Nissan 370Z Z34 Manual,price,price,29990,https://www.carsales.com.au/dealer/details/Nissan-370Z-2013/OAG-AD-15581063/?Cr=239
OAG-AD-15581063,370Z - 2013 Nissan 370Z Z34 Manual,milage,milage,87502,https://www.carsales.com.au/dealer/details/Nissan-370Z-2013/OAG-AD-15581063/?Cr=239
OAG-AD-15581063,370Z - 2013 Nissan 370Z Z34 Manual,age,age,5,https://www.carsales.com.au/dealer/details/Nissan-370Z-2013/OAG-AD-15581063/?Cr=239
SSE-AD-3839801,350Z - 2007 Nissan 350Z Track Z33 Manual,price,price,18400,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-3839801/?Cr=84
SSE-AD-3839801,350Z - 2007 Nissan 350Z Track Z33 Manual,milage,milage,110000,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-3839801/?Cr=84
SSE-AD-3839801,350Z - 2007 Nissan 350Z Track Z33 Manual,age,age,11,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-3839801/?Cr=84
SSE-AD-4840188,350Z - 2005 Nissan 350Z Track Z33 Manual,price,price,12000,https://www.carsales.com.au/private/details/Nissan-350Z-2005/SSE-AD-4840188/?Cr=407
SSE-AD-4840188,350Z - 2005 Nissan 350Z Track Z33 Manual,milage,milage,130000,https://www.carsales.com.au/private/details/Nissan-350Z-2005/SSE-AD-4840188/?Cr=407
SSE-AD-4840188,350Z - 2005 Nissan 350Z Track Z33 Manual,age,age,13,https://www.carsales.com.au/private/details/Nissan-350Z-2005/SSE-AD-4840188/?Cr=407
SSE-AD-5118390,370Z - 2010 Nissan 370Z Z34 Auto,price,price,26000,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5118390/?Cr=103
SSE-AD-5118390,370Z - 2010 Nissan 370Z Z34 Auto,milage,milage,90000,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5118390/?Cr=103
SSE-AD-5118390,370Z - 2010 Nissan 370Z Z34 Auto,age,age,8,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5118390/?Cr=103
SSE-AD-5135164,350Z - 2003 Nissan 350Z Touring Z33 Manual,price,price,13990,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-5135164/?Cr=66
SSE-AD-5135164,350Z - 2003 Nissan 350Z Touring Z33 Manual,milage,milage,108670,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-5135164/?Cr=66
SSE-AD-5135164,350Z - 2003 Nissan 350Z Touring Z33 Manual,age,age,15,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-5135164/?Cr=66
SSE-AD-4939577,370Z - 2010 Nissan 370Z Z34 Auto,price,price,29990,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4939577/?Cr=140
SSE-AD-4939577,370Z - 2010 Nissan 370Z Z34 Auto,milage,milage,70341,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4939577/?Cr=140
SSE-AD-4939577,370Z - 2010 Nissan 370Z Z34 Auto,age,age,8,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4939577/?Cr=140
SSE-AD-5235756,370Z - 2010 Nissan 370Z Z34 Auto,price,price,24000,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5235756/?gts=SSE-AD-5235756&gtssaleid=SSE-AD-5235756&rankingType=Spotlight
SSE-AD-5235756,370Z - 2010 Nissan 370Z Z34 Auto,milage,milage,100023,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5235756/?gts=SSE-AD-5235756&gtssaleid=SSE-AD-5235756&rankingType=Spotlight
SSE-AD-5235756,370Z - 2010 Nissan 370Z Z34 Auto,age,age,8,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5235756/?gts=SSE-AD-5235756&gtssaleid=SSE-AD-5235756&rankingType=Spotlight
SSE-AD-5235756,370Z - 2010 Nissan 370Z Z34 Auto,price,price,24000,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5235756/?Cr=2
SSE-AD-5235756,370Z - 2010 Nissan 370Z Z34 Auto,milage,milage,100023,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5235756/?Cr=2
SSE-AD-5235756,370Z - 2010 Nissan 370Z Z34 Auto,age,age,8,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5235756/?Cr=2
OAG-AD-12469822,370Z - 2010 Nissan 370Z Z34 Auto,price,price,31888,https://www.carsales.com.au/dealer/details/Nissan-370Z-2010/OAG-AD-12469822/?Cr=122
OAG-AD-12469822,370Z - 2010 Nissan 370Z Z34 Auto,milage,milage,61863,https://www.carsales.com.au/dealer/details/Nissan-370Z-2010/OAG-AD-12469822/?Cr=122
OAG-AD-12469822,370Z - 2010 Nissan 370Z Z34 Auto,age,age,8,https://www.carsales.com.au/dealer/details/Nissan-370Z-2010/OAG-AD-12469822/?Cr=122
OAG-AD-15600494,370Z - 2017 Nissan 370Z Z34 Auto,price,price,52480,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15600494/?Cr=31
OAG-AD-15600494,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,1000,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15600494/?Cr=31
OAG-AD-15600494,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15600494/?Cr=31
SSE-AD-4776787,350Z - 2005 Nissan 350Z Track Z33 Auto,price,price,15500,https://www.carsales.com.au/private/details/Nissan-350Z-2005/SSE-AD-4776787/?Cr=157
SSE-AD-4776787,350Z - 2005 Nissan 350Z Track Z33 Auto,milage,milage,114623,https://www.carsales.com.au/private/details/Nissan-350Z-2005/SSE-AD-4776787/?Cr=157
SSE-AD-4776787,350Z - 2005 Nissan 350Z Track Z33 Auto,age,age,13,https://www.carsales.com.au/private/details/Nissan-350Z-2005/SSE-AD-4776787/?Cr=157
SSE-AD-5014636,350Z - 2006 Nissan 350Z Touring Z33 Manual,price,price,12990,https://www.carsales.com.au/private/details/Nissan-350Z-2006/SSE-AD-5014636/?Cr=405
SSE-AD-5014636,350Z - 2006 Nissan 350Z Touring Z33 Manual,milage,milage,133000,https://www.carsales.com.au/private/details/Nissan-350Z-2006/SSE-AD-5014636/?Cr=405
SSE-AD-5014636,350Z - 2006 Nissan 350Z Touring Z33 Manual,age,age,12,https://www.carsales.com.au/private/details/Nissan-350Z-2006/SSE-AD-5014636/?Cr=405
SSE-AD-5234574,370Z - 2016 Nissan 370Z Z34 Auto,price,price,47950,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-5234574/?Cr=80
SSE-AD-5234574,370Z - 2016 Nissan 370Z Z34 Auto,milage,milage,19500,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-5234574/?Cr=80
SSE-AD-5234574,370Z - 2016 Nissan 370Z Z34 Auto,age,age,2,https://www.carsales.com.au/private/details/Nissan-370Z-2016/SSE-AD-5234574/?Cr=80
OAG-AD-15602914,370Z - 2009 Nissan 370Z Z34 Manual,price,price,21999,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-15602914/?Cr=39
OAG-AD-15602914,370Z - 2009 Nissan 370Z Z34 Manual,milage,milage,107199,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-15602914/?Cr=39
OAG-AD-15602914,370Z - 2009 Nissan 370Z Z34 Manual,age,age,9,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-15602914/?Cr=39
SSE-AD-5007915,370Z - 2011 Nissan 370Z Z34 Auto,price,price,29900,https://www.carsales.com.au/private/details/Nissan-370Z-2011/SSE-AD-5007915/?Cr=15
SSE-AD-5007915,370Z - 2011 Nissan 370Z Z34 Auto,milage,milage,80000,https://www.carsales.com.au/private/details/Nissan-370Z-2011/SSE-AD-5007915/?Cr=15
SSE-AD-5007915,370Z - 2011 Nissan 370Z Z34 Auto,age,age,7,https://www.carsales.com.au/private/details/Nissan-370Z-2011/SSE-AD-5007915/?Cr=15
SSE-AD-5185234,370Z - 2010 Nissan 370Z Z34 Manual,price,price,28600,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5185234/?Cr=263
SSE-AD-5185234,370Z - 2010 Nissan 370Z Z34 Manual,milage,milage,81000,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5185234/?Cr=263
SSE-AD-5185234,370Z - 2010 Nissan 370Z Z34 Manual,age,age,8,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5185234/?Cr=263
SSE-AD-5068429,370Z - 2015 Nissan 370Z Z34 Auto,price,price,44000,https://www.carsales.com.au/private/details/Nissan-370Z-2015/SSE-AD-5068429/?Cr=201
SSE-AD-5068429,370Z - 2015 Nissan 370Z Z34 Auto,milage,milage,34000,https://www.carsales.com.au/private/details/Nissan-370Z-2015/SSE-AD-5068429/?Cr=201
SSE-AD-5068429,370Z - 2015 Nissan 370Z Z34 Auto,age,age,3,https://www.carsales.com.au/private/details/Nissan-370Z-2015/SSE-AD-5068429/?Cr=201
SSE-AD-5040698,350Z - 2007 Nissan 350Z Touring Z33 Auto,price,price,23500,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-5040698/?Cr=410
SSE-AD-5040698,350Z - 2007 Nissan 350Z Touring Z33 Auto,milage,milage,88975,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-5040698/?Cr=410
SSE-AD-5040698,350Z - 2007 Nissan 350Z Touring Z33 Auto,age,age,11,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-5040698/?Cr=410
OAG-AD-14842243,370Z - 2017 Nissan 370Z Z34 Auto,price,price,51990,https://www.carsales.com.au/dealer/details/Nissan-370Z-2017/OAG-AD-14842243/?Cr=159
OAG-AD-14842243,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,6500,https://www.carsales.com.au/dealer/details/Nissan-370Z-2017/OAG-AD-14842243/?Cr=159
OAG-AD-14842243,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/dealer/details/Nissan-370Z-2017/OAG-AD-14842243/?Cr=159
SSE-AD-5111870,370Z - 2009 Nissan 370Z Z34 Auto,price,price,26000,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-5111870/?Cr=375
SSE-AD-5111870,370Z - 2009 Nissan 370Z Z34 Auto,milage,milage,89000,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-5111870/?Cr=375
SSE-AD-5111870,370Z - 2009 Nissan 370Z Z34 Auto,age,age,9,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-5111870/?Cr=375
SSE-AD-5202636,350Z - 2007 Nissan 350Z Touring Z33 Manual,price,price,18400,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-5202636/?Cr=251
SSE-AD-5202636,350Z - 2007 Nissan 350Z Touring Z33 Manual,milage,milage,115000,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-5202636/?Cr=251
SSE-AD-5202636,350Z - 2007 Nissan 350Z Touring Z33 Manual,age,age,11,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-5202636/?Cr=251
OAG-AD-15612590,350Z - 2007 Nissan 350Z Touring Z33 Auto,price,price,16990,https://www.carsales.com.au/dealer/details/Nissan-350Z-2007/OAG-AD-15612590/?Cr=25
OAG-AD-15612590,350Z - 2007 Nissan 350Z Touring Z33 Auto,milage,milage,122000,https://www.carsales.com.au/dealer/details/Nissan-350Z-2007/OAG-AD-15612590/?Cr=25
OAG-AD-15612590,350Z - 2007 Nissan 350Z Touring Z33 Auto,age,age,11,https://www.carsales.com.au/dealer/details/Nissan-350Z-2007/OAG-AD-15612590/?Cr=25
OAG-AD-15311394,370Z - 2011 Nissan 370Z Z34 Auto,price,price,34990,https://www.carsales.com.au/dealer/details/Nissan-370Z-2011/OAG-AD-15311394/?Cr=217
OAG-AD-15311394,370Z - 2011 Nissan 370Z Z34 Auto,milage,milage,56726,https://www.carsales.com.au/dealer/details/Nissan-370Z-2011/OAG-AD-15311394/?Cr=217
OAG-AD-15311394,370Z - 2011 Nissan 370Z Z34 Auto,age,age,7,https://www.carsales.com.au/dealer/details/Nissan-370Z-2011/OAG-AD-15311394/?Cr=217
OAG-AD-15595729,370Z - 2015 Nissan 370Z Z34 Auto,price,price,44727,https://www.carsales.com.au/dealer/details/Nissan-370Z-2015/OAG-AD-15595729/?Cr=135
OAG-AD-15595729,370Z - 2015 Nissan 370Z Z34 Auto,milage,milage,31907,https://www.carsales.com.au/dealer/details/Nissan-370Z-2015/OAG-AD-15595729/?Cr=135
OAG-AD-15595729,370Z - 2015 Nissan 370Z Z34 Auto,age,age,3,https://www.carsales.com.au/dealer/details/Nissan-370Z-2015/OAG-AD-15595729/?Cr=135
SSE-AD-5145091,350Z - 2003 Nissan 350Z Z33 Manual,price,price,11500,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-5145091/?Cr=189
SSE-AD-5145091,350Z - 2003 Nissan 350Z Z33 Manual,milage,milage,127000,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-5145091/?Cr=189
SSE-AD-5145091,350Z - 2003 Nissan 350Z Z33 Manual,age,age,15,https://www.carsales.com.au/private/details/Nissan-350Z-2003/SSE-AD-5145091/?Cr=189
