model,description,metric,metric_code,value,link
OAG-AD-15569021,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15569021/?Cr=26
OAG-AD-15595297,370Z - 2010 Nissan 370Z Z34 Manual,price,price,24990,https://www.carsales.com.au/dealer/details/Nissan-370Z-2010/OAG-AD-15595297/?Cr=282
OAG-AD-15595297,370Z - 2010 Nissan 370Z Z34 Manual,milage,milage,73000,https://www.carsales.com.au/dealer/details/Nissan-370Z-2010/OAG-AD-15595297/?Cr=282
OAG-AD-15595297,370Z - 2010 Nissan 370Z Z34 Manual,age,age,8,https://www.carsales.com.au/dealer/details/Nissan-370Z-2010/OAG-AD-15595297/?Cr=282
SSE-AD-5088935,370Z - 2011 Nissan 370Z Z34 Auto,price,price,25000,https://www.carsales.com.au/private/details/Nissan-370Z-2011/SSE-AD-5088935/?Cr=259
SSE-AD-5088935,370Z - 2011 Nissan 370Z Z34 Auto,milage,milage,79353,https://www.carsales.com.au/private/details/Nissan-370Z-2011/SSE-AD-5088935/?Cr=259
SSE-AD-5088935,370Z - 2011 Nissan 370Z Z34 Auto,age,age,7,https://www.carsales.com.au/private/details/Nissan-370Z-2011/SSE-AD-5088935/?Cr=259
SSE-AD-4946660,370Z - 2010 Nissan 370Z Z34 Auto,price,price,27500,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4946660/?Cr=299
SSE-AD-4946660,370Z - 2010 Nissan 370Z Z34 Auto,milage,milage,61241,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4946660/?Cr=299
SSE-AD-4946660,370Z - 2010 Nissan 370Z Z34 Auto,age,age,8,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4946660/?Cr=299
SSE-AD-4706762,370Z - 2012 Nissan 370Z Z34 Auto,price,price,33990,https://www.carsales.com.au/private/details/Nissan-370Z-2012/SSE-AD-4706762/?Cr=74
SSE-AD-4706762,370Z - 2012 Nissan 370Z Z34 Auto,milage,milage,41000,https://www.carsales.com.au/private/details/Nissan-370Z-2012/SSE-AD-4706762/?Cr=74
SSE-AD-4706762,370Z - 2012 Nissan 370Z Z34 Auto,age,age,6,https://www.carsales.com.au/private/details/Nissan-370Z-2012/SSE-AD-4706762/?Cr=74
OAG-AD-15234286,370Z - 2013 Nissan 370Z Z34 Auto,price,price,34850,https://www.carsales.com.au/dealer/details/Nissan-370Z-2013/OAG-AD-15234286/?Cr=222
OAG-AD-15234286,370Z - 2013 Nissan 370Z Z34 Auto,milage,milage,42947,https://www.carsales.com.au/dealer/details/Nissan-370Z-2013/OAG-AD-15234286/?Cr=222
OAG-AD-15234286,370Z - 2013 Nissan 370Z Z34 Auto,age,age,5,https://www.carsales.com.au/dealer/details/Nissan-370Z-2013/OAG-AD-15234286/?Cr=222
SSE-AD-5229553,370Z - 2012 Nissan 370Z Z34 Auto,price,price,32500,https://www.carsales.com.au/private/details/Nissan-370Z-2012/SSE-AD-5229553/?Cr=9
SSE-AD-5229553,370Z - 2012 Nissan 370Z Z34 Auto,milage,milage,48750,https://www.carsales.com.au/private/details/Nissan-370Z-2012/SSE-AD-5229553/?Cr=9
SSE-AD-5229553,370Z - 2012 Nissan 370Z Z34 Auto,age,age,6,https://www.carsales.com.au/private/details/Nissan-370Z-2012/SSE-AD-5229553/?Cr=9
OAG-AD-14786046,370Z - 2017 Nissan 370Z Z34 Auto,price,price,48290,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-14786046/?Cr=257
OAG-AD-14786046,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,20,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-14786046/?Cr=257
OAG-AD-14786046,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-14786046/?Cr=257
SSE-AD-5224040,370Z - 2014 Nissan 370Z Z34 Auto,price,price,34999,https://www.carsales.com.au/private/details/Nissan-370Z-2014/SSE-AD-5224040/?Cr=34
SSE-AD-5224040,370Z - 2014 Nissan 370Z Z34 Auto,milage,milage,48600,https://www.carsales.com.au/private/details/Nissan-370Z-2014/SSE-AD-5224040/?Cr=34
SSE-AD-5224040,370Z - 2014 Nissan 370Z Z34 Auto,age,age,4,https://www.carsales.com.au/private/details/Nissan-370Z-2014/SSE-AD-5224040/?Cr=34
SSE-AD-4670235,350Z - 2008 Nissan 350Z Track Z33 Manual,price,price,20500,https://www.carsales.com.au/private/details/Nissan-350Z-2008/SSE-AD-4670235/?Cr=171
SSE-AD-4670235,350Z - 2008 Nissan 350Z Track Z33 Manual,milage,milage,85515,https://www.carsales.com.au/private/details/Nissan-350Z-2008/SSE-AD-4670235/?Cr=171
SSE-AD-4670235,350Z - 2008 Nissan 350Z Track Z33 Manual,age,age,10,https://www.carsales.com.au/private/details/Nissan-350Z-2008/SSE-AD-4670235/?Cr=171
SSE-AD-4638840,370Z - 2010 Nissan 370Z Z34 Manual,price,price,24990,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4638840/?Cr=252
SSE-AD-4638840,370Z - 2010 Nissan 370Z Z34 Manual,milage,milage,75000,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4638840/?Cr=252
SSE-AD-4638840,370Z - 2010 Nissan 370Z Z34 Manual,age,age,8,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4638840/?Cr=252
SSE-AD-5236255,350Z - 2008 Nissan 350Z Touring Z33 Auto,price,price,19000,https://www.carsales.com.au/private/details/Nissan-350Z-2008/SSE-AD-5236255/?Cr=369
SSE-AD-5236255,350Z - 2008 Nissan 350Z Touring Z33 Auto,milage,milage,93000,https://www.carsales.com.au/private/details/Nissan-350Z-2008/SSE-AD-5236255/?Cr=369
SSE-AD-5236255,350Z - 2008 Nissan 350Z Touring Z33 Auto,age,age,10,https://www.carsales.com.au/private/details/Nissan-350Z-2008/SSE-AD-5236255/?Cr=369
SSE-AD-5238398,370Z - 2012 Nissan 370Z Z34 Manual,price,price,33999,https://www.carsales.com.au/private/details/Nissan-370Z-2012/SSE-AD-5238398/?Cr=63
SSE-AD-5238398,370Z - 2012 Nissan 370Z Z34 Manual,milage,milage,42200,https://www.carsales.com.au/private/details/Nissan-370Z-2012/SSE-AD-5238398/?Cr=63
SSE-AD-5238398,370Z - 2012 Nissan 370Z Z34 Manual,age,age,6,https://www.carsales.com.au/private/details/Nissan-370Z-2012/SSE-AD-5238398/?Cr=63
OAG-AD-15583703,370Z - 2011 Nissan 370Z Z34 Auto,price,price,29990,https://www.carsales.com.au/dealer/details/Nissan-370Z-2011/OAG-AD-15583703/?Cr=195
OAG-AD-15583703,370Z - 2011 Nissan 370Z Z34 Auto,milage,milage,56580,https://www.carsales.com.au/dealer/details/Nissan-370Z-2011/OAG-AD-15583703/?Cr=195
OAG-AD-15583703,370Z - 2011 Nissan 370Z Z34 Auto,age,age,7,https://www.carsales.com.au/dealer/details/Nissan-370Z-2011/OAG-AD-15583703/?Cr=195
OAG-AD-15352535,370Z - 2017 Nissan 370Z Z34 Auto,price,price,48500,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15352535/?Cr=175
OAG-AD-15352535,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,40,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15352535/?Cr=175
OAG-AD-15352535,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15352535/?Cr=175
OAG-AD-15449696,370Z - 2017 Nissan 370Z Z34 Auto,price,price,46750,https://www.carsales.com.au/dealer/details/Nissan-370Z-2017/OAG-AD-15449696/?Cr=165
OAG-AD-15449696,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,9029,https://www.carsales.com.au/dealer/details/Nissan-370Z-2017/OAG-AD-15449696/?Cr=165
OAG-AD-15449696,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/dealer/details/Nissan-370Z-2017/OAG-AD-15449696/?Cr=165
SSE-AD-5197666,370Z - 2009 Nissan 370Z Z34 Manual,price,price,25800,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-5197666/?Cr=254
SSE-AD-5197666,370Z - 2009 Nissan 370Z Z34 Manual,milage,milage,66500,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-5197666/?Cr=254
SSE-AD-5197666,370Z - 2009 Nissan 370Z Z34 Manual,age,age,9,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-5197666/?Cr=254
SSE-AD-5145999,370Z - 2009 Nissan 370Z Z34 Auto,price,price,27500,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-5145999/?Cr=317
SSE-AD-5145999,370Z - 2009 Nissan 370Z Z34 Auto,milage,milage,58270,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-5145999/?Cr=317
SSE-AD-5145999,370Z - 2009 Nissan 370Z Z34 Auto,age,age,9,https://www.carsales.com.au/private/details/Nissan-370Z-2009/SSE-AD-5145999/?Cr=317
OAG-AD-15488795,370Z - 2009 Nissan 370Z Z34 Manual,price,price,28450,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-15488795/?Cr=61
OAG-AD-15488795,370Z - 2009 Nissan 370Z Z34 Manual,milage,milage,53996,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-15488795/?Cr=61
OAG-AD-15488795,370Z - 2009 Nissan 370Z Z34 Manual,age,age,9,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-15488795/?Cr=61
SSE-AD-4399557,370Z - 2011 Nissan 370Z Z34 Auto,price,price,28999,https://www.carsales.com.au/private/details/Nissan-370Z-2011/SSE-AD-4399557/?Cr=205
SSE-AD-4399557,370Z - 2011 Nissan 370Z Z34 Auto,milage,milage,63000,https://www.carsales.com.au/private/details/Nissan-370Z-2011/SSE-AD-4399557/?Cr=205
SSE-AD-4399557,370Z - 2011 Nissan 370Z Z34 Auto,age,age,7,https://www.carsales.com.au/private/details/Nissan-370Z-2011/SSE-AD-4399557/?Cr=205
OAG-AD-15509330,370Z - 2009 Nissan 370Z Z34 Auto,price,price,24700,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-15509330/?Cr=1
OAG-AD-15509330,370Z - 2009 Nissan 370Z Z34 Auto,milage,milage,72620,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-15509330/?Cr=1
OAG-AD-15509330,370Z - 2009 Nissan 370Z Z34 Auto,age,age,9,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-15509330/?Cr=1
OAG-AD-15509330,370Z - 2009 Nissan 370Z Z34 Auto,price,price,24700,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-15509330/?gts=OAG-AD-15509330&gtssaleid=OAG-AD-15509330&rankingType=Showcase
OAG-AD-15509330,370Z - 2009 Nissan 370Z Z34 Auto,milage,milage,72620,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-15509330/?gts=OAG-AD-15509330&gtssaleid=OAG-AD-15509330&rankingType=Showcase
OAG-AD-15509330,370Z - 2009 Nissan 370Z Z34 Auto,age,age,9,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-15509330/?gts=OAG-AD-15509330&gtssaleid=OAG-AD-15509330&rankingType=Showcase
OAG-AD-15038543,370Z - 2017 Nissan 370Z Z34 Auto,price,price,48870,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15038543/?Cr=237
OAG-AD-15038543,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,22,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15038543/?Cr=237
OAG-AD-15038543,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15038543/?Cr=237
OAG-AD-15518773,370Z - 2009 Nissan 370Z Z34 Auto,price,price,21950,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-15518773/?Cr=211
OAG-AD-15518773,370Z - 2009 Nissan 370Z Z34 Auto,milage,milage,86749,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-15518773/?Cr=211
OAG-AD-15518773,370Z - 2009 Nissan 370Z Z34 Auto,age,age,9,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-15518773/?Cr=211
SSE-AD-4898373,370Z - 2010 Nissan 370Z Z34 Manual,price,price,28133,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4898373/?Cr=18
SSE-AD-4898373,370Z - 2010 Nissan 370Z Z34 Manual,milage,milage,62278,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4898373/?Cr=18
SSE-AD-4898373,370Z - 2010 Nissan 370Z Z34 Manual,age,age,8,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4898373/?Cr=18
OAG-AD-14532118,370Z - 2017 Nissan 370Z Z34 Auto,price,price,47980,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-14532118/?Cr=154
OAG-AD-14532118,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,5054,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-14532118/?Cr=154
OAG-AD-14532118,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-14532118/?Cr=154
OAG-AD-15442891,350Z - 2007 Nissan 350Z Touring Z33 Auto,price,price,13990,https://www.carsales.com.au/dealer/details/Nissan-350Z-2007/OAG-AD-15442891/?Cr=169
OAG-AD-15442891,350Z - 2007 Nissan 350Z Touring Z33 Auto,milage,milage,115053,https://www.carsales.com.au/dealer/details/Nissan-350Z-2007/OAG-AD-15442891/?Cr=169
OAG-AD-15442891,350Z - 2007 Nissan 350Z Touring Z33 Auto,age,age,11,https://www.carsales.com.au/dealer/details/Nissan-350Z-2007/OAG-AD-15442891/?Cr=169
OAG-AD-15187747,370Z - 2017 Nissan 370Z Z34 Auto,price,price,48990,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15187747/?Cr=137
OAG-AD-15187747,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,1018,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15187747/?Cr=137
OAG-AD-15187747,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15187747/?Cr=137
SSE-AD-4752908,370Z - 2010 Nissan 370Z Z34 Auto,price,price,25600,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4752908/?Cr=367
SSE-AD-4752908,370Z - 2010 Nissan 370Z Z34 Auto,milage,milage,76000,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4752908/?Cr=367
SSE-AD-4752908,370Z - 2010 Nissan 370Z Z34 Auto,age,age,8,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4752908/?Cr=367
SSE-AD-5045893,370Z - 2010 Nissan 370Z Z34 Auto,price,price,28990,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5045893/?Cr=97
SSE-AD-5045893,370Z - 2010 Nissan 370Z Z34 Auto,milage,milage,59637,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5045893/?Cr=97
SSE-AD-5045893,370Z - 2010 Nissan 370Z Z34 Auto,age,age,8,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-5045893/?Cr=97
SSE-AD-4880374,370Z - 2010 Nissan 370Z Z34 Manual,price,price,27000,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4880374/?Cr=68
SSE-AD-4880374,370Z - 2010 Nissan 370Z Z34 Manual,milage,milage,69500,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4880374/?Cr=68
SSE-AD-4880374,370Z - 2010 Nissan 370Z Z34 Manual,age,age,8,https://www.carsales.com.au/private/details/Nissan-370Z-2010/SSE-AD-4880374/?Cr=68
SSE-AD-5099955,370Z - 2011 Nissan 370Z Z34 Manual,price,price,35000,https://www.carsales.com.au/private/details/Nissan-370Z-2011/SSE-AD-5099955/?Cr=253
SSE-AD-5099955,370Z - 2011 Nissan 370Z Z34 Manual,milage,milage,36000,https://www.carsales.com.au/private/details/Nissan-370Z-2011/SSE-AD-5099955/?Cr=253
SSE-AD-5099955,370Z - 2011 Nissan 370Z Z34 Manual,age,age,7,https://www.carsales.com.au/private/details/Nissan-370Z-2011/SSE-AD-5099955/?Cr=253
SSE-AD-5018394,350Z - 2007 Nissan 350Z Touring Z33 Auto,price,price,19900,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-5018394/?Cr=240
SSE-AD-5018394,350Z - 2007 Nissan 350Z Touring Z33 Auto,milage,milage,88000,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-5018394/?Cr=240
SSE-AD-5018394,350Z - 2007 Nissan 350Z Touring Z33 Auto,age,age,11,https://www.carsales.com.au/private/details/Nissan-350Z-2007/SSE-AD-5018394/?Cr=240
OAG-AD-15603337,370Z - 2011 Nissan 370Z Z34 Auto,price,price,30422,https://www.carsales.com.au/dealer/details/Nissan-370Z-2011/OAG-AD-15603337/?Cr=64
OAG-AD-15603337,370Z - 2011 Nissan 370Z Z34 Auto,milage,milage,60000,https://www.carsales.com.au/dealer/details/Nissan-370Z-2011/OAG-AD-15603337/?Cr=64
OAG-AD-15603337,370Z - 2011 Nissan 370Z Z34 Auto,age,age,7,https://www.carsales.com.au/dealer/details/Nissan-370Z-2011/OAG-AD-15603337/?Cr=64
SSE-AD-5180470,370Z - 2015 Nissan 370Z Z34 Manual,price,price,41990,https://www.carsales.com.au/private/details/Nissan-370Z-2015/SSE-AD-5180470/?Cr=316
SSE-AD-5180470,370Z - 2015 Nissan 370Z Z34 Manual,milage,milage,26150,https://www.carsales.com.au/private/details/Nissan-370Z-2015/SSE-AD-5180470/?Cr=316
SSE-AD-5180470,370Z - 2015 Nissan 370Z Z34 Manual,age,age,3,https://www.carsales.com.au/private/details/Nissan-370Z-2015/SSE-AD-5180470/?Cr=316
OAG-AD-15640687,350Z - 2006 Nissan 350Z Touring Z33 Auto,price,price,17997,https://www.carsales.com.au/dealer/details/Nissan-350Z-2006/OAG-AD-15640687/?Cr=152
OAG-AD-15640687,350Z - 2006 Nissan 350Z Touring Z33 Auto,milage,milage,92364,https://www.carsales.com.au/dealer/details/Nissan-350Z-2006/OAG-AD-15640687/?Cr=152
OAG-AD-15640687,350Z - 2006 Nissan 350Z Touring Z33 Auto,age,age,12,https://www.carsales.com.au/dealer/details/Nissan-350Z-2006/OAG-AD-15640687/?Cr=152
OAG-AD-15444260,370Z - 2013 Nissan 370Z Z34 Auto,price,price,43888,https://www.carsales.com.au/dealer/details/Nissan-370Z-2013/OAG-AD-15444260/?Cr=130
OAG-AD-15444260,370Z - 2013 Nissan 370Z Z34 Auto,milage,milage,5653,https://www.carsales.com.au/dealer/details/Nissan-370Z-2013/OAG-AD-15444260/?Cr=130
OAG-AD-15444260,370Z - 2013 Nissan 370Z Z34 Auto,age,age,5,https://www.carsales.com.au/dealer/details/Nissan-370Z-2013/OAG-AD-15444260/?Cr=130
OAG-AD-15636082,350Z - 2003 Nissan 350Z Z33 Manual,price,price,19985,https://www.carsales.com.au/dealer/details/Nissan-350Z-2003/OAG-AD-15636082/?Cr=24
OAG-AD-15636082,350Z - 2003 Nissan 350Z Z33 Manual,milage,milage,65738,https://www.carsales.com.au/dealer/details/Nissan-350Z-2003/OAG-AD-15636082/?Cr=24
OAG-AD-15636082,350Z - 2003 Nissan 350Z Z33 Manual,age,age,15,https://www.carsales.com.au/dealer/details/Nissan-350Z-2003/OAG-AD-15636082/?Cr=24
SSE-AD-5208195,350Z - 2005 Nissan 350Z Track Z33 Manual,price,price,17500,https://www.carsales.com.au/private/details/Nissan-350Z-2005/SSE-AD-5208195/?Cr=117
SSE-AD-5208195,350Z - 2005 Nissan 350Z Track Z33 Manual,milage,milage,89800,https://www.carsales.com.au/private/details/Nissan-350Z-2005/SSE-AD-5208195/?Cr=117
SSE-AD-5208195,350Z - 2005 Nissan 350Z Track Z33 Manual,age,age,13,https://www.carsales.com.au/private/details/Nissan-350Z-2005/SSE-AD-5208195/?Cr=117
SSE-AD-4765445,370Z - 2011 Nissan 370Z Z34 Auto,price,price,29999,https://www.carsales.com.au/private/details/Nissan-370Z-2011/SSE-AD-4765445/?Cr=115
SSE-AD-4765445,370Z - 2011 Nissan 370Z Z34 Auto,milage,milage,63000,https://www.carsales.com.au/private/details/Nissan-370Z-2011/SSE-AD-4765445/?Cr=115
SSE-AD-4765445,370Z - 2011 Nissan 370Z Z34 Auto,age,age,7,https://www.carsales.com.au/private/details/Nissan-370Z-2011/SSE-AD-4765445/?Cr=115
OAG-AD-15454499,370Z - 2009 Nissan 370Z Z34 Auto,price,price,27990,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-15454499/?Cr=231
OAG-AD-15454499,370Z - 2009 Nissan 370Z Z34 Auto,milage,milage,61712,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-15454499/?Cr=231
OAG-AD-15454499,370Z - 2009 Nissan 370Z Z34 Auto,age,age,9,https://www.carsales.com.au/dealer/details/Nissan-370Z-2009/OAG-AD-15454499/?Cr=231
SSE-AD-5049939,370Z - 2011 Nissan 370Z Z34 Manual,price,price,28850,https://www.carsales.com.au/private/details/Nissan-370Z-2011/SSE-AD-5049939/?Cr=162
SSE-AD-5049939,370Z - 2011 Nissan 370Z Z34 Manual,milage,milage,69172,https://www.carsales.com.au/private/details/Nissan-370Z-2011/SSE-AD-5049939/?Cr=162
SSE-AD-5049939,370Z - 2011 Nissan 370Z Z34 Manual,age,age,7,https://www.carsales.com.au/private/details/Nissan-370Z-2011/SSE-AD-5049939/?Cr=162
OAG-AD-15435943,370Z - 2012 Nissan 370Z Z34 Auto,price,price,31999,https://www.carsales.com.au/dealer/details/Nissan-370Z-2012/OAG-AD-15435943/?Cr=126
OAG-AD-15435943,370Z - 2012 Nissan 370Z Z34 Auto,milage,milage,59590,https://www.carsales.com.au/dealer/details/Nissan-370Z-2012/OAG-AD-15435943/?Cr=126
OAG-AD-15435943,370Z - 2012 Nissan 370Z Z34 Auto,age,age,6,https://www.carsales.com.au/dealer/details/Nissan-370Z-2012/OAG-AD-15435943/?Cr=126
OAG-AD-15363907,350Z - 2008 Nissan 350Z Track Z33 Manual,price,price,18999,https://www.carsales.com.au/dealer/details/Nissan-350Z-2008/OAG-AD-15363907/?Cr=6
OAG-AD-15363907,350Z - 2008 Nissan 350Z Track Z33 Manual,milage,milage,100699,https://www.carsales.com.au/dealer/details/Nissan-350Z-2008/OAG-AD-15363907/?Cr=6
OAG-AD-15363907,350Z - 2008 Nissan 350Z Track Z33 Manual,age,age,10,https://www.carsales.com.au/dealer/details/Nissan-350Z-2008/OAG-AD-15363907/?Cr=6
OAG-AD-15095070,370Z - 2017 Nissan 370Z Z34 Auto,price,price,49990,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15095070/?Cr=164
OAG-AD-15095070,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,10,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15095070/?Cr=164
OAG-AD-15095070,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15095070/?Cr=164
OAG-AD-15587610,370Z - 2017 Nissan 370Z Z34 Auto,price,price,49990,https://www.carsales.com.au/bncis/details/Nissan-370Z-2017/OAG-AD-15587610/?Cr=28
OAG-AD-15587610,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,18,https://www.carsales.com.au/bncis/details/Nissan-370Z-2017/OAG-AD-15587610/?Cr=28
OAG-AD-15587610,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/bncis/details/Nissan-370Z-2017/OAG-AD-15587610/?Cr=28
OAG-AD-15363605,370Z - 2017 Nissan 370Z Z34 Auto,price,price,49970,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15363605/?Cr=119
OAG-AD-15363605,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,173,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15363605/?Cr=119
OAG-AD-15363605,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15363605/?Cr=119
OAG-AD-15621759,370Z - 2015 Nissan 370Z Z34 Manual,price,price,41990,https://www.carsales.com.au/dealer/details/Nissan-370Z-2015/OAG-AD-15621759/?Cr=180
OAG-AD-15621759,370Z - 2015 Nissan 370Z Z34 Manual,milage,milage,28492,https://www.carsales.com.au/dealer/details/Nissan-370Z-2015/OAG-AD-15621759/?Cr=180
OAG-AD-15621759,370Z - 2015 Nissan 370Z Z34 Manual,age,age,3,https://www.carsales.com.au/dealer/details/Nissan-370Z-2015/OAG-AD-15621759/?Cr=180
OAG-AD-15423145,370Z - 2017 Nissan 370Z Z34 Auto,price,price,49800,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15423145/?Cr=228
OAG-AD-15423145,370Z - 2017 Nissan 370Z Z34 Auto,milage,milage,1733,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15423145/?Cr=228
OAG-AD-15423145,370Z - 2017 Nissan 370Z Z34 Auto,age,age,1,https://www.carsales.com.au/demo/details/Nissan-370Z-2017/OAG-AD-15423145/?Cr=228
