date,AUDUSD,isPartial
2015-10-11,65,False
2015-10-18,50,False
2015-10-25,54,False
2015-11-01,56,False
2015-11-08,34,False
2015-11-15,45,False
2015-11-22,54,False
2015-11-29,56,False
2015-12-06,49,False
2015-12-13,71,False
2015-12-20,33,False
2015-12-27,34,False
2016-01-03,63,False
2016-01-10,69,False
2016-01-17,68,False
2016-01-24,60,False
2016-01-31,70,False
2016-02-07,55,False
2016-02-14,54,False
2016-02-21,63,False
2016-02-28,64,False
2016-03-06,70,False
2016-03-13,77,False
2016-03-20,60,False
2016-03-27,61,False
2016-04-03,59,False
2016-04-10,58,False
2016-04-17,73,False
2016-04-24,66,False
2016-05-01,100,False
2016-05-08,82,False
2016-05-15,71,False
2016-05-22,60,False
2016-05-29,73,False
2016-06-05,76,False
2016-06-12,52,False
2016-06-19,78,False
2016-06-26,55,False
2016-07-03,71,False
2016-07-10,63,False
2016-07-17,46,False
2016-07-24,49,False
2016-07-31,76,False
2016-08-07,66,False
2016-08-14,51,False
2016-08-21,50,False
2016-08-28,43,False
2016-09-04,63,False
2016-09-11,50,False
2016-09-18,51,False
2016-09-25,47,False
2016-10-02,49,False
2016-10-09,42,False
2016-10-16,54,False
2016-10-23,47,False
2016-10-30,48,False
2016-11-06,91,False
2016-11-13,66,False
2016-11-20,58,False
2016-11-27,47,False
2016-12-04,49,False
2016-12-11,57,False
2016-12-18,55,False
2016-12-25,42,False
2017-01-01,45,False
2017-01-08,54,False
2017-01-15,50,False
2017-01-22,52,False
2017-01-29,44,False
2017-02-05,45,False
2017-02-12,54,False
2017-02-19,55,False
2017-02-26,51,False
2017-03-05,47,False
2017-03-12,57,False
2017-03-19,53,False
2017-03-26,47,False
2017-04-02,47,False
2017-04-09,43,False
2017-04-16,48,False
2017-04-23,55,False
2017-04-30,48,False
2017-05-07,54,False
2017-05-14,44,False
2017-05-21,45,False
2017-05-28,44,False
2017-06-04,52,False
2017-06-11,39,False
2017-06-18,36,False
2017-06-25,34,False
2017-07-02,41,False
2017-07-09,52,False
2017-07-16,92,False
2017-07-23,70,False
2017-07-30,61,False
2017-08-06,46,False
2017-08-13,50,False
2017-08-20,44,False
2017-08-27,39,False
2017-09-03,49,False
2017-09-10,49,False
2017-09-17,52,False
2017-09-24,46,False
2017-10-01,49,False
2017-10-08,48,False
2017-10-15,44,False
2017-10-22,44,False
2017-10-29,46,False
2017-11-05,47,False
2017-11-12,44,False
2017-11-19,34,False
2017-11-26,52,False
2017-12-03,69,False
2017-12-10,70,False
2017-12-17,58,False
2017-12-24,56,False
2017-12-31,31,True
