date,EURCAD,isPartial
2017-08-20,49,False
2017-08-27,37,False
2017-09-03,69,False
2017-09-10,48,False
2017-09-17,47,False
2017-09-24,48,False
2017-10-01,45,False
2017-10-08,22,False
2017-10-15,28,False
2017-10-22,39,False
2017-10-29,30,False
2017-11-05,42,False
2017-11-12,36,False
2017-11-19,39,False
2017-11-26,60,False
2017-12-03,63,False
2017-12-10,45,False
2017-12-17,50,False
2017-12-24,45,False
2017-12-31,18,True
