date,AUDUSD,isPartial
2015-04-26,54,False
2015-05-03,66,False
2015-05-10,49,False
2015-05-17,47,False
2015-05-24,47,False
2015-05-31,52,False
2015-06-07,36,False
2015-06-14,40,False
2015-06-21,37,False
2015-06-28,61,False
2015-07-05,65,False
2015-07-12,54,False
2015-07-19,61,False
2015-07-26,59,False
2015-08-02,62,False
2015-08-09,72,False
2015-08-16,52,False
2015-08-23,88,False
2015-08-30,79,False
2015-09-06,67,False
2015-09-13,77,False
2015-09-20,59,False
2015-09-27,64,False
2015-10-04,68,False
2015-10-11,65,False
2015-10-18,49,False
2015-10-25,55,False
2015-11-01,51,False
2015-11-08,37,False
2015-11-15,47,False
2015-11-22,54,False
2015-11-29,57,False
2015-12-06,47,False
2015-12-13,68,False
2015-12-20,32,False
2015-12-27,34,False
2016-01-03,64,False
2016-01-10,71,False
2016-01-17,69,False
2016-01-24,59,False
2016-01-31,70,False
2016-02-07,60,False
2016-02-14,56,False
2016-02-21,57,False
2016-02-28,62,False
2016-03-06,76,False
2016-03-13,81,False
2016-03-20,58,False
2016-03-27,58,False
2016-04-03,65,False
2016-04-10,64,False
2016-04-17,77,False
2016-04-24,65,False
2016-05-01,97,False
2016-05-08,82,False
2016-05-15,73,False
2016-05-22,60,False
2016-05-29,76,False
2016-06-05,76,False
2016-06-12,53,False
2016-06-19,79,False
2016-06-26,56,False
2016-07-03,69,False
2016-07-10,62,False
2016-07-17,48,False
2016-07-24,50,False
2016-07-31,71,False
2016-08-07,69,False
2016-08-14,55,False
2016-08-21,51,False
2016-08-28,51,False
2016-09-04,65,False
2016-09-11,51,False
2016-09-18,48,False
2016-09-25,53,False
2016-10-02,49,False
2016-10-09,48,False
2016-10-16,58,False
2016-10-23,47,False
2016-10-30,48,False
2016-11-06,92,False
2016-11-13,67,False
2016-11-20,58,False
2016-11-27,48,False
2016-12-04,49,False
2016-12-11,57,False
2016-12-18,60,False
2016-12-25,45,False
2017-01-01,47,False
2017-01-08,57,False
2017-01-15,51,False
2017-01-22,54,False
2017-01-29,45,False
2017-02-05,42,False
2017-02-12,56,False
2017-02-19,56,False
2017-02-26,46,False
2017-03-05,47,False
2017-03-12,57,False
2017-03-19,53,False
2017-03-26,45,False
2017-04-02,45,False
2017-04-09,46,False
2017-04-16,46,False
2017-04-23,55,False
2017-04-30,47,False
2017-05-07,55,False
2017-05-14,46,False
2017-05-21,45,False
2017-05-28,42,False
2017-06-04,53,False
2017-06-11,43,False
2017-06-18,36,False
2017-06-25,37,False
2017-07-02,41,False
2017-07-09,53,False
2017-07-16,91,False
2017-07-23,68,False
2017-07-30,58,False
2017-08-06,47,False
2017-08-13,52,False
2017-08-20,44,False
2017-08-27,40,False
2017-09-03,49,False
2017-09-10,54,False
2017-09-17,52,False
2017-09-24,45,False
2017-10-01,52,False
2017-10-08,51,False
2017-10-15,44,False
2017-10-22,48,False
2017-10-29,49,False
2017-11-05,43,False
2017-11-12,47,False
2017-11-19,35,False
2017-11-26,53,False
2017-12-03,73,False
2017-12-10,71,False
2017-12-17,55,False
2017-12-24,57,False
2017-12-31,30,True
