date,NZDUSD,isPartial
2015-05-24,39,False
2015-05-31,46,False
2015-06-07,66,False
2015-06-14,39,False
2015-06-21,57,False
2015-06-28,66,False
2015-07-05,65,False
2015-07-12,47,False
2015-07-19,74,False
2015-07-26,65,False
2015-08-02,82,False
2015-08-09,51,False
2015-08-16,34,False
2015-08-23,60,False
2015-08-30,51,False
2015-09-06,53,False
2015-09-13,48,False
2015-09-20,35,False
2015-09-27,48,False
2015-10-04,67,False
2015-10-11,59,False
2015-10-18,64,False
2015-10-25,58,False
2015-11-01,63,False
2015-11-08,34,False
2015-11-15,51,False
2015-11-22,44,False
2015-11-29,41,False
2015-12-06,51,False
2015-12-13,54,False
2015-12-20,55,False
2015-12-27,30,False
2016-01-03,44,False
2016-01-10,43,False
2016-01-17,55,False
2016-01-24,38,False
2016-01-31,53,False
2016-02-07,48,False
2016-02-14,50,False
2016-02-21,36,False
2016-02-28,45,False
2016-03-06,47,False
2016-03-13,59,False
2016-03-20,39,False
2016-03-27,33,False
2016-04-03,41,False
2016-04-10,47,False
2016-04-17,53,False
2016-04-24,40,False
2016-05-01,39,False
2016-05-08,59,False
2016-05-15,46,False
2016-05-22,47,False
2016-05-29,73,False
2016-06-05,81,False
2016-06-12,49,False
2016-06-19,47,False
2016-06-26,43,False
2016-07-03,59,False
2016-07-10,66,False
2016-07-17,80,False
2016-07-24,57,False
2016-07-31,57,False
2016-08-07,90,False
2016-08-14,49,False
2016-08-21,53,False
2016-08-28,46,False
2016-09-04,60,False
2016-09-11,77,False
2016-09-18,44,False
2016-09-25,56,False
2016-10-02,44,False
2016-10-09,49,False
2016-10-16,49,False
2016-10-23,51,False
2016-10-30,44,False
2016-11-06,63,False
2016-11-13,52,False
2016-11-20,38,False
2016-11-27,37,False
2016-12-04,48,False
2016-12-11,43,False
2016-12-18,44,False
2016-12-25,37,False
2017-01-01,25,False
2017-01-08,42,False
2017-01-15,43,False
2017-01-22,40,False
2017-01-29,44,False
2017-02-05,41,False
2017-02-12,40,False
2017-02-19,34,False
2017-02-26,25,False
2017-03-05,60,False
2017-03-12,41,False
2017-03-19,38,False
2017-03-26,34,False
2017-04-02,45,False
2017-04-09,31,False
2017-04-16,32,False
2017-04-23,40,False
2017-04-30,29,False
2017-05-07,52,False
2017-05-14,32,False
2017-05-21,41,False
2017-05-28,37,False
2017-06-04,40,False
2017-06-11,50,False
2017-06-18,63,False
2017-06-25,67,False
2017-07-02,45,False
2017-07-09,62,False
2017-07-16,54,False
2017-07-23,34,False
2017-07-30,51,False
2017-08-06,77,False
2017-08-13,29,False
2017-08-20,40,False
2017-08-27,38,False
2017-09-03,52,False
2017-09-10,36,False
2017-09-17,39,False
2017-09-24,54,False
2017-10-01,29,False
2017-10-08,44,False
2017-10-15,64,False
2017-10-22,90,False
2017-10-29,68,False
2017-11-05,64,False
2017-11-12,59,False
2017-11-19,66,False
2017-11-26,45,False
2017-12-03,72,False
2017-12-10,62,False
2017-12-17,62,False
2017-12-24,42,False
2017-12-31,56,True
