date,USDHUF,isPartial
2017-02-12,28,False
2017-02-19,29,False
2017-02-26,34,False
2017-03-05,40,False
2017-03-12,19,False
2017-03-19,32,False
2017-03-26,60,False
2017-04-02,35,False
2017-04-09,20,False
2017-04-16,29,False
2017-04-23,38,False
2017-04-30,32,False
2017-05-07,48,False
2017-05-14,71,False
2017-05-21,62,False
2017-05-28,34,False
2017-06-04,30,False
2017-06-11,64,False
2017-06-18,40,False
2017-06-25,42,False
2017-07-02,28,False
2017-07-09,45,False
2017-07-16,87,False
2017-07-23,88,False
2017-07-30,100,False
2017-08-06,46,False
2017-08-13,27,False
2017-08-20,45,False
2017-08-27,50,False
2017-09-03,62,False
2017-09-10,49,False
2017-09-17,62,False
2017-09-24,52,False
2017-10-01,40,False
2017-10-08,44,False
2017-10-15,35,False
2017-10-22,44,False
2017-10-29,29,False
2017-11-05,50,False
2017-11-12,28,False
2017-11-19,40,False
2017-11-26,71,False
2017-12-03,66,False
2017-12-10,59,False
2017-12-17,78,False
2017-12-24,63,False
2017-12-31,89,True
