date,USDKRW,isPartial
2015-02-22,29,False
2015-03-01,30,False
2015-03-08,50,False
2015-03-15,29,False
2015-03-22,16,False
2015-03-29,25,False
2015-04-05,24,False
2015-04-12,27,False
2015-04-19,21,False
2015-04-26,18,False
2015-05-03,24,False
2015-05-10,21,False
2015-05-17,15,False
2015-05-24,18,False
2015-05-31,16,False
2015-06-07,30,False
2015-06-14,39,False
2015-06-21,18,False
2015-06-28,48,False
2015-07-05,36,False
2015-07-12,36,False
2015-07-19,30,False
2015-07-26,52,False
2015-08-02,42,False
2015-08-09,53,False
2015-08-16,47,False
2015-08-23,35,False
2015-08-30,43,False
2015-09-06,39,False
2015-09-13,53,False
2015-09-20,42,False
2015-09-27,28,False
2015-10-04,47,False
2015-10-11,28,False
2015-10-18,38,False
2015-10-25,27,False
2015-11-01,41,False
2015-11-08,33,False
2015-11-15,33,False
2015-11-22,27,False
2015-11-29,24,False
2015-12-06,27,False
2015-12-13,53,False
2015-12-20,43,False
2015-12-27,24,False
2016-01-03,59,False
2016-01-10,43,False
2016-01-17,23,False
2016-01-24,31,False
2016-01-31,60,False
2016-02-07,35,False
2016-02-14,87,False
2016-02-21,45,False
2016-02-28,28,False
2016-03-06,34,False
2016-03-13,48,False
2016-03-20,38,False
2016-03-27,49,False
2016-04-03,23,False
2016-04-10,40,False
2016-04-17,40,False
2016-04-24,57,False
2016-05-01,43,False
2016-05-08,52,False
2016-05-15,43,False
2016-05-22,35,False
2016-05-29,56,False
2016-06-05,46,False
2016-06-12,55,False
2016-06-19,67,False
2016-06-26,74,False
2016-07-03,47,False
2016-07-10,52,False
2016-07-17,53,False
2016-07-24,70,False
2016-07-31,28,False
2016-08-07,44,False
2016-08-14,56,False
2016-08-21,47,False
2016-08-28,36,False
2016-09-04,54,False
2016-09-11,47,False
2016-09-18,44,False
2016-09-25,50,False
2016-10-02,40,False
2016-10-09,50,False
2016-10-16,43,False
2016-10-23,44,False
2016-10-30,47,False
2016-11-06,73,False
2016-11-13,52,False
2016-11-20,62,False
2016-11-27,36,False
2016-12-04,33,False
2016-12-11,45,False
2016-12-18,71,False
2016-12-25,54,False
2017-01-01,48,False
2017-01-08,41,False
2017-01-15,48,False
2017-01-22,48,False
2017-01-29,42,False
2017-02-05,37,False
2017-02-12,39,False
2017-02-19,37,False
2017-02-26,52,False
2017-03-05,43,False
2017-03-12,36,False
2017-03-19,47,False
2017-03-26,37,False
2017-04-02,40,False
2017-04-09,57,False
2017-04-16,42,False
2017-04-23,71,False
2017-04-30,27,False
2017-05-07,47,False
2017-05-14,51,False
2017-05-21,43,False
2017-05-28,11,False
2017-06-04,31,False
2017-06-11,23,False
2017-06-18,41,False
2017-06-25,24,False
2017-07-02,38,False
2017-07-09,34,False
2017-07-16,40,False
2017-07-23,34,False
2017-07-30,30,False
2017-08-06,44,False
2017-08-13,31,False
2017-08-20,38,False
2017-08-27,36,False
2017-09-03,41,False
2017-09-10,40,False
2017-09-17,30,False
2017-09-24,32,False
2017-10-01,21,False
2017-10-08,27,False
2017-10-15,59,False
2017-10-22,34,False
2017-10-29,39,False
2017-11-05,52,False
2017-11-12,44,False
2017-11-19,34,False
2017-11-26,46,False
2017-12-03,44,False
2017-12-10,36,False
2017-12-17,35,False
2017-12-24,40,False
2017-12-31,61,True
