date,USDKRW,isPartial
2016-02-21,47,False
2016-02-28,24,False
2016-03-06,29,False
2016-03-13,40,False
2016-03-20,47,False
2016-03-27,51,False
2016-04-03,27,False
2016-04-10,51,False
2016-04-17,38,False
2016-04-24,45,False
2016-05-01,35,False
2016-05-08,46,False
2016-05-15,40,False
2016-05-22,44,False
2016-05-29,63,False
2016-06-05,46,False
2016-06-12,59,False
2016-06-19,68,False
2016-06-26,61,False
2016-07-03,47,False
2016-07-10,54,False
2016-07-17,43,False
2016-07-24,57,False
2016-07-31,38,False
2016-08-07,33,False
2016-08-14,52,False
2016-08-21,50,False
2016-08-28,45,False
2016-09-04,48,False
2016-09-11,31,False
2016-09-18,44,False
2016-09-25,55,False
2016-10-02,32,False
2016-10-09,52,False
2016-10-16,27,False
2016-10-23,43,False
2016-10-30,41,False
2016-11-06,79,False
2016-11-13,67,False
2016-11-20,58,False
2016-11-27,28,False
2016-12-04,38,False
2016-12-11,52,False
2016-12-18,58,False
2016-12-25,54,False
2017-01-01,46,False
2017-01-08,48,False
2017-01-15,55,False
2017-01-22,38,False
2017-01-29,42,False
2017-02-05,37,False
2017-02-12,27,False
2017-02-19,42,False
2017-02-26,51,False
2017-03-05,41,False
2017-03-12,29,False
2017-03-19,47,False
2017-03-26,40,False
2017-04-02,35,False
2017-04-09,59,False
2017-04-16,32,False
2017-04-23,66,False
2017-04-30,20,False
2017-05-07,49,False
2017-05-14,42,False
2017-05-21,37,False
2017-05-28,13,False
2017-06-04,21,False
2017-06-11,26,False
2017-06-18,44,False
2017-06-25,22,False
2017-07-02,33,False
2017-07-09,32,False
2017-07-16,22,False
2017-07-23,37,False
2017-07-30,31,False
2017-08-06,38,False
2017-08-13,31,False
2017-08-20,31,False
2017-08-27,31,False
2017-09-03,38,False
2017-09-10,40,False
2017-09-17,23,False
2017-09-24,28,False
2017-10-01,30,False
2017-10-08,25,False
2017-10-15,48,False
2017-10-22,34,False
2017-10-29,35,False
2017-11-05,36,False
2017-11-12,51,False
2017-11-19,39,False
2017-11-26,36,False
2017-12-03,49,False
2017-12-10,34,False
2017-12-17,33,False
2017-12-24,30,False
2017-12-31,74,True
