date,USDTWD,isPartial
2016-01-17,28,False
2016-01-24,16,False
2016-01-31,21,False
2016-02-07,7,False
2016-02-14,7,False
2016-02-21,18,False
2016-02-28,11,False
2016-03-06,18,False
2016-03-13,21,False
2016-03-20,18,False
2016-03-27,13,False
2016-04-03,9,False
2016-04-10,29,False
2016-04-17,18,False
2016-04-24,9,False
2016-05-01,9,False
2016-05-08,25,False
2016-05-15,20,False
2016-05-22,11,False
2016-05-29,21,False
2016-06-05,16,False
2016-06-12,23,False
2016-06-19,16,False
2016-06-26,23,False
2016-07-03,10,False
2016-07-10,14,False
2016-07-17,15,False
2016-07-24,7,False
2016-07-31,24,False
2016-08-07,22,False
2016-08-14,23,False
2016-08-21,29,False
2016-08-28,28,False
2016-09-04,26,False
2016-09-11,16,False
2016-09-18,25,False
2016-09-25,14,False
2016-10-02,0,False
2016-10-09,21,False
2016-10-16,27,False
2016-10-23,11,False
2016-10-30,11,False
2016-11-06,20,False
2016-11-13,29,False
2016-11-20,13,False
2016-11-27,24,False
2016-12-04,8,False
2016-12-11,30,False
2016-12-18,18,False
2016-12-25,21,False
2017-01-01,22,False
2017-01-08,43,False
2017-01-15,25,False
2017-01-22,26,False
2017-01-29,21,False
2017-02-05,23,False
2017-02-12,26,False
2017-02-19,23,False
2017-02-26,30,False
2017-03-05,24,False
2017-03-12,18,False
2017-03-19,19,False
2017-03-26,19,False
2017-04-02,12,False
2017-04-09,17,False
2017-04-16,15,False
2017-04-23,29,False
2017-04-30,19,False
2017-05-07,20,False
2017-05-14,28,False
2017-05-21,24,False
2017-05-28,24,False
2017-06-04,17,False
2017-06-11,22,False
2017-06-18,13,False
2017-06-25,22,False
2017-07-02,25,False
2017-07-09,18,False
2017-07-16,29,False
2017-07-23,31,False
2017-07-30,28,False
2017-08-06,15,False
2017-08-13,9,False
2017-08-20,13,False
2017-08-27,19,False
2017-09-03,17,False
2017-09-10,17,False
2017-09-17,11,False
2017-09-24,12,False
2017-10-01,15,False
2017-10-08,16,False
2017-10-15,12,False
2017-10-22,11,False
2017-10-29,21,False
2017-11-05,8,False
2017-11-12,16,False
2017-11-19,16,False
2017-11-26,58,False
2017-12-03,100,False
2017-12-10,26,False
2017-12-17,27,False
2017-12-24,18,False
2017-12-31,46,True
