date,USDNZD,isPartial
2015-08-30,48,False
2015-09-06,75,False
2015-09-13,61,False
2015-09-20,32,False
2015-09-27,42,False
2015-10-04,38,False
2015-10-11,42,False
2015-10-18,41,False
2015-10-25,38,False
2015-11-01,42,False
2015-11-08,63,False
2015-11-15,45,False
2015-11-22,21,False
2015-11-29,51,False
2015-12-06,30,False
2015-12-13,62,False
2015-12-20,47,False
2015-12-27,70,False
2016-01-03,38,False
2016-01-10,31,False
2016-01-17,54,False
2016-01-24,75,False
2016-01-31,65,False
2016-02-07,25,False
2016-02-14,49,False
2016-02-21,56,False
2016-02-28,32,False
2016-03-06,0,False
2016-03-13,49,False
2016-03-20,33,False
2016-03-27,25,False
2016-04-03,0,False
2016-04-10,32,False
2016-04-17,22,False
2016-04-24,37,False
2016-05-01,22,False
2016-05-08,65,False
2016-05-15,32,False
2016-05-22,38,False
2016-05-29,24,False
2016-06-05,50,False
2016-06-12,48,False
2016-06-19,41,False
2016-06-26,51,False
2016-07-03,51,False
2016-07-10,46,False
2016-07-17,47,False
2016-07-24,23,False
2016-07-31,43,False
2016-08-07,0,False
2016-08-14,0,False
2016-08-21,36,False
2016-08-28,65,False
2016-09-04,23,False
2016-09-11,33,False
2016-09-18,0,False
2016-09-25,33,False
2016-10-02,22,False
2016-10-09,38,False
2016-10-16,33,False
2016-10-23,0,False
2016-10-30,66,False
2016-11-06,64,False
2016-11-13,25,False
2016-11-20,55,False
2016-11-27,24,False
2016-12-04,71,False
2016-12-11,21,False
2016-12-18,57,False
2016-12-25,30,False
2017-01-01,39,False
2017-01-08,23,False
2017-01-15,61,False
2017-01-22,59,False
2017-01-29,20,False
2017-02-05,29,False
2017-02-12,22,False
2017-02-19,66,False
2017-02-26,50,False
2017-03-05,56,False
2017-03-12,20,False
2017-03-19,44,False
2017-03-26,58,False
2017-04-02,20,False
2017-04-09,31,False
2017-04-16,27,False
2017-04-23,36,False
2017-04-30,45,False
2017-05-07,40,False
2017-05-14,28,False
2017-05-21,22,False
2017-05-28,49,False
2017-06-04,38,False
2017-06-11,21,False
2017-06-18,0,False
2017-06-25,37,False
2017-07-02,25,False
2017-07-09,43,False
2017-07-16,32,False
2017-07-23,21,False
2017-07-30,21,False
2017-08-06,23,False
2017-08-13,53,False
2017-08-20,21,False
2017-08-27,24,False
2017-09-03,52,False
2017-09-10,20,False
2017-09-17,22,False
2017-09-24,20,False
2017-10-01,23,False
2017-10-08,30,False
2017-10-15,37,False
2017-10-22,22,False
2017-10-29,51,False
2017-11-05,64,False
2017-11-12,28,False
2017-11-19,23,False
2017-11-26,44,False
2017-12-03,36,False
2017-12-10,27,False
2017-12-17,59,False
2017-12-24,0,False
2017-12-31,0,True
