date,EURBRL,isPartial
2015-07-12,61,False
2015-07-19,25,False
2015-07-26,85,False
2015-08-02,32,False
2015-08-09,42,False
2015-08-16,73,False
2015-08-23,51,False
2015-08-30,58,False
2015-09-06,78,False
2015-09-13,76,False
2015-09-20,100,False
2015-09-27,43,False
2015-10-04,59,False
2015-10-11,29,False
2015-10-18,32,False
2015-10-25,36,False
2015-11-01,29,False
2015-11-08,35,False
2015-11-15,39,False
2015-11-22,45,False
2015-11-29,55,False
2015-12-06,42,False
2015-12-13,36,False
2015-12-20,51,False
2015-12-27,27,False
2016-01-03,66,False
2016-01-10,54,False
2016-01-17,41,False
2016-01-24,34,False
2016-01-31,44,False
2016-02-07,34,False
2016-02-14,44,False
2016-02-21,56,False
2016-02-28,43,False
2016-03-06,63,False
2016-03-13,63,False
2016-03-20,30,False
2016-03-27,24,False
2016-04-03,13,False
2016-04-10,64,False
2016-04-17,27,False
2016-04-24,30,False
2016-05-01,34,False
2016-05-08,47,False
2016-05-15,44,False
2016-05-22,19,False
2016-05-29,24,False
2016-06-05,41,False
2016-06-12,38,False
2016-06-19,52,False
2016-06-26,56,False
2016-07-03,47,False
2016-07-10,45,False
2016-07-17,35,False
2016-07-24,18,False
2016-07-31,25,False
2016-08-07,51,False
2016-08-14,19,False
2016-08-21,29,False
2016-08-28,53,False
2016-09-04,50,False
2016-09-11,28,False
2016-09-18,44,False
2016-09-25,17,False
2016-10-02,34,False
2016-10-09,20,False
2016-10-16,31,False
2016-10-23,24,False
2016-10-30,17,False
2016-11-06,50,False
2016-11-13,54,False
2016-11-20,41,False
2016-11-27,33,False
2016-12-04,32,False
2016-12-11,36,False
2016-12-18,28,False
2016-12-25,32,False
2017-01-01,46,False
2017-01-08,17,False
2017-01-15,44,False
2017-01-22,57,False
2017-01-29,24,False
2017-02-05,47,False
2017-02-12,28,False
2017-02-19,25,False
2017-02-26,24,False
2017-03-05,29,False
2017-03-12,41,False
2017-03-19,42,False
2017-03-26,27,False
2017-04-02,21,False
2017-04-09,26,False
2017-04-16,28,False
2017-04-23,34,False
2017-04-30,14,False
2017-05-07,13,False
2017-05-14,66,False
2017-05-21,51,False
2017-05-28,30,False
2017-06-04,36,False
2017-06-11,18,False
2017-06-18,33,False
2017-06-25,34,False
2017-07-02,43,False
2017-07-09,37,False
2017-07-16,28,False
2017-07-23,46,False
2017-07-30,18,False
2017-08-06,26,False
2017-08-13,25,False
2017-08-20,35,False
2017-08-27,36,False
2017-09-03,24,False
2017-09-10,22,False
2017-09-17,29,False
2017-09-24,30,False
2017-10-01,39,False
2017-10-08,13,False
2017-10-15,16,False
2017-10-22,28,False
2017-10-29,25,False
2017-11-05,29,False
2017-11-12,18,False
2017-11-19,38,False
2017-11-26,48,False
2017-12-03,22,False
2017-12-10,58,False
2017-12-17,32,False
2017-12-24,19,False
2017-12-31,45,True
