date,BRLUSD,isPartial
2017-07-16,57,False
2017-07-23,28,False
2017-07-30,27,False
2017-08-06,47,False
2017-08-13,27,False
2017-08-20,71,False
2017-08-27,27,False
2017-09-03,34,False
2017-09-10,34,False
2017-09-17,0,False
2017-09-24,39,False
2017-10-01,62,False
2017-10-08,40,False
2017-10-15,0,False
2017-10-22,57,False
2017-10-29,45,False
2017-11-05,44,False
2017-11-12,50,False
2017-11-19,0,False
2017-11-26,48,False
2017-12-03,41,False
2017-12-10,38,False
2017-12-17,62,False
2017-12-24,25,False
2017-12-31,0,True
