date,EURZAR,isPartial
2014-10-12,19,False
2014-10-19,23,False
2014-10-26,33,False
2014-11-02,21,False
2014-11-09,14,False
2014-11-16,21,False
2014-11-23,26,False
2014-11-30,25,False
2014-12-07,31,False
2014-12-14,19,False
2014-12-21,32,False
2014-12-28,23,False
2015-01-04,35,False
2015-01-11,43,False
2015-01-18,46,False
2015-01-25,42,False
2015-02-01,28,False
2015-02-08,13,False
2015-02-15,18,False
2015-02-22,22,False
2015-03-01,45,False
2015-03-08,71,False
2015-03-15,31,False
2015-03-22,34,False
2015-03-29,40,False
2015-04-05,20,False
2015-04-12,31,False
2015-04-19,43,False
2015-04-26,13,False
2015-05-03,32,False
2015-05-10,25,False
2015-05-17,21,False
2015-05-24,26,False
2015-05-31,27,False
2015-06-07,22,False
2015-06-14,30,False
2015-06-21,18,False
2015-06-28,44,False
2015-07-05,35,False
2015-07-12,36,False
2015-07-19,32,False
2015-07-26,28,False
2015-08-02,24,False
2015-08-09,48,False
2015-08-16,31,False
2015-08-23,60,False
2015-08-30,37,False
2015-09-06,47,False
2015-09-13,32,False
2015-09-20,36,False
2015-09-27,27,False
2015-10-04,26,False
2015-10-11,30,False
2015-10-18,36,False
2015-10-25,33,False
2015-11-01,29,False
2015-11-08,46,False
2015-11-15,37,False
2015-11-22,18,False
2015-11-29,30,False
2015-12-06,49,False
2015-12-13,66,False
2015-12-20,26,False
2015-12-27,21,False
2016-01-03,38,False
2016-01-10,68,False
2016-01-17,55,False
2016-01-24,31,False
2016-01-31,37,False
2016-02-07,69,False
2016-02-14,40,False
2016-02-21,46,False
2016-02-28,40,False
2016-03-06,46,False
2016-03-13,40,False
2016-03-20,49,False
2016-03-27,38,False
2016-04-03,40,False
2016-04-10,34,False
2016-04-17,44,False
2016-04-24,50,False
2016-05-01,58,False
2016-05-08,68,False
2016-05-15,61,False
2016-05-22,41,False
2016-05-29,66,False
2016-06-05,48,False
2016-06-12,41,False
2016-06-19,83,False
2016-06-26,66,False
2016-07-03,74,False
2016-07-10,36,False
2016-07-17,30,False
2016-07-24,65,False
2016-07-31,59,False
2016-08-07,53,False
2016-08-14,66,False
2016-08-21,100,False
2016-08-28,60,False
2016-09-04,68,False
2016-09-11,32,False
2016-09-18,49,False
2016-09-25,55,False
2016-10-02,33,False
2016-10-09,63,False
2016-10-16,42,False
2016-10-23,37,False
2016-10-30,41,False
2016-11-06,60,False
2016-11-13,37,False
2016-11-20,44,False
2016-11-27,46,False
2016-12-04,55,False
2016-12-11,46,False
2016-12-18,31,False
2016-12-25,32,False
2017-01-01,41,False
2017-01-08,45,False
2017-01-15,38,False
2017-01-22,41,False
2017-01-29,41,False
2017-02-05,38,False
2017-02-12,64,False
2017-02-19,28,False
2017-02-26,61,False
2017-03-05,55,False
2017-03-12,46,False
2017-03-19,59,False
2017-03-26,85,False
2017-04-02,98,False
2017-04-09,49,False
2017-04-16,31,False
2017-04-23,47,False
2017-04-30,24,False
2017-05-07,34,False
2017-05-14,27,False
2017-05-21,41,False
2017-05-28,61,False
2017-06-04,33,False
2017-06-11,37,False
2017-06-18,86,False
2017-06-25,44,False
2017-07-02,48,False
2017-07-09,71,False
2017-07-16,27,False
2017-07-23,40,False
2017-07-30,43,False
2017-08-06,41,False
2017-08-13,30,False
2017-08-20,53,False
2017-08-27,36,False
2017-09-03,26,False
2017-09-10,45,False
2017-09-17,48,False
2017-09-24,47,False
2017-10-01,47,False
2017-10-08,51,False
2017-10-15,57,False
2017-10-22,51,False
2017-10-29,72,False
2017-11-05,43,False
2017-11-12,67,False
2017-11-19,58,False
2017-11-26,79,False
2017-12-03,34,False
2017-12-10,49,False
2017-12-17,89,False
2017-12-24,82,False
2017-12-31,30,True
