date,USDCOP,isPartial
2017-10-01,26,False
2017-10-08,39,False
2017-10-15,39,False
2017-10-22,59,False
2017-10-29,30,False
2017-11-05,29,False
2017-11-12,17,False
2017-11-19,42,False
2017-11-26,29,False
2017-12-03,42,False
2017-12-10,42,False
2017-12-17,26,False
2017-12-24,13,False
2017-12-31,48,True
