date,USDKRW,isPartial
2016-02-21,58,False
2016-02-28,37,False
2016-03-06,37,False
2016-03-13,58,False
2016-03-20,51,False
2016-03-27,69,False
2016-04-03,30,False
2016-04-10,56,False
2016-04-17,38,False
2016-04-24,56,False
2016-05-01,43,False
2016-05-08,57,False
2016-05-15,52,False
2016-05-22,41,False
2016-05-29,68,False
2016-06-05,57,False
2016-06-12,52,False
2016-06-19,77,False
2016-06-26,95,False
2016-07-03,56,False
2016-07-10,75,False
2016-07-17,61,False
2016-07-24,65,False
2016-07-31,58,False
2016-08-07,47,False
2016-08-14,73,False
2016-08-21,52,False
2016-08-28,42,False
2016-09-04,79,False
2016-09-11,50,False
2016-09-18,51,False
2016-09-25,51,False
2016-10-02,45,False
2016-10-09,58,False
2016-10-16,50,False
2016-10-23,43,False
2016-10-30,48,False
2016-11-06,84,False
2016-11-13,55,False
2016-11-20,65,False
2016-11-27,41,False
2016-12-04,36,False
2016-12-11,48,False
2016-12-18,80,False
2016-12-25,57,False
2017-01-01,49,False
2017-01-08,53,False
2017-01-15,53,False
2017-01-22,55,False
2017-01-29,48,False
2017-02-05,42,False
2017-02-12,49,False
2017-02-19,40,False
2017-02-26,51,False
2017-03-05,48,False
2017-03-12,43,False
2017-03-19,48,False
2017-03-26,48,False
2017-04-02,46,False
2017-04-09,63,False
2017-04-16,50,False
2017-04-23,76,False
2017-04-30,35,False
2017-05-07,57,False
2017-05-14,53,False
2017-05-21,42,False
2017-05-28,21,False
2017-06-04,30,False
2017-06-11,28,False
2017-06-18,39,False
2017-06-25,33,False
2017-07-02,43,False
2017-07-09,45,False
2017-07-16,45,False
2017-07-23,37,False
2017-07-30,30,False
2017-08-06,50,False
2017-08-13,35,False
2017-08-20,36,False
2017-08-27,41,False
2017-09-03,54,False
2017-09-10,42,False
2017-09-17,27,False
2017-09-24,40,False
2017-10-01,27,False
2017-10-08,42,False
2017-10-15,55,False
2017-10-22,33,False
2017-10-29,46,False
2017-11-05,45,False
2017-11-12,49,False
2017-11-19,40,False
2017-11-26,51,False
2017-12-03,58,False
2017-12-10,36,False
2017-12-17,47,False
2017-12-24,36,False
2017-12-31,60,True
