date,USDCAD,isPartial
2016-05-22,40,False
2016-05-29,39,False
2016-06-05,44,False
2016-06-12,50,False
2016-06-19,57,False
2016-06-26,55,False
2016-07-03,43,False
2016-07-10,37,False
2016-07-17,46,False
2016-07-24,48,False
2016-07-31,45,False
2016-08-07,36,False
2016-08-14,36,False
2016-08-21,48,False
2016-08-28,49,False
2016-09-04,44,False
2016-09-11,50,False
2016-09-18,49,False
2016-09-25,43,False
2016-10-02,37,False
2016-10-09,44,False
2016-10-16,45,False
2016-10-23,53,False
2016-10-30,43,False
2016-11-06,88,False
2016-11-13,51,False
2016-11-20,41,False
2016-11-27,52,False
2016-12-04,43,False
2016-12-11,52,False
2016-12-18,41,False
2016-12-25,42,False
2017-01-01,43,False
2017-01-08,44,False
2017-01-15,47,False
2017-01-22,51,False
2017-01-29,44,False
2017-02-05,44,False
2017-02-12,38,False
2017-02-19,39,False
2017-02-26,66,False
2017-03-05,58,False
2017-03-12,45,False
2017-03-19,44,False
2017-03-26,38,False
2017-04-02,41,False
2017-04-09,36,False
2017-04-16,41,False
2017-04-23,73,False
2017-04-30,69,False
2017-05-07,49,False
2017-05-14,57,False
2017-05-21,35,False
2017-05-28,40,False
2017-06-04,37,False
2017-06-11,64,False
2017-06-18,35,False
2017-06-25,52,False
2017-07-02,49,False
2017-07-09,63,False
2017-07-16,58,False
2017-07-23,77,False
2017-07-30,64,False
2017-08-06,46,False
2017-08-13,41,False
2017-08-20,45,False
2017-08-27,52,False
2017-09-03,81,False
2017-09-10,44,False
2017-09-17,47,False
2017-09-24,51,False
2017-10-01,42,False
2017-10-08,38,False
2017-10-15,38,False
2017-10-22,50,False
2017-10-29,55,False
2017-11-05,42,False
2017-11-12,37,False
2017-11-19,38,False
2017-11-26,58,False
2017-12-03,63,False
2017-12-10,50,False
2017-12-17,53,False
2017-12-24,49,False
2017-12-31,29,True
