date,USDBRL,isPartial
2016-10-16,35,False
2016-10-23,30,False
2016-10-30,34,False
2016-11-06,65,False
2016-11-13,37,False
2016-11-20,19,False
2016-11-27,28,False
2016-12-04,32,False
2016-12-11,28,False
2016-12-18,22,False
2016-12-25,15,False
2017-01-01,19,False
2017-01-08,29,False
2017-01-15,29,False
2017-01-22,17,False
2017-01-29,18,False
2017-02-05,12,False
2017-02-12,27,False
2017-02-19,28,False
2017-02-26,18,False
2017-03-05,28,False
2017-03-12,28,False
2017-03-19,22,False
2017-03-26,26,False
2017-04-02,29,False
2017-04-09,23,False
2017-04-16,22,False
2017-04-23,23,False
2017-04-30,18,False
2017-05-07,19,False
2017-05-14,95,False
2017-05-21,42,False
2017-05-28,28,False
2017-06-04,32,False
2017-06-11,31,False
2017-06-18,28,False
2017-06-25,31,False
2017-07-02,29,False
2017-07-09,31,False
2017-07-16,24,False
2017-07-23,27,False
2017-07-30,33,False
2017-08-06,25,False
2017-08-13,23,False
2017-08-20,32,False
2017-08-27,25,False
2017-09-03,17,False
2017-09-10,23,False
2017-09-17,19,False
2017-09-24,29,False
2017-10-01,13,False
2017-10-08,12,False
2017-10-15,17,False
2017-10-22,32,False
2017-10-29,19,False
2017-11-05,19,False
2017-11-12,14,False
2017-11-19,9,False
2017-11-26,36,False
2017-12-03,37,False
2017-12-10,30,False
2017-12-17,26,False
2017-12-24,27,False
2017-12-31,12,True
