date,USDARS,isPartial
2017-09-24,26,False
2017-10-01,26,False
2017-10-08,35,False
2017-10-15,18,False
2017-10-22,24,False
2017-10-29,21,False
2017-11-05,45,False
2017-11-12,23,False
2017-11-19,21,False
2017-11-26,37,False
2017-12-03,42,False
2017-12-10,34,False
2017-12-17,26,False
2017-12-24,69,False
2017-12-31,65,True
