date,USDAUD,isPartial
2017-06-04,53,False
2017-06-11,23,False
2017-06-18,19,False
2017-06-25,39,False
2017-07-02,43,False
2017-07-09,27,False
2017-07-16,50,False
2017-07-23,34,False
2017-07-30,48,False
2017-08-06,40,False
2017-08-13,38,False
2017-08-20,52,False
2017-08-27,45,False
2017-09-03,44,False
2017-09-10,25,False
2017-09-17,33,False
2017-09-24,47,False
2017-10-01,25,False
2017-10-08,40,False
2017-10-15,36,False
2017-10-22,35,False
2017-10-29,39,False
2017-11-05,56,False
2017-11-12,52,False
2017-11-19,38,False
2017-11-26,45,False
2017-12-03,70,False
2017-12-10,87,False
2017-12-17,62,False
2017-12-24,39,False
2017-12-31,100,True
