date,USDNZD,isPartial
2017-09-24,16,False
2017-10-01,45,False
2017-10-08,17,False
2017-10-15,23,False
2017-10-22,18,False
2017-10-29,40,False
2017-11-05,45,False
2017-11-12,22,False
2017-11-19,22,False
2017-11-26,26,False
2017-12-03,28,False
2017-12-10,18,False
2017-12-17,35,False
2017-12-24,0,False
2017-12-31,0,True
