,date,bed,bed_sales,bed_weighting,chairs,chairs_sales,chairs_weighting,wardrobe,wardrobe_sales,wardrobe_weighting,furniture,furniture_sales,furniture_weighting,hand tool,hand tool_sales,hand tool_weighting,light bulb,light bulb_sales,light bulb_weighting,kettle,kettle_sales,kettle_weighting,fan,fan_sales,fan_weighting,fridge,fridge_sales,fridge_weighting
190,2016-06-01,13.62,13.62,1.0,118.35,4852.19,40.9986480777,58.61,703.26,11.9989762839,331.86,11614.95,34.9995480022,43.64,523.69,12.0002291476,7.74,1370.13,177.019379845,42.25,1394.11,32.9966863905,69.42,5414.81,78.0007202535,57.24,629.66,11.000349406
191,2016-06-03,15.35,30.7,2.0,101.33,3749.19,36.9998026251,86.89,1216.51,14.0005754402,397.24,12711.79,32.0002769107,10.48,115.24,10.9961832061,6.94,1290.91,186.010086455,36.03,1333.09,36.999444907,64.23,4239.03,65.9976646427,81.88,327.53,4.00012212995
192,2016-06-09,11.31,11.31,1.0,107.37,4187.45,39.0001862718,87.98,1407.72,16.0004546488,290.97,11347.7,38.9995532185,19.66,334.24,17.001017294,6.14,1283.73,209.076547231,43.08,947.85,22.0020891365,78.56,5028.01,64.0021639511,56.02,448.13,7.99946447697
193,2016-06-13,14.81,14.81,1.0,124.4,3732.01,30.0000803859,24.51,514.78,21.0028559772,254.68,6876.28,26.9996858803,38.59,501.69,13.000518269,7.81,1483.55,189.955185659,39.34,1337.67,34.0027961362,75.56,3853.62,51.0007940709,76.75,613.96,7.99947882736
194,2016-06-14,12.59,37.77,3.0,123.02,2952.59,24.0008941636,53.62,643.42,11.9996270048,258.42,11370.26,43.9991486727,30.61,275.46,8.99901992813,6.77,1353.99,199.998522895,36.97,887.21,23.9981065729,70.81,3115.64,44.0,72.88,583.05,8.00013721186
195,2016-06-15,17.29,34.57,1.999421631,69.55,4173.15,60.0021567218,38.4,153.6,4.0,305.63,15587.09,50.9998691228,17.69,123.85,7.00113058225,7.6,1192.51,156.909210526,41.64,1207.47,28.9978386167,58.74,2525.97,43.0025536261,32.35,97.05,3.0
196,2016-06-20,13.04,13.04,1.0,90.3,4514.8,49.9977851606,56.71,737.25,13.0003526715,316.38,11706.17,37.0003476832,26.8,241.23,9.00111940299,6.21,1068.95,172.133655395,47.09,1130.25,24.0019112338,54.01,2862.73,53.003703018,63.36,443.52,7.0
197,2016-06-23,11.24,11.24,1.0,88.75,4171.28,47.0003380282,45.0,494.96,10.9991111111,355.55,9955.31,27.999746871,46.07,598.96,13.001085305,7.46,1671.08,224.00536193,40.53,1702.2,41.9985196151,56.3,4672.97,83.0012433393,115.83,810.8,6.99991366658
198,2016-06-24,25.77,25.77,1.0,109.16,5021.57,46.0019237816,44.76,447.63,10.0006702413,346.82,12138.77,35.0002018338,26.91,403.62,14.9988851728,6.15,1180.45,191.943089431,31.62,916.93,28.9984187223,58.9,5006.31,84.9967741935,58.07,348.41,5.99982779404
199,2016-06-28,25.71,25.71,1.0,83.87,3438.71,41.0004769286,39.56,158.22,3.99949443883,335.3,9388.35,27.9998508798,21.27,361.56,16.9985895628,5.61,1160.44,206.852049911,39.4,1063.92,27.0030456853,68.16,4157.85,61.0013204225,27.75,249.79,9.00144144144
200,2016-07-03,17.25,34.49,1.99942028986,70.82,2832.94,40.0019768427,126.34,1768.78,14.000158303,351.88,13371.4,37.9998863249,29.33,469.33,16.0017047392,6.09,1266.58,207.977011494,43.43,825.21,19.0009210223,62.75,3325.77,53.0003187251,44.64,357.1,7.99955197133
201,2016-07-05,13.75,27.49,1.99927272727,87.98,4310.8,48.9974994317,60.77,1154.71,19.001316439,343.62,15462.92,45.0000582038,21.74,130.43,5.9995400184,8.13,1520.06,186.969249692,33.14,1027.24,30.9969824985,58.78,3938.41,67.0025518884,72.79,582.34,8.00027476302
202,2016-07-09,20.76,20.76,1.0,105.27,4737.35,45.0018998765,44.75,179.01,4.00022346369,371.32,22650.62,61.0002693095,14.39,71.97,5.00138985407,8.41,1235.95,146.961950059,43.01,1376.4,32.0018600326,39.39,2205.96,56.0030464585,61.28,306.38,4.99967362924
203,2016-07-12,17.97,53.91,3.0,75.94,4024.97,53.0019752436,41.12,1644.6,39.9951361868,270.1,10803.92,39.9997038134,27.86,306.43,10.9989231874,6.99,1237.72,177.070100143,36.37,618.37,17.0021996151,33.75,1856.35,55.002962963,50.39,604.64,11.9992061917
204,2016-07-13,30.48,30.48,1.0,98.34,5900.42,60.000203376,81.05,1053.66,13.0001233806,385.28,16181.76,42.0,54.51,436.08,8.0,7.02,1278.4,182.108262108,28.8,6883.63,239.014930556,55.65,4952.42,88.9922731357,36.72,293.74,7.99945533769
205,2016-07-16,10.43,20.86,2.0,97.11,4078.48,41.9985583359,111.39,1448.12,13.0004488733,362.59,15954.01,44.0001378968,12.83,89.78,6.99766173032,5.91,779.65,131.920473773,56.54,1583.03,27.9984082066,71.17,5337.71,74.9994379654,195.71,1957.1,10.0
206,2016-07-18,12.14,12.14,1.0,100.28,3208.84,31.9988033506,59.68,716.12,11.9993297587,255.46,9707.53,38.0001957254,46.26,323.81,6.99978383052,6.59,869.35,131.919575114,40.97,901.44,22.0024408103,67.62,5612.41,82.9992605738,130.73,653.65,5.0
207,2016-07-21,13.35,26.7,2.0,86.57,2770.23,31.9998844865,63.58,762.96,12.0,324.32,13297.23,41.0003391712,36.55,475.11,12.9989056088,6.31,1040.35,164.873217116,43.42,1345.91,30.9974666053,82.51,7920.61,95.9957580899,907.91,42671.93,47.0001762289
208,2016-07-22,16.08,16.08,1.0,93.46,6074.64,64.9972180612,59.16,887.45,15.0008451657,318.41,13373.39,42.0005339028,34.64,381.08,11.0011547344,6.51,1009.76,155.10906298,56.27,3094.61,54.9957348498,154.12,19572.79,126.997080197,759.12,62247.74,81.9998682685
209,2016-07-25,17.86,17.86,1.0,62.22,3857.36,61.9954998393,60.95,426.64,6.99983593109,423.28,23703.42,55.9993857494,34.54,379.94,11.0,6.47,1189.96,183.919629057,58.46,5904.72,101.004447485,145.82,24935.93,171.004869017,741.96,44517.41,59.9997439215
210,2016-07-27,14.85,29.69,1.99932659933,101.67,4982.06,49.0022622209,49.01,2254.44,45.99959192,379.0,23118.86,60.9996306069,29.19,525.38,17.9986296677,7.99,1134.25,141.958698373,54.48,4086.23,75.0042217327,146.87,24234.11,165.003812896,740.04,34041.8,45.9999459489
211,2016-07-30,14.47,28.93,1.999308915,97.57,5073.65,52.0001024905,97.1,2815.97,29.0007209063,369.9,14426.25,39.000405515,8.04,56.28,7.0,6.17,900.43,145.936790924,57.1,4339.76,76.0028021016,130.06,23800.51,182.996386283,892.91,34823.61,39.000134392
212,2016-07-31,11.4,11.4,1.0,103.86,4362.01,41.998940882,64.51,645.1,10.0,445.49,24502.2,55.0005611798,45.48,363.84,8.0,6.84,656.79,96.0219298246,56.08,5103.26,90.9996433666,133.59,18168.08,135.998802306,734.45,52880.52,72.0001633876
213,2016-08-03,26.63,53.26,2.0,112.95,4066.18,35.9998229305,85.63,941.88,10.9994160925,336.36,17490.93,52.0006243311,32.36,258.91,8.00092707046,6.14,835.57,136.086319218,56.53,4692.15,83.0028303556,156.72,24761.1,157.995788668,917.78,91778.49,100.000533897
214,2016-08-08,14.3,14.3,1.0,98.85,3657.45,37.0,61.36,1227.23,20.0004889179,439.14,19761.22,44.9998178258,31.58,410.56,13.0006333122,8.44,1105.91,131.031990521,54.01,7832.03,145.010738752,167.39,36323.93,217.001792222,1160.74,90537.65,77.9999396936
215,2016-08-09,18.37,18.37,1.0,110.39,4746.62,42.9986411813,60.94,1584.45,26.0001640958,385.34,25047.19,65.00023356,33.1,198.6,6.0,6.07,867.89,142.980230643,61.08,4886.62,80.0036018337,145.59,25768.64,176.994573803,166.46,2164.0,13.000120149
216,2016-08-14,13.91,13.91,1.0,116.5,9203.19,78.9973390558,82.91,1326.57,16.0001206127,367.26,28646.21,77.9998093993,33.79,337.9,10.0,5.93,1020.08,172.020236088,55.08,1542.33,28.0016339869,90.37,9578.78,105.995131128,79.46,794.63,10.0003775485
217,2016-08-16,13.9,13.9,1.0,102.03,4897.48,48.0003920416,123.89,3345.09,27.0004843006,336.86,15495.67,46.0003265452,29.53,265.78,9.00033863867,8.38,1097.89,131.013126492,46.39,1577.15,33.9976287993,87.02,6961.47,79.9985060906,21.41,128.43,5.99859878561
218,2016-08-17,20.89,41.77,1.99952130206,98.97,6927.79,69.9988885521,66.13,2050.03,31.0,329.34,17125.9,52.0006680027,33.57,302.15,9.00059577003,7.68,1129.22,147.033854167,53.17,1754.74,33.0024449878,89.05,3472.85,38.9988770354,31.04,403.48,12.9987113402
219,2016-08-18,45.8,45.8,1.0,102.47,4816.0,46.9991216942,94.23,2544.27,27.0006367399,300.98,11738.1,38.9996013024,38.78,349.06,9.00103145952,6.27,790.26,126.038277512,61.33,1778.57,29.0,77.62,3570.67,46.0019324916,320.84,2887.55,8.99996883182
220,2016-08-22,16.77,16.77,1.0,98.08,4315.57,44.0005097879,60.14,1022.31,16.9988360492,298.52,9253.98,30.9995310197,52.12,677.62,13.0011511896,6.82,784.63,115.048387097,55.79,2399.11,43.0025094103,73.99,5031.31,67.9998648466,44.84,627.82,14.001338091
221,2016-08-24,16.15,16.15,1.0,88.74,3371.93,37.9978589137,62.44,686.84,11.0,375.49,9387.28,25.0000798956,16.4,196.74,11.9963414634,8.92,1266.87,142.025784753,52.11,2501.45,48.0032623297,86.68,8234.49,94.9987309645,87.62,700.94,7.99977174161
222,2016-08-27,12.15,48.58,3.99835390947,80.63,2257.61,27.9996279301,97.2,971.96,9.99958847737,319.31,11495.24,36.0002505402,40.45,283.12,6.99925834363,7.88,1094.84,138.939086294,43.18,5095.72,118.011116258,108.2,10927.71,100.995471349,174.23,2787.62,15.9996556276
223,2016-08-28,12.28,12.28,1.0,96.65,3286.05,33.9994826694,87.1,1045.14,11.9993111366,391.56,14096.08,35.999795689,26.36,369.1,14.002276176,6.68,1135.98,170.056886228,38.49,4387.5,113.990646921,145.46,11346.0,78.0008249691,184.27,921.36,5.00005426819
224,2016-08-30,11.35,11.35,1.0,129.6,3110.45,24.0003858025,78.79,1181.8,14.9993654017,309.93,9607.85,31.0000645307,45.45,727.12,15.998239824,6.44,901.51,139.986024845,39.34,3029.13,76.998729029,155.37,11186.96,72.0020595997,200.48,1403.37,7.00004988029
225,2016-08-31,13.38,13.38,1.0,70.84,1275.14,18.0002823264,26.73,294.0,10.9988776655,284.84,5412.0,19.0001404297,23.27,255.99,11.0008594757,7.15,872.01,121.959440559,38.23,1949.84,51.0028773215,97.49,5167.03,53.0006154477,202.24,1617.9,7.99990110759
226,2016-09-01,3.01,3.01,1.0,105.19,1367.44,12.9997148018,96.6,772.78,7.99979296066,198.17,2576.25,13.0002018469,11.61,81.25,6.99827734711,5.44,571.67,105.086397059,36.25,2355.94,64.9914482759,197.6,7706.41,39.0000506073,137.15,548.6,4.0
227,2016-09-04,13.95,41.86,3.00071684588,162.88,814.41,5.00006139489,85.64,256.93,3.00011676787,221.91,2662.87,11.9997746834,17.22,189.44,11.0011614402,5.99,706.28,117.90984975,27.6,2787.87,101.009782609,126.31,12377.89,97.9961206555,128.14,1665.86,13.0003121586
228,2016-09-05,11.31,22.61,1.9991158267,118.9,2615.84,22.0003364172,162.79,2278.99,13.9995699982,309.72,5884.66,18.9999354255,27.29,245.63,9.00073286918,6.58,1065.76,161.969604863,39.49,2646.13,67.00759686,97.51,11115.92,113.997743821,213.81,2779.5,12.9998596885
229,2016-09-13,10.53,21.05,1.99905033238,89.69,2152.66,24.0011149515,81.39,651.1,7.99975426957,304.97,6404.41,21.0001311604,20.92,188.27,8.99952198853,6.9,1020.81,147.943478261,36.99,1775.73,48.0056772101,59.24,5628.07,95.0045577313,142.34,1423.35,9.9996487284
230,2016-09-16,9.0,9.0,1.0,73.75,1917.47,25.9995932203,65.34,1241.44,18.9996939088,392.25,14513.12,36.9996685787,32.02,192.13,6.00031230481,6.99,1047.93,149.918454936,49.41,1284.71,26.0010119409,87.01,8178.91,93.999655212,189.13,3026.0,15.9995770105
231,2016-09-18,14.97,29.94,2.0,117.12,5738.67,48.9982069672,117.83,1531.85,13.0005092082,476.96,17647.6,37.000167729,30.7,521.85,16.9983713355,7.0,1091.57,155.938571429,52.86,1532.81,28.9975406735,85.03,6887.39,80.9995295778,291.09,1746.51,5.99989693909
232,2016-09-20,22.78,68.33,2.99956101844,74.69,4257.23,56.9986611327,63.15,757.85,12.0007917656,321.27,13814.8,43.0005914029,21.64,86.54,3.99907578558,6.29,943.93,150.06836248,44.06,1410.03,32.0024965956,66.36,5905.78,88.9960819771,26.92,350.0,13.0014858841
233,2016-09-21,23.29,69.86,2.99957063117,84.84,3817.6,44.9976426214,103.21,1341.69,12.9996124407,313.32,9086.29,29.0000319163,19.52,273.22,13.9969262295,5.73,819.25,142.97556719,38.25,1377.16,36.0041830065,72.42,4852.08,66.9991714996,31.07,93.21,3.0
234,2016-09-24,26.66,26.66,1.0,70.45,1127.26,16.0008516678,74.8,747.96,9.99946524064,236.07,8026.22,33.9993222349,34.1,613.86,18.0017595308,5.43,694.67,127.931860037,40.83,1265.59,30.9965711487,68.24,6005.37,88.0036635404,175.41,2455.76,14.0001140186
235,2016-09-25,13.93,41.79,3.0,105.7,2536.89,24.0008514664,91.45,1371.77,15.0002186987,378.38,8324.46,22.0002642846,26.71,427.29,15.9973792587,5.89,1036.14,175.915110357,42.24,2238.64,52.9981060606,84.03,11092.21,132.002975128,538.07,10223.33,19.0
236,2016-09-28,6.51,19.52,2.99846390169,86.22,2500.37,28.9998840176,57.78,462.2,7.99930771893,369.82,12573.8,33.9997836785,22.68,408.27,18.0013227513,7.17,1097.69,153.094839609,48.38,2660.68,54.9954526664,90.36,12650.14,139.997122621,252.42,5048.44,20.000158466
237,2016-10-01,26.75,26.75,1.0,63.65,5856.09,92.0045561665,37.9,492.66,12.998944591,244.19,6837.28,27.9998361931,16.97,220.58,12.9982321744,5.63,692.74,123.044404973,49.06,2845.49,58.000203832,76.23,8690.06,113.997901089,845.05,18591.08,21.9999763328
238,2016-10-04,16.85,16.85,1.0,96.08,2690.17,27.9992714405,80.35,2089.01,25.9988799004,255.23,9188.44,36.0006268856,20.04,280.49,13.996506986,5.25,666.71,126.992380952,36.67,2530.38,69.0040905372,58.37,8055.71,138.011135857,776.27,10091.47,12.9999484715
239,2016-10-05,29.84,59.68,2.0,86.9,4605.71,53.0001150748,90.05,2251.21,24.9995558023,257.23,6173.51,23.9999611243,18.47,295.57,16.0027070926,7.99,831.03,104.008760951,49.99,2349.44,46.9981996399,92.13,8936.67,97.0006512537,549.24,10435.53,18.9999453791
240,2016-10-06,15.16,15.16,1.0,121.49,3401.76,28.0003292452,66.61,1665.23,24.9996997448,273.45,6015.93,22.0001097093,29.2,204.41,7.00034246575,6.97,752.67,107.987087518,42.46,1783.14,41.995760716,47.01,4560.11,97.0029780898,933.96,36424.42,38.9999785858
241,2016-10-08,21.23,42.46,2.0,92.79,2690.92,29.0001077702,60.65,1031.01,16.9993404782,247.95,7438.47,29.9998790079,18.06,306.96,16.9966777409,6.2,831.2,134.064516129,42.93,3992.03,92.9892848824,57.62,8240.15,143.008503992,917.51,39452.8,42.9998583122
242,2016-10-09,26.5,26.5,1.0,99.02,3762.68,37.9991920824,72.85,874.18,11.9997254633,276.73,6918.16,24.9996747732,35.2,387.23,11.0008522727,5.9,908.19,153.930508475,39.49,2567.17,65.0081033173,81.68,8657.67,105.994980411,90.98,2092.51,22.9996702572
243,2016-10-13,18.93,18.93,1.0,115.49,4388.64,38.0001731752,69.48,625.29,8.99956822107,207.43,6845.25,33.0002892542,28.27,310.97,11.0,6.09,876.69,143.955665025,35.55,1706.33,47.9980309423,90.52,10228.45,112.996575342,104.04,1040.35,9.99951941561
244,2016-10-15,16.16,32.32,2.0,118.22,3664.95,31.0010996447,28.55,314.07,11.0007005254,273.48,12306.76,45.0005850519,24.7,197.56,7.9983805668,6.38,816.35,127.954545455,43.03,1592.04,36.998373228,74.33,10629.46,143.00363245,61.77,803.02,13.0001618909
245,2016-10-20,11.54,11.54,1.0,80.09,3603.9,44.998127107,104.85,1677.58,15.9998092513,315.39,6307.82,20.0000634136,46.62,372.92,7.99914199914,7.37,987.5,133.989145183,56.01,1736.2,30.998036065,89.73,11664.84,129.999331327,273.14,4916.45,17.9997437212
246,2016-10-22,12.97,12.97,1.0,113.86,5920.9,52.0015808888,100.48,1507.14,14.9994028662,219.82,4396.41,20.0000454918,40.62,406.22,10.0004923683,5.98,663.64,110.976588629,45.3,1449.63,32.0006622517,99.66,17241.91,173.007324905,55.43,332.56,5.99963918456
247,2016-10-23,14.34,14.34,1.0,92.76,2133.46,22.9997843898,62.3,1308.26,20.9993579454,190.07,3991.52,21.000263061,41.75,542.81,13.0014371257,5.95,630.51,105.968067227,42.12,1390.07,33.0026115859,95.05,10360.83,109.003997896,72.85,582.78,7.99972546328
248,2016-10-24,11.4,11.4,1.0,87.24,3751.21,42.9987391105,76.87,768.65,9.99934955119,285.22,4848.78,17.0001402426,41.3,495.56,11.999031477,5.29,465.24,87.9470699433,39.04,1561.51,39.9976946721,89.73,10139.12,112.995876518,117.52,1645.32,14.0003403676
249,2016-10-27,7.8,23.39,2.99871794872,68.97,2000.08,28.9992750471,54.31,434.44,7.99926348739,337.49,4724.82,13.999881478,31.54,346.99,11.0015852885,7.26,928.98,127.958677686,42.53,1573.43,36.9957676934,87.98,12757.33,145.002614231,69.1,1036.56,15.0008683068
250,2016-10-28,17.27,17.27,1.0,103.19,3508.5,34.0003876345,48.14,385.12,8.0,171.16,4107.79,23.9997078757,39.02,234.11,5.99974372117,7.84,956.06,121.946428571,41.49,1701.18,41.0021691974,103.56,12737.28,122.994206257,152.51,1677.6,10.9999344305
251,2016-10-29,25.78,25.78,1.0,105.99,2543.68,23.9992452118,96.11,1730.03,18.0005202372,194.6,5643.31,28.9995375128,28.2,366.6,13.0,6.8,754.57,110.966176471,45.23,1447.45,32.0019898298,87.13,9235.36,105.995179617,56.02,560.22,10.0003570154
252,2016-10-30,26.5,26.5,1.0,101.79,3664.46,36.000196483,48.8,878.4,18.0,346.42,6928.44,20.0001154668,37.26,484.33,12.9986580784,6.05,731.97,120.98677686,47.12,1602.02,33.9987266553,85.11,20935.85,245.985783104,651.4,14982.13,22.9998925391
253,2016-10-31,13.41,26.82,2.0,108.98,1852.73,17.0006423197,38.24,688.27,17.9986924686,445.89,9809.68,22.0002242706,39.46,157.84,4.0,6.52,951.28,145.901840491,47.1,3673.87,78.0014861996,118.85,21037.18,177.006142196,877.09,24558.62,28.0001140134
254,2016-11-01,11.94,47.77,4.00083752094,142.21,2986.31,20.9992968146,74.81,897.7,11.9997326561,288.63,5483.96,18.9999653536,32.12,192.69,5.99906600249,6.2,731.09,117.917741935,52.36,4502.95,85.9998090145,127.05,19565.4,153.997638725,984.42,45283.3,45.9999796835
255,2016-11-02,12.97,25.94,2.0,99.54,2189.82,21.9993972272,48.8,1073.69,22.0018442623,188.36,1883.57,9.99984073052,29.97,359.58,11.997997998,7.49,943.11,125.91588785,49.34,5673.81,114.994122416,120.61,25570.17,212.007047508,991.16,58478.72,59.0002824973
256,2016-11-03,13.49,13.49,1.0,120.59,3135.33,25.9999170744,41.34,372.08,9.00048379294,297.06,4455.97,15.0002356426,29.55,413.72,14.000676819,7.09,914.11,128.929478138,54.71,6455.33,117.991774813,145.62,32765.08,225.003982969,770.88,41627.41,53.9998573059
257,2016-11-04,13.51,13.51,1.0,109.6,3397.51,30.9991788321,44.07,793.26,18.0,264.56,5291.19,19.9999622014,34.99,174.93,4.99942840812,5.49,598.03,108.930783242,51.28,4666.4,90.9984399376,121.49,26485.07,218.002057783,56.96,911.43,16.0012289326
258,2016-11-05,11.38,11.38,1.0,129.23,2584.56,19.9996904743,41.45,538.9,13.0012062726,209.05,3135.7,14.9997608228,40.63,243.75,5.99926162934,8.21,1231.8,150.036540804,53.24,2395.63,44.9968069121,103.09,11854.85,114.995149869,191.8,1342.62,7.00010427529
259,2016-11-06,27.58,55.16,2.0,128.91,4125.19,32.0005430145,29.49,265.4,8.999660902,234.35,4218.34,18.0001706849,33.71,303.38,8.99970335212,5.66,871.1,153.90459364,44.35,2172.92,48.9948139797,85.28,6652.06,78.0025797373,137.43,1649.19,12.0002182929
260,2016-11-07,16.87,16.87,1.0,121.79,2435.78,19.9998357829,42.35,465.87,11.000472255,296.38,6816.77,23.0001012214,29.45,176.72,6.00067911715,5.71,748.38,131.064798599,45.43,2226.03,48.9991195245,56.53,6104.77,107.991685831,293.12,3224.31,10.9999658843
261,2016-11-09,13.57,13.57,1.0,94.98,2374.45,24.9994735734,71.23,712.25,9.99929804858,302.05,8457.3,27.999668929,24.43,317.57,12.9991813344,6.31,580.31,91.9667194929,51.47,2367.69,46.0013600155,76.45,5810.49,76.003793329,242.32,3392.42,13.9997523935
262,2016-11-10,17.14,17.14,1.0,102.38,3788.13,37.0006837273,47.51,1187.83,25.001683856,356.27,6056.61,17.0000561372,37.94,341.49,9.00079072219,7.01,624.07,89.0256776034,43.95,2197.36,49.996814562,80.67,9034.98,111.999256229,146.19,1315.7,8.99993159587
263,2016-11-11,14.4,43.2,3.0,71.9,2660.21,36.9987482615,135.6,813.61,6.00007374631,269.05,5111.87,18.9997026575,32.33,323.27,9.99907206929,6.38,676.76,106.07523511,48.13,2502.88,52.0024932475,79.04,10274.83,129.995318826,172.59,3451.84,20.0002317631
264,2016-11-12,7.99,15.97,1.99874843554,110.96,2662.92,23.9989185292,74.47,968.05,12.9991943064,261.59,9417.29,36.0001911388,36.15,542.2,14.9986168741,6.67,766.95,114.985007496,46.54,3350.66,71.9952728835,108.64,14123.65,130.004142121,103.19,1444.72,14.0005814517
265,2016-11-13,9.99,19.98,2.0,134.72,2155.52,16.0,80.0,1120.06,14.00075,304.01,6384.21,21.0,30.6,550.84,18.0013071895,7.47,911.03,121.958500669,44.13,3001.14,68.0067980965,81.75,8992.24,109.996819572,354.58,4964.16,14.0001128095
266,2016-11-16,16.6,16.6,1.0,66.96,2812.38,42.0008960573,88.36,1944.02,22.0011317338,300.16,8704.52,28.9996002132,19.56,136.9,6.99897750511,6.63,755.56,113.960784314,43.35,2037.68,47.0053056517,74.2,10536.72,142.004312668,148.41,1187.28,8.0
267,2016-11-18,25.4,25.4,1.0,90.76,1996.62,21.998898193,35.6,818.9,23.0028089888,320.1,4161.36,13.0001874414,21.16,253.9,11.9990548204,7.45,1198.71,160.900671141,57.6,2361.42,40.996875,86.42,10715.6,123.99444573,171.36,2399.08,14.0002334267
268,2016-11-20,23.21,46.42,2.0,112.71,2930.57,26.000975956,48.34,483.38,9.99958626396,318.16,7635.78,23.9998114156,32.91,658.23,20.000911577,6.79,767.47,113.029455081,49.52,2327.54,47.0020193861,87.76,9038.79,102.994416591,296.52,4744.36,16.0001348982
269,2016-11-21,16.5,16.5,1.0,121.16,2059.73,17.0000825355,113.15,1018.35,9.0,429.44,9447.61,21.999836997,15.72,172.96,11.0025445293,5.5,781.63,142.114545455,46.46,2740.94,58.9956952217,82.24,9375.11,113.996960117,115.94,2434.77,21.0002587545
270,2016-11-22,14.73,29.46,2.0,76.4,1222.43,16.0003926702,44.32,354.57,8.00022563177,251.19,5023.83,20.0001194315,22.32,267.86,12.0008960573,6.97,864.16,123.982783357,49.3,3401.55,68.9969574037,86.65,13864.06,160.000692441,515.36,7215.02,13.9999611922
271,2016-11-23,10.54,42.17,4.0009487666,81.97,1393.54,17.0006099793,41.86,502.37,12.0011944577,213.33,2773.25,12.9998124971,26.18,261.78,9.99923605806,6.13,882.02,143.885807504,51.88,2645.85,50.9994217425,88.06,15321.86,173.993413582,286.89,2868.9,10.0
272,2016-11-24,60.27,120.53,1.99983407997,141.15,4234.64,30.0009918526,35.44,531.65,15.0014108352,281.4,5627.9,19.999644634,36.69,330.22,9.00027255383,7.01,841.19,119.998573466,42.91,2360.01,54.9990678164,66.6,13052.63,195.985435435,358.78,5022.91,13.9999721278
273,2016-11-25,12.66,63.29,4.99921011058,164.47,4111.81,25.0003648082,50.8,711.22,14.0003937008,345.38,10361.44,30.0001158145,41.24,288.69,7.00024248303,6.27,733.45,116.977671451,44.91,2020.85,44.9977733244,90.0,9629.9,106.998888889,239.9,3838.46,16.0002501042
274,2016-11-26,11.44,22.87,1.99912587413,56.84,1080.03,19.0012315271,46.31,555.74,12.0004318722,341.06,9890.71,28.9999120389,24.65,172.58,7.00121703854,6.29,623.08,99.0588235294,43.14,1207.98,28.0013908206,81.56,9135.11,112.004781756,464.31,4178.77,8.99995692533
275,2016-11-27,13.22,26.44,2.0,99.94,3697.87,37.0009005403,52.63,842.13,16.0009500285,305.34,7022.76,22.9998034977,21.59,107.94,4.9995368226,8.11,664.63,81.9519112207,50.14,1404.04,28.0023932988,100.36,12143.22,120.996612196,568.86,11377.25,20.0000878951
276,2016-11-28,15.83,47.49,3.0,79.11,2452.41,31.0,106.52,1704.36,16.0003755163,432.46,12108.97,28.0002081117,44.62,223.08,4.99955177051,9.19,1010.82,109.991294886,46.0,1610.04,35.0008695652,102.04,16428.0,160.995687966,722.76,15900.74,22.0000276717
277,2016-11-29,18.71,74.83,3.99946552646,159.99,3359.85,21.0003750234,64.9,1946.98,29.9996918336,355.3,8171.92,23.0000562905,22.73,295.44,12.997800264,7.72,672.05,87.0531088083,52.8,1531.3,29.0018939394,95.42,14503.89,152.000523999,506.41,5064.06,9.99992101262
278,2016-12-05,11.65,34.95,3.0,123.78,3218.32,26.000323154,38.05,532.63,13.9981603154,241.57,3381.92,13.9997516248,16.87,168.68,9.99881446354,7.5,652.77,87.036,39.46,907.63,23.0012671059,89.57,8060.94,89.9959807971,69.23,830.77,12.000144446
279,2016-12-06,10.29,51.46,5.0009718173,98.12,4513.73,46.0021402364,49.45,593.44,12.0008088979,194.91,3118.52,15.9997947771,42.64,255.82,5.99953095685,5.34,347.37,65.0505617978,35.59,925.37,26.0008429334,99.82,6388.7,64.0022039671,93.15,465.75,5.0
280,2016-12-07,18.76,75.02,3.99893390192,142.4,2990.4,21.0,57.99,927.78,15.9989653389,264.45,4231.21,16.0000378143,58.14,58.14,1.0,6.8,604.85,88.9485294118,33.24,365.62,10.9993983153,59.54,3155.69,53.0011756802,169.25,1184.74,6.99994091581
281,2016-12-08,11.67,69.99,5.99742930591,106.84,3418.77,31.9989704231,77.56,620.48,8.0,291.29,6699.61,22.9997940197,18.34,91.72,5.00109051254,9.3,697.45,74.9946236559,58.99,766.91,13.000678081,67.78,2507.92,37.0008852169,105.7,739.93,7.00028382214
282,2016-12-09,13.93,27.85,1.99928212491,104.95,2833.74,27.0008575512,87.16,2091.93,24.0010325838,375.68,8265.03,22.0001863288,35.96,143.83,3.99972191324,6.03,361.68,59.9800995025,42.54,1233.65,28.9997649271,86.71,5809.67,67.0011532695,166.33,1829.6,10.9998196357
283,2016-12-10,9.83,9.83,1.0,150.2,2703.53,17.9995339547,70.26,1405.19,19.9998576715,219.41,3729.94,16.9998632697,23.66,260.3,11.0016906171,7.45,640.52,85.9758389262,52.03,1092.62,20.9998078032,62.24,5103.99,82.0049807198,90.04,1260.49,13.9992225677
284,2016-12-12,16.69,16.69,1.0,150.47,2407.52,16.0,25.3,177.09,6.99960474308,222.92,2452.17,11.0002242957,38.77,116.31,3.0,7.01,827.74,118.079885877,41.83,1589.51,37.9992828114,39.47,2526.14,64.0015201419,476.12,12379.19,26.0001470218
285,2016-12-13,11.13,11.13,1.0,91.79,1376.78,14.9992373897,46.02,552.22,11.9995654063,200.17,4003.37,19.9998501274,30.6,214.23,7.00098039216,5.84,589.49,100.940068493,59.03,3246.62,54.9994917838,91.97,9748.97,106.001630967,718.62,32338.04,45.0001948178
