date,IOTA,Ripple,Dash,NEM,Monero,Bitcoin Gold,Cardano,Ethereum Classic,Stellar Lumens,NEO,BitConnect,Waves,Qtum,Stratis,Lisk,Zcash,MonaCoin,Nxt,Hshare,BitShares,Bytecoin,Steem,Ark,Decred,Vertcoin,Komodo,Einsteinium,Dogecoin,Siacoin,PIVX,Factom,Syscoin,RaiBlocks,Cryptonex,BitcoinDark,Byteball Bytes,ZCoin,VeChain,Pura,DigiByte,GameCredits,Verge,NAV Coin,Nexus,Blocknet,Skycoin,Metaverse ETP,BitBay,GXShares,Achain,Peercoin,MinexCoin,Groestlcoin,ZenCash,Particl,Feathercoin,Ubiq,Lykke,PotCoin,Counterparty,Asch,Viacoin,FairCoin,FedoraCoin,Aeon,Rise,Voxels,ION,Emercoin,DECENT,KuCoin Shares,Neblio,ReddCoin,CloakCoin,SIBCoin,Namecoin,SmartCash,Diamond,XTRABYTES,Elastic,WhiteCoin,I/O Coin,Crown,LBRY Credits,OKCash,Gulden,MonetaryUnit,Bitcore,SaluS,Bitzeny,BlackCoin,NoLimitCoin,Shift,GridCoin,BitSend,Burst,TransferCoin,Omni,Golos,Steem Dollars,VeriCoin,HempCoin,LEOcoin,Boolberry,Rubycoin,DigitalNote,Gambit,BridgeCoin,Clams,The ChampCoin,SolarCoin,ATBCoin,Sphere,Radium,Unobtanium,NeosCoin,Peerplays,Pascal Coin,Expanse,Energycoin,E-Dinar Coin,FlorinCoin,Masternodecoin,Vcash,Tao,Bitdeal,LoMoCoin,DeepOnion,XP,HEAT,Auroracoin,Oxycoin,ToaCoin,Curecoin,Novacoin,Sequence,Musicoin,BitBean,E-coin,Mooncoin,CasinoCoin,Obsidian,PinkCoin,PoSW Coin,Bitmark,Stealthcoin,DubaiCoin,Pesetacoin,Dynamic,NewYorkCoin,Bitcoin Plus,Syndicate,Kore,BlueCoin,Sexcoin,ECC,XCurrency,PRIZM,Bitcloud,Onix,Dimecoin,Myriad
2017-09-03,5,10,68,83,24,5,5,23,3,74,20,82,22,29,41,28,2,61,100,24,19,41,86,38,7,23,7,16,21,36,26,80,61,0,100,13,13,2,92,17,25,18,53,71,56,5,0,26,98,21,27,5,4,16,33,43,57,96,5,56,62,12,12,10,88,62,35,77,49,88,0,10,4,57,13,33,17,86,6,84,27,50,60,27,68,62,68,15,80,1,23,18,96,52,78,71,27,93,57,0,25,0,7,15,0,7,40,22,71,100,20,53,79,68,12,9,24,39,41,16,0,22,0,12,71,35,27,35,71,69,32,43,0,49,14,75,38,11,39,19,35,93,32,0,31,22,10,72,87,23,18,54,70,32,28,85,76,69,18,86,10,73
2017-09-10,4,9,67,77,22,4,5,17,2,72,20,83,26,27,25,25,1,62,21,24,11,28,72,44,5,19,7,16,17,20,20,52,27,100,12,13,17,2,81,11,37,25,21,75,56,9,0,17,48,0,14,9,3,13,46,8,33,81,4,71,55,20,36,10,79,63,33,80,40,76,0,40,4,72,7,20,34,85,3,90,0,0,60,9,100,57,44,12,84,1,29,9,95,25,31,72,37,90,55,15,5,19,40,10,20,9,46,0,60,66,40,17,82,72,14,17,23,17,71,15,13,14,0,95,74,30,76,7,70,67,24,42,0,34,0,84,32,16,45,21,0,90,6,34,21,13,6,20,93,34,19,56,62,41,17,90,42,67,71,86,10,73
2017-09-17,4,8,78,93,26,4,4,14,2,72,22,87,8,30,23,25,2,75,22,22,12,30,67,56,10,18,9,16,12,25,15,19,33,58,0,13,31,0,85,9,42,17,10,74,26,0,24,22,49,0,25,9,5,8,27,15,34,85,4,64,71,9,12,10,85,64,33,85,24,84,0,14,3,57,33,45,34,85,4,92,100,100,62,18,59,61,44,10,88,0,38,0,96,41,31,69,49,93,63,0,3,4,27,10,20,7,42,42,62,32,13,62,81,70,12,9,8,19,56,0,0,14,0,19,75,100,45,10,72,70,16,43,0,21,21,83,23,5,77,14,0,84,6,69,21,8,5,26,92,12,17,54,57,54,13,81,42,68,100,89,5,84
2017-09-24,4,7,79,90,21,6,4,19,2,79,22,83,15,22,23,45,1,67,26,21,8,37,67,37,7,24,11,14,13,17,24,18,24,86,12,13,21,1,86,10,58,17,24,71,36,5,15,17,0,0,10,9,0,9,20,19,36,90,4,67,86,6,12,15,90,66,44,86,8,84,0,14,7,26,0,23,13,87,5,93,45,0,61,18,26,76,53,17,87,1,22,9,93,23,23,73,0,93,70,10,5,11,33,7,0,4,44,40,64,17,47,53,81,71,26,34,11,34,45,0,0,21,34,11,72,35,45,7,68,71,8,71,57,7,14,85,29,8,33,23,0,75,13,68,10,13,3,20,95,0,17,54,53,21,23,81,97,71,34,92,10,76
2017-10-01,4,9,74,80,20,9,8,19,5,75,28,85,16,26,27,35,3,67,39,29,9,38,64,38,9,19,12,13,13,28,11,19,30,58,37,0,26,9,87,16,42,21,12,74,36,14,6,16,0,10,9,5,0,16,40,11,54,93,3,92,73,26,0,5,100,68,31,86,24,84,0,46,3,15,7,32,42,88,5,91,9,25,60,18,13,77,44,11,98,0,16,9,93,18,70,77,13,95,49,5,14,0,27,5,30,7,39,52,61,17,27,35,83,71,20,26,28,22,41,0,0,11,35,23,70,45,34,3,72,70,24,100,0,21,7,84,30,8,86,20,0,80,13,17,31,0,9,14,95,0,15,60,46,50,9,79,42,65,71,91,5,71
2017-10-08,4,12,77,87,18,24,7,14,5,73,35,87,16,24,23,28,53,72,47,30,10,28,61,19,9,17,8,15,13,32,19,13,39,14,12,0,16,4,83,11,21,17,17,71,35,0,39,20,0,0,11,5,0,13,26,17,61,91,5,85,75,11,12,10,86,100,31,86,32,80,0,18,3,15,26,24,29,86,7,95,9,25,62,0,19,68,18,15,100,1,22,9,89,18,31,79,49,91,61,5,16,3,46,10,100,9,51,60,64,64,33,18,84,75,23,9,11,21,40,28,0,24,0,15,70,25,20,14,72,73,8,28,0,21,0,91,32,5,100,11,35,83,19,17,0,5,4,17,100,0,21,59,46,45,23,83,75,74,35,84,15,73
2017-10-15,4,14,75,87,20,30,7,13,27,70,43,88,18,23,22,25,28,77,21,22,13,34,60,25,24,17,8,17,13,45,18,28,20,29,12,0,18,9,82,8,21,17,34,69,10,18,100,20,0,10,17,9,1,79,53,15,40,88,4,55,89,14,24,24,95,67,33,86,8,75,0,83,2,20,20,33,38,94,6,95,0,0,61,0,4,70,0,14,98,4,23,53,87,23,15,85,100,87,59,25,5,0,26,15,50,13,44,30,58,41,53,26,85,60,100,17,17,21,32,22,13,11,34,11,69,35,35,17,70,75,16,14,0,21,28,91,27,5,68,15,69,76,13,17,10,4,12,0,93,11,24,47,44,59,26,78,23,68,75,95,41,80
2017-10-22,4,10,77,88,20,100,6,16,11,69,48,86,8,37,20,28,13,66,17,13,10,30,63,48,58,17,10,16,9,26,21,34,6,42,24,0,21,3,84,7,45,19,13,66,35,13,33,21,0,81,20,0,21,76,52,17,42,80,5,81,72,17,48,5,88,67,41,90,48,85,100,56,3,25,33,29,100,86,9,100,18,25,64,9,11,64,26,27,98,2,22,0,91,13,54,80,31,89,61,0,11,3,33,10,10,2,47,21,53,0,39,17,86,67,20,8,11,25,32,28,0,22,34,30,68,64,19,21,73,83,16,28,0,14,0,95,20,13,40,11,0,77,13,67,31,7,13,10,96,0,22,57,45,10,19,80,95,73,34,100,51,83
2017-10-29,4,11,78,87,21,48,7,21,10,70,68,85,7,33,20,28,10,63,13,16,11,33,66,42,55,16,5,18,13,22,21,33,6,28,49,13,33,3,85,10,37,20,18,68,20,9,15,22,0,0,21,42,100,63,39,82,52,87,4,64,69,71,48,14,97,70,33,92,24,83,0,64,2,10,39,24,54,87,11,100,0,0,61,9,35,80,26,17,92,8,24,9,88,15,69,86,75,88,60,5,43,0,39,5,0,18,43,21,54,33,46,0,84,67,11,0,11,19,28,0,0,19,0,53,67,30,17,10,72,82,0,14,77,41,21,93,12,3,37,12,0,84,13,17,20,15,24,26,96,11,30,67,50,20,17,76,58,78,99,85,15,74
2017-11-05,5,11,77,86,31,38,6,44,10,71,73,85,10,25,31,31,8,64,17,17,12,31,64,27,33,17,7,20,15,36,24,28,5,14,36,13,20,2,80,11,20,20,13,66,84,18,21,34,0,40,18,100,29,50,39,35,63,76,17,76,88,11,35,5,86,69,49,93,47,83,0,50,3,10,13,45,33,89,9,98,18,24,64,17,15,71,42,14,97,5,21,34,89,35,30,91,13,95,67,5,60,7,32,20,10,11,40,0,55,33,77,0,87,77,19,0,41,19,27,29,12,10,0,100,69,24,16,3,72,83,8,41,0,100,14,96,19,5,64,16,0,81,6,17,30,13,17,8,97,0,46,61,50,24,20,85,89,74,33,90,50,75
2017-11-12,8,13,85,91,29,75,7,52,10,73,77,93,9,22,66,36,10,67,79,18,11,37,62,36,26,17,14,19,10,23,28,40,5,14,48,0,35,2,83,13,44,17,23,68,15,13,20,45,93,40,22,31,16,40,45,18,62,84,9,64,100,17,23,19,84,68,44,98,62,88,32,48,3,15,19,39,49,91,10,99,26,24,63,9,38,61,41,100,93,3,30,0,87,29,82,88,0,93,50,5,13,2,32,10,19,8,37,77,60,24,51,17,91,82,11,33,44,35,31,27,12,0,0,22,67,43,14,23,73,87,23,14,0,53,13,99,22,39,37,23,67,90,24,49,30,25,10,13,99,0,41,58,47,34,8,80,81,80,74,86,0,83
2017-11-19,9,15,90,90,32,56,7,31,12,78,76,78,12,27,71,34,7,85,12,38,15,48,65,44,23,15,7,26,16,40,24,32,5,14,48,25,52,3,89,9,32,19,15,66,24,26,26,43,46,69,19,36,19,49,13,77,74,77,12,88,59,19,82,23,91,65,30,95,16,85,33,38,3,10,38,37,45,93,7,89,52,0,66,9,27,74,25,52,93,3,26,9,81,27,22,88,0,87,55,24,18,2,51,7,0,11,42,49,53,0,70,8,76,64,17,41,11,29,28,29,0,5,0,26,65,57,14,17,72,80,15,14,76,40,20,81,14,21,50,14,100,90,12,0,10,7,11,8,91,11,41,55,48,39,27,69,49,91,92,87,20,73
2017-11-26,19,23,91,88,50,51,32,100,47,71,88,88,9,31,43,43,26,70,21,40,24,49,65,53,40,16,50,34,23,44,24,42,6,14,95,25,57,6,93,20,44,19,41,64,19,61,20,50,0,59,75,89,19,49,32,46,67,89,24,90,66,8,23,51,97,66,54,100,46,79,0,38,5,39,32,86,52,98,17,94,17,24,68,34,20,74,25,49,98,5,38,42,85,49,82,89,23,91,52,14,23,17,38,14,10,6,42,60,51,48,57,34,91,66,14,74,11,29,26,41,0,5,0,33,64,95,41,43,70,81,0,14,0,7,27,96,29,21,39,25,0,96,6,81,39,21,16,41,99,0,79,55,48,100,43,81,52,95,41,84,10,84
2017-12-03,100,25,87,93,86,44,26,62,81,74,92,93,14,75,49,55,100,86,33,49,37,72,64,60,100,16,100,42,57,40,33,67,17,55,60,25,73,17,87,28,32,19,75,65,29,44,9,60,0,30,56,63,23,85,19,100,50,96,35,84,75,25,12,66,95,68,68,100,94,81,0,61,7,30,32,59,61,99,34,93,96,24,83,17,26,77,76,56,89,100,41,60,87,74,90,100,30,93,55,100,29,100,19,22,10,11,42,20,54,16,96,0,98,59,47,58,25,33,27,15,0,32,0,11,66,67,93,91,69,87,92,0,71,27,13,97,44,31,22,28,67,92,18,16,70,18,22,27,95,22,89,56,56,44,27,78,58,95,84,85,15,79
2017-12-10,71,96,88,97,87,43,50,98,84,76,100,95,30,53,50,73,64,90,33,71,57,77,79,83,89,16,59,72,52,63,45,66,69,56,48,100,100,25,84,41,89,30,56,63,20,88,35,63,0,100,92,54,22,69,51,98,78,93,50,100,72,47,94,57,99,66,100,93,39,82,33,73,13,45,26,79,94,97,100,95,61,48,100,9,21,93,35,44,90,81,54,0,82,79,23,97,25,93,75,62,68,53,77,26,19,36,46,100,54,56,26,17,92,60,25,100,28,44,26,36,0,34,100,22,67,68,38,98,69,85,100,14,38,40,34,93,54,39,18,34,67,98,43,99,100,27,20,42,90,100,89,59,56,72,66,82,31,97,58,84,100,73
2017-12-17,58,100,92,99,100,48,100,91,100,79,91,82,100,89,100,100,36,100,47,100,100,100,87,100,54,18,100,100,100,100,61,100,100,20,17,18,100,100,82,89,91,100,100,61,49,100,29,100,66,71,100,32,29,100,100,75,100,100,33,50,64,71,100,100,96,61,90,90,78,87,0,100,100,56,100,100,87,99,81,79,37,0,94,24,17,100,44,31,92,50,100,36,77,95,53,100,15,91,56,47,100,60,100,32,28,100,44,88,58,39,100,0,75,61,35,24,22,73,26,0,0,86,0,26,63,82,57,100,73,77,54,58,91,38,10,77,80,100,45,44,0,100,35,0,71,100,19,100,87,47,100,53,49,78,100,76,83,100,91,83,78,69
