,date,shoes,shoes_sales,shoes_weighting,tops,tops_sales,tops_weighting,dress,dress_sales,dress_weighting,socks,socks_sales,socks_weighting
26,2016-03-13,76.37,6873.26,89.99947623412335,18.36,4223.65,230.04629629629628,39.62,10540.01,266.0275113579001,16.98,2428.14,143.0
27,2016-03-14,91.11,7743.94,84.99549994512128,19.17,5002.83,260.97183098591546,32.06,7053.8,220.0187149095446,16.57,3181.21,191.98611949305973
28,2016-03-15,78.32,5639.33,72.00370275791624,16.31,4516.55,276.9190680564071,37.5,8700.84,232.0224,15.54,2982.91,191.95045045045046
29,2016-03-16,78.38,6505.35,82.99757591222252,19.85,5062.17,255.02115869017632,35.66,6133.95,172.01205832865958,16.07,3069.31,190.9962663347853
30,2016-03-17,80.26,6340.87,79.00411163717916,18.14,4389.68,241.98897464167587,33.51,10085.66,300.97463443748137,16.34,3742.37,229.031211750306
31,2016-03-18,88.56,6021.96,67.99864498644986,19.33,4968.83,257.05276771857217,39.22,9490.32,241.97654258031616,16.36,3582.66,218.98899755501222
32,2016-03-19,76.61,4979.4,64.99673671844407,21.6,4990.04,231.02037037037036,40.21,6835.36,169.99154439194228,15.54,2517.46,161.99871299871302
33,2016-03-20,70.29,6817.82,96.99558969981504,21.44,5275.04,246.03731343283582,37.3,8578.93,229.9981233243968,15.34,1978.38,128.96870925684485
34,2016-03-21,81.64,7347.81,90.00257226849584,17.34,4316.69,248.94405997693192,38.58,7599.94,196.9917055469155,15.44,2778.39,179.94753886010363
35,2016-03-22,81.04,7050.06,86.99481737413623,18.37,4630.38,252.06205770277626,40.56,10464.48,258.0,14.74,3154.02,213.97693351424695
36,2016-03-23,85.64,6936.7,80.99836524988324,18.39,4211.35,229.00217509516042,35.49,9262.27,260.9825302902226,13.28,3161.01,238.02786144578317
37,2016-03-24,78.27,6653.23,85.00357736041906,19.92,4442.19,223.00150602409636,38.09,7808.49,205.00105014439484,16.11,2562.09,159.03724394785849
38,2016-03-25,76.39,5958.41,77.9998690928132,18.34,4162.53,226.96455834242093,35.91,7613.39,212.0130882762462,16.46,2667.16,162.0388821385176
39,2016-03-26,75.79,5684.23,74.99973611294365,19.92,4800.18,240.97289156626505,38.39,5143.89,133.99036207345662,15.5,2650.86,171.02322580645162
40,2016-03-27,77.43,6039.44,77.99870851091308,18.81,5022.4,267.0069112174375,33.76,11917.02,352.9922985781991,14.23,2277.42,160.04356992269854
41,2016-03-28,76.27,6253.78,81.99527992657664,19.22,4881.07,253.95785639958376,41.53,7392.79,178.01083554057308,17.09,1845.47,107.98537156231714
42,2016-03-29,78.59,7858.5,99.99363786741316,20.15,5358.93,265.9518610421837,35.51,8522.82,240.01182765418193,15.97,2427.44,152.0
43,2016-03-30,72.77,7422.78,102.00329806238835,17.14,4628.6,270.04667444574096,32.93,8464.18,257.0355299119344,16.26,2731.2,167.97047970479701
44,2016-03-31,78.03,6320.57,81.00179418172497,19.73,5365.43,271.9427268119615,36.34,9375.7,257.99944964226745,17.49,3112.78,177.97484276729563
45,2016-04-01,72.11,6417.88,89.00124809319097,19.02,3842.49,202.02365930599368,41.55,8060.45,193.99398315282792,14.58,2989.15,205.01714677640604
46,2016-04-02,81.12,6652.03,82.00234220907296,17.57,5569.41,316.9840637450199,35.2,7850.66,223.0301136363636,16.41,3610.61,220.02498476538696
47,2016-04-03,77.2,8724.16,113.00725388601036,17.18,4038.41,235.06461001164143,33.52,7709.24,229.98926014319807,15.61,2373.35,152.0403587443946
48,2016-04-04,89.87,6920.34,77.00389451429842,17.81,4025.69,226.03537338573838,37.88,8030.32,211.9936642027455,17.3,2595.18,150.01040462427744
49,2016-04-05,77.82,6925.59,88.99498843484966,18.01,4628.39,256.99000555247085,38.17,9008.16,236.00104794341104,16.93,2895.59,171.0330773774365
50,2016-04-06,75.9,6299.64,82.99920948616601,17.84,3691.97,206.94899103139014,37.02,8552.7,231.0291734197731,16.14,3599.38,223.0099132589839
51,2016-04-07,70.26,5550.71,79.0024195844008,20.88,4468.35,214.00143678160921,33.46,7762.15,231.98296473401075,15.52,3336.83,215.00193298969072
52,2016-04-08,76.34,5572.86,73.00052397170552,20.3,4892.71,241.02019704433496,32.6,7562.84,231.9889570552147,16.68,3269.26,195.99880095923263
53,2016-04-09,80.95,6556.84,80.99864113650402,18.33,4344.9,237.03764320785598,37.38,7625.15,203.99010165864095,18.34,3301.75,180.0299890948746
54,2016-04-10,82.53,7840.73,95.00460438628377,18.72,4287.27,229.02083333333337,32.46,9608.58,296.0129390018484,16.77,2900.45,172.9546809779368
55,2016-04-11,76.87,7148.91,92.99999999999999,19.12,4378.34,228.9926778242678,31.57,6724.07,212.9892302819132,16.94,3607.65,212.96635182998818
56,2016-04-12,83.05,8055.65,96.99759181216135,17.09,4102.06,240.0269163253365,38.06,7763.92,203.99159222280608,15.25,3842.06,251.9383606557377
57,2016-04-13,80.59,8139.47,100.99851098151136,20.74,4769.48,229.96528447444553,36.96,4065.86,110.00703463203463,17.3,4099.12,236.94335260115605
58,2016-04-14,77.72,6140.19,79.00398867730314,17.11,3626.59,211.95733489187612,34.91,10262.58,293.97250071612723,17.29,4045.87,234.0005783689994
59,2016-04-15,79.57,6445.3,81.00163378157598,17.34,4281.85,246.9348327566321,32.37,9840.55,304.0021624961384,16.5,3777.51,228.94000000000003
60,2016-04-16,76.38,6262.83,81.99567949725059,19.03,3920.07,205.9942196531792,33.2,6274.88,189.0024096385542,14.64,3059.51,208.98292349726776
61,2016-04-17,93.69,8151.22,87.002027964564,18.98,5163.86,272.0684931506849,35.89,8899.76,247.97325160211759,17.09,2973.24,173.9754242246928
62,2016-04-18,89.76,7539.64,83.99777183600713,21.15,5117.15,241.94562647754137,36.38,8294.87,228.00632215503023,15.58,3537.6,227.06033376123233
63,2016-04-19,78.3,6341.97,80.99578544061303,16.45,3223.59,195.9629179331307,39.92,9980.78,250.01953907815633,16.8,4199.22,249.95357142857142
64,2016-04-20,76.39,7867.89,102.99633459876948,18.2,3567.99,196.0434065934066,39.31,7978.92,202.97430679216484,17.55,4141.09,235.95954415954415
65,2016-04-21,85.81,7980.61,93.0032630229577,18.86,3488.51,184.96871686108167,37.79,9297.44,246.02910822969042,16.79,4130.15,245.98868374032162
66,2016-04-22,84.0,5795.81,68.9977380952381,18.35,5045.38,274.9525885558583,35.07,8101.83,231.01881950384944,16.87,4115.75,243.96858328393597
67,2016-04-23,77.42,6271.33,81.00400413329889,18.14,4554.38,251.0683572216097,38.13,9265.39,242.99475478625752,17.38,4101.14,235.96892980437286
68,2016-04-24,83.34,6750.9,81.00431965442763,17.09,3622.37,211.95845523698068,37.08,7564.3,203.99946062567423,16.43,3219.51,195.95313451004262
69,2016-04-25,79.01,7821.77,98.9972155423364,19.07,4671.89,244.9863660199266,36.3,5009.2,137.99449035812674,15.93,2946.22,184.94789704959194
70,2016-04-26,77.59,8069.66,104.00386647763887,18.64,4044.07,216.95654506437768,39.49,13109.43,331.96834641681437,15.82,2958.64,187.0189633375474
71,2016-04-27,87.32,7771.58,89.00114521300962,20.41,4244.73,207.9730524252817,39.13,8960.34,228.98901098901098,15.93,5064.16,317.9008160703076
72,2016-04-28,82.72,5459.66,66.00169245647969,18.14,3646.49,201.01929437706724,38.81,9353.98,241.0198402473589,16.35,4055.6,248.04892966360853
73,2016-04-29,81.13,5922.77,73.00345125107853,16.8,4133.78,246.0583333333333,39.78,9229.3,232.00854700854697,16.57,3513.68,212.05069402534698
74,2016-04-30,83.87,7212.78,85.99952307142004,18.3,3917.03,214.04535519125685,41.39,8278.04,200.00096641700895,18.06,3449.77,191.01716500553712
75,2016-05-01,76.84,6147.49,80.00377407600207,18.64,4491.16,240.94206008583689,40.53,9524.1,234.98889711324944,16.35,2958.51,180.94862385321102
76,2016-05-02,81.43,7003.3,86.00392975561832,17.77,4478.64,252.0337647720878,42.42,7592.67,178.9879773691655,16.87,3272.76,193.99881446354476
77,2016-05-03,81.46,7413.11,91.00306899091579,18.46,3655.36,198.01516793066088,38.59,11151.37,288.9704586680487,18.27,4036.6,220.94143404488233
78,2016-05-04,76.62,5516.38,71.99660663012268,16.89,4172.53,247.04144464179987,40.21,9167.78,227.99751305645364,17.17,4257.12,247.9394292370413
79,2016-05-05,80.22,7139.22,88.99551234106208,18.55,4303.42,231.99029649595687,42.5,9138.35,215.02,17.63,4249.8,241.05501985252414
80,2016-05-06,78.62,4245.65,54.00216229966929,19.04,4244.81,222.9417016806723,37.67,10208.09,270.98725776479955,18.37,4940.91,268.9662493195427
81,2016-05-07,83.94,5540.02,65.99976173457232,17.1,4154.47,242.9514619883041,38.36,9015.5,235.02346193952033,17.49,4915.84,281.06575185820475
82,2016-05-08,79.14,8467.82,106.9979782663634,16.58,3813.89,230.0295536791315,41.35,6822.49,164.9937122128174,20.04,3486.81,173.9925149700599
83,2016-05-09,79.33,6980.83,87.99735282995084,17.14,4457.32,260.0536756126021,43.41,10853.19,250.01589495507952,16.62,4686.26,281.96510228640193
84,2016-05-10,74.15,6377.1,86.00269723533378,15.69,3860.8,246.06755895474828,35.22,8805.27,250.0076660988075,18.17,4343.07,239.0242157402311
85,2016-05-11,75.03,7352.85,97.99880047980808,17.03,3916.91,230.00058719906045,35.83,9064.66,252.99078984091545,18.77,4785.23,254.94033031433136
86,2016-05-12,66.1,5023.63,76.00045385779123,16.86,3675.09,217.97686832740214,39.94,8667.86,217.0220330495744,16.96,4138.8,244.03301886792454
87,2016-05-13,79.5,5962.62,75.00150943396227,17.1,4445.13,259.94912280701755,39.89,7699.44,193.01679618952116,16.39,4441.52,270.9896278218426
88,2016-05-14,76.12,7763.89,101.99540199684708,16.45,4392.97,267.04984802431613,36.28,7945.44,219.00330760749722,16.66,3965.85,238.04621848739495
89,2016-05-15,77.45,8364.55,107.99935442220786,17.68,4277.61,241.94626696832577,38.81,8733.04,225.02035557845917,16.57,3877.53,234.00905250452627
90,2016-05-16,82.0,8610.08,105.0009756097561,17.7,4585.24,259.0531073446328,37.32,9106.9,244.0219721329046,15.68,4124.59,263.0478316326531
91,2016-05-17,75.9,8197.72,108.00685111989458,16.83,3550.58,210.96732026143792,34.09,7499.94,220.00410677618066,16.36,3845.42,235.05012224938878
92,2016-05-18,66.9,6020.71,89.99566517189835,17.4,3689.21,212.02356321839082,41.59,10313.58,247.98220726136088,15.68,3998.58,255.01147959183675
93,2016-05-19,68.89,6751.67,98.00653215270721,17.73,4574.66,258.01804850535814,33.9,9526.04,281.00412979351034,17.05,3989.7,233.99999999999997
94,2016-05-20,67.35,5657.58,84.00267260579065,19.19,4701.34,244.98905680041688,41.38,6538.19,158.0036249395843,17.69,4317.51,244.06500847936687
95,2016-05-21,68.77,6120.87,89.00494401628617,16.22,3988.89,245.9241676942047,35.94,8050.14,223.9883138564274,14.1,3848.21,272.922695035461
96,2016-05-22,69.71,7388.93,105.99526610242434,17.45,4414.95,253.0057306590258,24.58,7965.08,324.0471928397071,16.18,4157.09,256.92768850432634
97,2016-05-23,77.26,6335.16,81.99792907067045,18.34,4603.51,251.00926935659763,35.19,11295.07,320.9738562091503,15.07,3721.16,246.92501658925016
98,2016-05-24,78.02,6319.77,81.00192258395285,18.41,4326.74,235.02118413905484,33.22,3188.74,95.9885611077664,16.33,4736.32,290.03796693202696
99,2016-05-25,73.45,6023.19,82.00394826412524,17.08,4150.21,242.98653395784547,35.15,12443.79,354.0196301564723,14.98,3910.02,261.0160213618158
100,2016-05-26,70.74,7498.83,106.00551314673453,17.17,4412.78,257.0052417006406,31.95,6869.64,215.01220657276997,16.43,5257.49,319.9933049300061
101,2016-05-27,79.16,6253.71,79.00088428499242,17.17,4087.38,238.0535818287711,35.09,8209.98,233.9692220005699,18.17,4069.66,223.97688497523387
102,2016-05-28,67.27,7131.14,106.00773004310987,16.91,4700.05,277.9450029568303,34.11,8015.82,234.99912049252418,18.96,3830.53,202.0321729957806
103,2016-05-29,76.42,8329.47,108.99594347029573,17.73,4539.74,256.04850535815,35.02,8543.84,243.97030268418044,16.62,4287.73,257.98616125150414
104,2016-05-30,74.1,6965.01,93.99473684210527,18.4,4416.91,240.04945652173913,37.16,8360.33,224.9819698600646,17.33,4055.76,234.0311598384305
105,2016-05-31,41.08,16800.04,408.95910418695235,18.99,4955.24,260.93944181147975,32.71,7621.08,232.98929990828492,17.28,3871.01,224.01678240740742
106,2016-06-01,81.88,2538.3,31.00024425989253,20.06,4432.63,220.96859421734797,38.7,8708.56,225.0273901808785,17.89,3953.43,220.98546674119618
107,2016-06-02,77.16,10570.85,136.9990927941939,16.96,4172.91,246.04422169811318,34.76,8865.02,255.03509781357886,17.47,4262.11,243.9673726388094
108,2016-06-03,84.14,7572.79,90.00225814119325,18.06,4531.96,250.93909191583612,42.1,9092.69,215.97838479809977,18.46,4505.22,244.0530877573131
109,2016-06-04,73.63,10013.41,135.99633301643354,18.61,4355.36,234.0333154218162,42.21,8864.98,210.0208481402511,15.73,3539.41,225.01017164653527
110,2016-06-05,64.18,9433.87,146.99080710501713,17.5,4532.44,258.99657142857143,35.72,8929.68,249.99104143337067,15.25,3705.44,242.97967213114754
111,2016-06-06,76.87,8686.5,113.00247170547678,17.11,4449.66,260.06195207481005,34.43,7814.93,226.98024978216674,18.2,4185.34,229.96373626373628
112,2016-06-07,72.15,8369.27,115.9981981981982,17.29,4133.2,239.05147484094852,40.85,8537.12,208.9870257037944,17.98,4799.68,266.94549499443826
113,2016-06-08,78.51,11383.6,144.9955419691759,19.81,4616.56,233.04189803129736,42.79,8044.04,187.98878242580042,16.68,4285.96,256.95203836930455
114,2016-06-09,71.64,8883.77,124.00572305974316,17.71,4320.35,243.94974590626765,32.56,8758.78,269.0042997542998,17.07,4627.1,271.0661980082015
115,2016-06-10,81.37,7405.07,91.00491581664004,20.84,5043.71,242.02063339731285,32.05,8075.89,251.9778471138846,16.57,4158.3,250.95353047676525
116,2016-06-11,71.11,7821.92,109.9974687104486,18.2,4276.04,234.94725274725275,35.65,7950.28,223.0092566619916,17.25,4122.88,239.00753623188407
117,2016-06-12,63.39,6909.04,108.99258558132198,17.86,4483.76,251.05039193729004,35.86,7314.77,203.9813162297825,16.48,4252.5,258.0400485436893
118,2016-06-13,74.0,6363.78,85.99702702702703,18.11,4925.02,271.9503036996135,34.45,8164.2,236.98693759071116,17.02,4510.63,265.0193889541716
119,2016-06-14,79.57,7718.31,97.0002513510117,18.1,4343.43,239.96850828729282,35.87,8716.41,243.0,16.16,4040.89,250.05507425742573
120,2016-06-15,82.35,7246.48,87.99611414693382,18.09,4594.69,253.99060254284132,37.26,7936.45,213.00187869028449,17.14,4232.44,246.9334889148191
121,2016-06-16,85.86,7212.3,84.00069881201956,19.23,4712.28,245.04836193447736,36.9,9076.57,245.97750677506775,17.86,4375.41,244.9837625979843
122,2016-06-17,72.25,6574.59,90.99778546712803,17.59,4274.31,242.99658897100628,34.25,7568.21,220.96963503649636,15.56,3889.8,249.98714652956298
123,2016-06-18,84.92,7302.86,85.99693829486576,18.8,4964.28,264.05744680851063,36.68,7812.81,212.99918211559435,17.71,3895.9,219.98306041784303
124,2016-06-19,69.82,8378.99,120.00845030077343,16.32,3542.07,217.03860294117646,43.08,10769.57,249.99001857010214,14.64,3835.52,261.9890710382514
125,2016-06-20,75.31,6928.56,92.0005311379631,17.86,4840.21,271.00839865621504,35.02,7108.37,202.98029697315818,13.49,3319.17,246.04670126019275
126,2016-06-21,75.23,11360.11,151.00505117639239,19.28,4416.2,229.05601659751036,41.1,10357.45,252.00608272506085,15.96,3959.03,248.0595238095238
127,2016-06-22,81.03,8588.77,105.99494014562508,20.39,5750.51,282.0259931338892,33.27,7285.27,218.9741508866847,15.45,4852.13,314.05372168284794
128,2016-06-23,72.55,6891.86,94.99462439696761,18.75,4519.15,241.0213333333333,35.98,8779.92,244.0222345747638,16.43,3844.45,233.98965307364577
129,2016-06-24,78.98,8292.79,104.99860724233984,17.75,4402.5,248.0281690140845,32.77,4129.48,126.014037229173,15.32,3569.02,232.96475195822453
130,2016-06-25,80.25,6499.99,80.99676012461059,19.83,4718.73,237.95915279878972,37.22,10012.24,269.0016120365395,16.15,3440.5,213.0340557275542
131,2016-06-26,68.06,6738.22,99.00411401704379,20.21,4588.51,227.04156358238495,35.06,10028.23,286.0305191100969,14.58,3601.54,247.01920438957475
132,2016-06-27,75.36,7460.21,98.9942940552017,18.2,4803.91,263.95109890109893,31.52,6902.74,218.99555837563452,15.43,4273.16,276.93843162670123
133,2016-06-28,83.12,9392.82,113.0031280076997,16.39,3998.91,243.98474679682732,37.82,9038.06,238.97567424643046,16.36,4515.32,275.99755501222495
134,2016-06-29,73.1,8114.57,111.00642954856362,17.76,4457.02,250.95833333333334,41.72,9387.68,225.0162991371045,15.78,4432.98,280.92395437262354
135,2016-06-30,70.03,6232.52,88.99785806083108,16.15,4199.53,260.0328173374613,36.51,9200.51,251.9997261024377,14.24,4341.71,304.89536516853934
136,2016-07-01,86.16,6461.71,74.99663416898794,19.58,4953.91,253.00868232890707,32.35,7279.84,225.0336939721793,16.41,4415.55,269.0767824497258
137,2016-07-02,74.69,6049.52,80.9950461909225,19.14,3674.26,191.96760710553815,34.31,7822.99,228.00903526668608,16.66,3865.6,232.02881152460984
138,2016-07-03,74.81,6882.51,91.99986632803102,18.33,4307.28,234.98527004909985,40.24,7284.18,181.01838966202783,16.99,4706.38,277.00882872277816
139,2016-07-04,80.16,9298.19,115.99538423153693,17.99,5648.64,313.98777098387995,33.41,9187.82,275.0020951810835,16.03,3671.49,229.0386774797255
140,2016-07-05,83.97,8061.58,96.00547814695724,17.19,4366.0,253.98487492728327,38.45,9189.88,239.0085825747724,15.28,4264.11,279.0647905759162
141,2016-07-06,72.21,8953.78,123.99639939066613,20.69,4220.62,203.9932334461092,34.04,7183.17,211.02144535840188,16.26,4440.13,273.07072570725705
142,2016-07-07,74.22,10316.04,138.99272433306388,16.65,4579.51,275.04564564564566,33.47,7966.43,238.01703017627727,15.11,4486.74,296.9384513567174
143,2016-07-08,76.61,7890.91,103.00104425009789,19.65,4578.79,233.0173027989822,33.59,7892.66,234.9705269425424,15.69,3905.73,248.93116634799236
144,2016-07-09,71.69,8603.01,120.00292927883946,20.91,4914.44,235.02821616451456,38.14,7590.08,199.00576822233876,13.15,3497.25,265.9505703422053
145,2016-07-10,71.83,8762.96,121.99582347208687,17.84,4673.61,261.97365470852014,38.36,8669.65,226.00755995828987,17.12,4639.35,270.990070093458
146,2016-07-11,80.15,10339.11,128.99700561447287,18.34,4822.74,262.9629225736096,33.51,7438.6,221.98149806028053,15.06,4050.75,268.97410358565736
147,2016-07-12,79.58,10106.78,127.00150791656196,19.92,4461.16,223.95381526104416,35.49,9900.49,278.96562411947025,15.44,3644.1,236.01683937823833
148,2016-07-13,79.44,9135.51,114.99886706948641,18.8,4775.58,254.02021276595744,33.86,6975.7,206.01594802126402,15.99,4222.29,264.0581613508443
149,2016-07-14,72.3,9977.25,137.99792531120332,16.43,4239.7,258.04625684723067,35.38,8313.31,234.97201808931595,14.98,4480.11,299.0727636849132
150,2016-07-15,82.88,8288.4,100.00482625482626,18.31,4009.89,219.0,37.17,9365.67,251.9685230024213,17.22,3806.41,221.0458768873403
151,2016-07-16,80.7,9118.69,112.99491945477075,16.32,5124.17,313.9810049019608,42.37,7075.73,166.99858390370545,14.81,3198.63,215.97771775827144
152,2016-07-17,71.28,8909.96,124.99943883277216,19.03,4396.51,231.0304781923279,32.84,7717.53,235.00395858708887,16.33,4507.32,276.01469687691366
153,2016-07-18,79.99,9598.89,120.00112514064259,17.9,4224.34,235.99664804469276,35.81,9383.48,262.03518570231773,15.33,3709.26,241.96086105675147
154,2016-07-19,70.45,6551.96,93.00156139105748,20.09,5222.61,259.9606769537083,32.39,7805.34,240.97993207780178,13.87,4480.48,323.03388608507566
155,2016-07-20,68.83,7915.48,115.00043585645794,19.51,4643.7,238.01640184520755,33.19,6571.89,198.0081349804158,16.11,3913.54,242.92613283674737
156,2016-07-21,80.46,8045.5,99.99378573204078,21.09,5906.34,280.05405405405406,38.66,9316.97,240.99767201241593,16.11,4316.66,267.94909993792675
157,2016-07-22,75.02,6827.27,91.00599840042656,16.31,3555.5,217.99509503372167,34.33,8479.45,246.99825225750075,15.36,3840.51,250.03320312500003
158,2016-07-23,84.67,7366.53,87.00283453407346,19.84,4364.02,219.960685483871,32.42,7520.94,231.98457742134482,14.56,3160.08,217.03846153846152
159,2016-07-24,87.41,9090.65,104.00011440338633,16.92,4839.52,286.02364066193854,32.22,3254.13,100.99720670391062,16.5,3828.9,232.05454545454546
160,2016-07-25,83.63,8781.6,105.00538084419468,16.83,4273.59,253.9269162210339,34.14,13008.6,381.03690685413005,16.45,4293.52,261.00425531914897
161,2016-07-26,73.2,9369.02,127.99207650273225,18.25,4397.58,240.96328767123288,40.1,7859.91,196.0077306733167,15.93,4429.59,278.06591337099815
162,2016-07-27,81.47,7658.27,94.00110470111699,17.74,4489.27,253.0591882750846,36.75,9188.53,250.02802721088437,16.18,4384.01,270.95241038318915
163,2016-07-28,77.32,7577.06,97.99612002069324,18.81,4495.45,238.9925571504519,31.52,6996.52,221.97081218274113,15.27,3665.15,240.02292075965948
164,2016-07-29,78.96,8606.81,109.00215298885512,19.08,4560.62,239.02620545073376,37.22,8931.75,239.97178936055886,15.17,4505.12,296.9756097560976
165,2016-07-30,79.25,7449.37,93.9983596214511,18.54,4097.96,221.0334412081985,35.1,8142.29,231.97407407407405,15.09,3545.91,234.9840954274354
166,2016-07-31,88.81,10479.46,117.99864880081071,17.18,4467.48,260.0395809080326,35.38,5943.09,167.97880158281515,14.03,3648.31,260.0363506771205
167,2016-08-01,85.65,7794.11,90.99953298307062,18.57,4679.33,251.98330640818523,36.23,9348.04,258.0193210046923,14.47,3862.7,266.945404284727
168,2016-08-02,76.85,7761.79,100.99921925829538,17.86,5570.9,311.9204927211646,35.24,8280.77,234.9821225879682,15.21,3651.43,240.0677186061801
169,2016-08-03,80.55,10068.78,125.0003724394786,22.5,2655.3,118.01333333333334,37.44,8124.33,216.9959935897436,15.11,4578.07,302.9827928524156
170,2016-08-04,77.98,7563.94,96.99846114388303,19.46,5662.86,290.99999999999994,34.89,9106.2,260.99742046431646,15.3,4283.71,279.981045751634
171,2016-08-05,79.81,7022.87,87.99486279914797,17.45,4590.24,263.0510028653295,34.39,7530.67,218.97848211689444,14.72,3725.25,253.07404891304347
172,2016-08-06,75.73,7496.89,98.99498217351116,17.41,4405.09,253.02067777139575,38.76,8332.75,214.98323013415893,14.31,3477.91,243.04053109713485
173,2016-08-07,71.55,10874.98,151.99133473095736,17.92,4837.24,269.93526785714283,32.86,6506.24,197.99878271454656,15.66,4195.69,267.9240102171136
174,2016-08-08,72.95,11380.81,156.00836189170664,16.66,3932.01,236.01500600240098,36.41,9758.97,268.0299368305411,14.4,3987.95,276.94097222222223
175,2016-08-09,78.14,10471.01,134.00319938571795,18.02,4037.02,224.0299667036626,34.75,8130.43,233.96920863309353,14.26,3464.43,242.94740532959327
176,2016-08-10,78.16,8831.99,112.99884851586489,17.19,4349.33,253.01512507271667,47.94,9443.98,196.99582811848143,13.73,3803.36,277.0109249817917
177,2016-08-11,82.81,8778.24,106.00458881777563,17.71,4959.97,280.0660643704122,32.65,7869.69,241.03185298621744,13.45,4008.9,298.0594795539034
178,2016-08-12,75.88,7435.86,97.99499209277808,18.2,3948.8,216.967032967033,38.07,8680.06,228.0026267402154,13.72,4734.87,345.10714285714283
179,2016-08-13,78.47,9259.73,118.00344080540333,20.16,4233.72,210.00595238095238,34.87,7985.44,229.0060223687984,14.03,2989.31,213.0655737704918
