offset,rating
17,-0.20092246649
18,-0.381095522814
19,-0.379156443821
20,0.509110852998
21,0.167617624283
22,0.47850589071
23,-0.400404305181
24,-0.635343349744
25,-0.51563697467
26,0.533483740123
27,0.41389930716
28,0.234363517514
29,0.222839644111
30,0.570005215776
31,0.46111544366
32,-0.292303373582
33,0.120276550789
34,-0.293181655919
35,0.046490106668
36,0.0269154945387
37,0.237185475094
38,0.328652454337
39,0.214988524283
40,0.0712485936322
41,0.444911524274
42,0.435380098519
43,0.790116735069
44,-0.0287864161257
45,0.765799275539
46,0.196323341731
47,0.339856707663
48,0.680236462293
49,-0.0282419862667
50,0.090061183981
51,0.02086796711
52,0.431475655568
53,0.33565019302
54,0.0496858631073
55,0.45840614396
56,0.0015361160233
57,0.148677843578
58,0.58729336541
59,-0.265041135688
60,-0.342613903364
61,-0.365846509131
62,-0.0966845440828
63,-0.0286410652735
64,0.017657745818
65,-0.656153702013
66,-0.0785759322196
67,-0.116926630384
68,-0.120868229298
69,-0.0337208275142
70,-0.314484504205
71,-0.319283651147
72,-0.313849290429
73,-0.2460822547
74,-0.323002802642
75,-0.211227264504
76,0.178453982371
77,-0.289845756098
78,-0.704304299232
79,-0.534784009438
80,0.323067053552
81,-0.0878923116904
82,0.570674624974
83,0.45068112968
84,-0.20348429921
85,0.407764575559
86,-0.294554892979
87,-0.155370745931
88,-0.821886089487
89,0.271164796628
90,-0.407736288785
91,-0.525595686198
92,-0.36295147237
93,-0.187529649677
94,-0.606563722307
95,-0.229061474965
96,0.243706819492
97,0.176191867876
98,-0.121793643787
99,0.053872334384
100,-0.184204492258
101,-0.46632768022
102,-0.417743356696
103,-0.483726591602
104,-0.234504519718
105,-0.78380980918
106,0.19024868929
107,-0.215199384359
108,-0.286928822806
109,-0.251869683055
110,-0.166433075771
111,0.1568950074
112,0.377955487455
113,0.279706423449
114,-0.334631175415
115,-0.468504684765
116,-0.630556552807
117,0.00839854451654
118,0.618662333826
119,0.0958793639024
120,-0.31552483693
121,0.881362664639
122,-0.158308504203
123,-0.422012350834
124,-0.357049949628
125,-0.378541263729
126,-0.534304280604
127,-0.549182061416
128,-0.350362042366
129,0.318839777939
130,0.754466637489
131,-0.0702757110367
132,0.00215104030549
133,0.466337170949
134,-0.0216541466086
135,0.317675750027
136,0.498909660473
137,0.409043745122
138,0.205439645158
139,-0.285631814967
140,0.0329321029415
141,-0.0622142011343
142,0.455804691716
143,0.0226803841155
144,0.235063960526
145,-0.217843020013
146,0.343414716195
147,0.0890625495938
148,0.126247616721
149,0.498550033902
