date,GBPAUD,isPartial
2017-03-05,45,False
2017-03-12,26,False
2017-03-19,23,False
2017-03-26,20,False
2017-04-02,40,False
2017-04-09,41,False
2017-04-16,40,False
2017-04-23,33,False
2017-04-30,77,False
2017-05-07,43,False
2017-05-14,25,False
2017-05-21,76,False
2017-05-28,50,False
2017-06-04,42,False
2017-06-11,36,False
2017-06-18,35,False
2017-06-25,18,False
2017-07-02,29,False
2017-07-09,25,False
2017-07-16,54,False
2017-07-23,18,False
2017-07-30,52,False
2017-08-06,45,False
2017-08-13,25,False
2017-08-20,42,False
2017-08-27,21,False
2017-09-03,31,False
2017-09-10,74,False
2017-09-17,61,False
2017-09-24,64,False
2017-10-01,47,False
2017-10-08,37,False
2017-10-15,27,False
2017-10-22,30,False
2017-10-29,37,False
2017-11-05,46,False
2017-11-12,26,False
2017-11-19,42,False
2017-11-26,42,False
2017-12-03,75,False
2017-12-10,56,False
2017-12-17,61,True
