date,AUDUSD,isPartial
2017-07-02,37,False
2017-07-09,42,False
2017-07-16,51,False
2017-07-23,50,False
2017-07-30,53,False
2017-08-06,28,False
2017-08-13,27,False
2017-08-20,35,False
2017-08-27,37,False
2017-09-03,47,False
2017-09-10,57,False
2017-09-17,26,False
2017-09-24,24,False
2017-10-01,34,False
2017-10-08,18,False
2017-10-15,22,False
2017-10-22,33,False
2017-10-29,33,False
2017-11-05,31,False
2017-11-12,23,False
2017-11-19,29,False
2017-11-26,34,False
2017-12-03,44,False
2017-12-10,54,False
2017-12-17,38,True
