date,EURCAD,isPartial
2015-01-11,47,False
2015-01-18,41,False
2015-01-25,40,False
2015-02-01,29,False
2015-02-08,46,False
2015-02-15,30,False
2015-02-22,17,False
2015-03-01,17,False
2015-03-08,40,False
2015-03-15,29,False
2015-03-22,31,False
2015-03-29,30,False
2015-04-05,41,False
2015-04-12,29,False
2015-04-19,35,False
2015-04-26,23,False
2015-05-03,58,False
2015-05-10,35,False
2015-05-17,12,False
2015-05-24,64,False
2015-05-31,70,False
2015-06-07,35,False
2015-06-14,29,False
2015-06-21,70,False
2015-06-28,53,False
2015-07-05,52,False
2015-07-12,47,False
2015-07-19,30,False
2015-07-26,17,False
2015-08-02,41,False
2015-08-09,70,False
2015-08-16,28,False
2015-08-23,73,False
2015-08-30,34,False
2015-09-06,39,False
2015-09-13,44,False
2015-09-20,38,False
2015-09-27,44,False
2015-10-04,27,False
2015-10-11,43,False
2015-10-18,43,False
2015-10-25,32,False
2015-11-01,27,False
2015-11-08,22,False
2015-11-15,27,False
2015-11-22,27,False
2015-11-29,31,False
2015-12-06,27,False
2015-12-13,27,False
2015-12-20,48,False
2015-12-27,30,False
2016-01-03,79,False
2016-01-10,100,False
2016-01-17,84,False
2016-01-24,73,False
2016-01-31,62,False
2016-02-07,56,False
2016-02-14,66,False
2016-02-21,22,False
2016-02-28,81,False
2016-03-06,55,False
2016-03-13,39,False
2016-03-20,23,False
2016-03-27,34,False
2016-04-03,39,False
2016-04-10,78,False
2016-04-17,28,False
2016-04-24,72,False
2016-05-01,51,False
2016-05-08,44,False
2016-05-15,33,False
2016-05-22,57,False
2016-05-29,17,False
2016-06-05,51,False
2016-06-12,45,False
2016-06-19,52,False
2016-06-26,63,False
2016-07-03,12,False
2016-07-10,47,False
2016-07-17,42,False
2016-07-24,42,False
2016-07-31,12,False
2016-08-07,56,False
2016-08-14,19,False
2016-08-21,12,False
2016-08-28,18,False
2016-09-04,59,False
2016-09-11,47,False
2016-09-18,34,False
2016-09-25,40,False
2016-10-02,45,False
2016-10-09,23,False
2016-10-16,34,False
2016-10-23,40,False
2016-10-30,34,False
2016-11-06,49,False
2016-11-13,50,False
2016-11-20,33,False
2016-11-27,48,False
2016-12-04,42,False
2016-12-11,60,False
2016-12-18,58,False
2016-12-25,35,False
2017-01-01,56,False
2017-01-08,42,False
2017-01-15,42,False
2017-01-22,31,False
2017-01-29,10,False
2017-02-05,57,False
2017-02-12,57,False
2017-02-19,47,False
2017-02-26,51,False
2017-03-05,60,False
2017-03-12,55,False
2017-03-19,72,False
2017-03-26,41,False
2017-04-02,41,False
2017-04-09,53,False
2017-04-16,31,False
2017-04-23,41,False
2017-04-30,73,False
2017-05-07,62,False
2017-05-14,44,False
2017-05-21,61,False
2017-05-28,39,False
2017-06-04,38,False
2017-06-11,99,False
2017-06-18,38,False
2017-06-25,51,False
2017-07-02,80,False
2017-07-09,39,False
2017-07-16,56,False
2017-07-23,44,False
2017-07-30,49,False
2017-08-06,27,False
2017-08-13,22,False
2017-08-20,38,False
2017-08-27,38,False
2017-09-03,69,False
2017-09-10,31,False
2017-09-17,42,False
2017-09-24,73,False
2017-10-01,52,False
2017-10-08,42,False
2017-10-15,26,False
2017-10-22,31,False
2017-10-29,26,False
2017-11-05,51,False
2017-11-12,45,False
2017-11-19,66,False
2017-11-26,55,False
2017-12-03,55,False
2017-12-10,76,False
2017-12-17,65,True
